title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
Production of amorphous calcium carbonate from captured cement kiln flue gas CO2 for use as supplementary cementitious material in a low-emissions blended cement,Awarded,,41.196583,-73.243254,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Production of amorphous calcium carbonate from captured cement kiln flue gas CO2 for use as supplementary cementitious material in a low-emissions blended cement,"Calcify, doing business as Carbon Capture Machine (CCM)","$3,026,792 ",CT,10/1/2023,"Calcify, in collaboration with FLSmidth, aims to develop a carbon capture and utilization technology with lower energy requirements than alternative carbon capture methods in cement production. The project goal is to capture more than 50% of the CO2 emitted from a pilot cement kiln at 3 metric ton CO2/day scale using a novel reactor. Captured CO2 will be utilized as a cement additive to reduce the overall amount of “clinker” needed to produce cement. In traditional cement production, making clinker is responsible for the majority of emissions. The team’s innovative reactor will produce a carbon negative amorphous calcium carbonate (ACC) as a new supplementary cementitious material (SCM) that can lower the clinker factor. The carbon capture methodology does not require heat or increased pressure and has the potential to be deployed outside of the cement sector",Laurene Petitjean,"FLSmidth, U.S.",Topic 4: Decarbonizing Cement and Concrete,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Redox-Mediated Electrodes for Precision Separation of Nitrogen and Phosphorus Oxyanions,Awarded,,40.11327,-88.24166,NAWI Budget Period 2 External Selections,Cross-Sector Technologies,Redox-Mediated Electrodes for Precision Separation of Nitrogen and Phosphorus Oxyanions,University of Illinois at Urbana-Champaign,822000,IL,9/30/2022,"This project will address the challenge of nutrient pollution and resource recovery by overcoming existing limitations of traditional electrosorption materials by designing, developing, and testing efficient and scalable functional redox-polymer electrodes with high selectivity towards nitrate and phosphate. ",Xiao Su,,Energy Water Nexus,9/30/2025,,https://www.energy.gov/eere/amo/nawi-bp2-external-selections
Regenerative High Efficiency Low-Carbon Fuel Flexible System,Awarded,,41.979388,-87.894358,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Regenerative High Efficiency Low-Carbon Fuel Flexible System,GTI Energy,"$3,701,786 ",IL,10/1/2023,"GTI Energy will lead a team to design and test a high-efficiency, fuel-flexible burner which can be retrofitted into fossil fuel-fired reheat furnaces to allow them to use low- and zero-carbon fuels. The regenerative fuel-flexible burner can utilize hydrogen and renewable liquid fuels and provide fuel-flexible resiliency. The technology will have a unique position in the decarbonization market with improved heat transfer and turndown capabilities, with low capital and operating costs.",Sandeep Alavandi,"Bloom Engineering, ANL, ORNL, and Finkl Steel",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Reinventing Wastewater Treatment Plants: Energy Neutral Treatment and Enhanced Fertilizer Production through a Novel Resource Recovery Center,Active,,21.3286,-157.82859,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Reinventing Wastewater Treatment Plants: Energy Neutral Treatment and Enhanced Fertilizer Production through a Novel Resource Recovery Center,Kennedy Jenks Consultants           ,1997596,HI,9/1/2021,"The main objective of this project is to reduce the energy demand for secondary treatment at municipal wastewater treatment plants (WWTP) by at least 50%, increase anaerobic digester (AD) biogas and ammonia production by 100% and 120%, respectively, and recover 90% of ammonia from the AD. Team proposes to use cloth media (CM) filters to replace primary clarifiers (PC) to aggressively divert suspended solids (SS) to the AD and recover the ammonia from the centrate stream with core technology membrane evaporation (ME) process. When combined, CM, AD, and ME work synergistically to achieve energy positive treatment and fertilizer recovery. If implemented at a national scale, it could reduce national electrical energy demand by ~8.6 TWh/yr, increase biogas production by 90 billion ft3/yr, and save $1.2B/yr.",Leila Sermek,"South Platte Renew, Aqua Aerobics Systems,Baylor University and Colorado School of Mines",Advanced Water Resource Recovery Systems ,8/31/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
Resilient Ammoxidation of Small Hydrocarbons (R-ASH) Using Forced Dynamic Operation for Maximal Flexibility,Active,,29.72717,-95.36185,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Resilient Ammoxidation of Small Hydrocarbons (R-ASH) Using Forced Dynamic Operation for Maximal Flexibility,"University of Houston                
",2916874,TX,6/1/2021,Funding was provided to the University of Houston to design a technologically and economically viable catalytic reactor concept and process using forced dynamic operation for on demand and on-site production of acrylonitrile from a variety of fossil and renewable feedstocks.,,"KX2 Development, Pacific Northwest National Laboratory (2.1.11.13), University of Virginia, Idaho National Laboratory (2.1.11.2)",CHEMICAL MANUFACTURING AND DYNAMIC CATALYST SCIENCE,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Resilient Ammoxidation of Small Hydrocarbons (R-ASH)Using Forced Dynamic Operation for Maximal Flexibility,Active,,29.726,-95.3482,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Resilient Ammoxidation of Small Hydrocarbons (R-ASH)Using Forced Dynamic Operation for Maximal Flexibility,University of Houston,"$2,091,874 ",TX,6/1/2021,The  objective is to design a technologically and economically viable catalytic reactor concept and process using forced dynamic operation (FDO) for on-demand and on-site production of acrylonitrile (ACN) from a variety of fossil and renewable feedstocks. The project aims to increase feedstock flexibility for ACN synthesis; develop modeling and computational tools needed to design and optimize FDO reactors; develop a modular and flexible process for ACN production as an alternative conversion strategy.,Dr. Lars Grabow,N/A,Thermal Catalysts and Reactor Design ,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Robust combined Heat and Hybrid Power (CHHP) for High Electrical Efficiency Cogeneration,Active,/node/4826974,33.7759,-84.3927,FY 2019 Multi-Topic FOA,Cross-Sector Technologies RD&D,Robust combined Heat and Hybrid Power (CHHP) for High Electrical Efficiency Cogeneration,Georgia Institute of Technology,500000,GA,7/1/2020,The objective of this project is to develop a specially-tailored hybrid fuel cell/ gas turbine system concept and cyberphysical demonstration as a combined heat and hybrid power (CHHP) system for both robust and high power-to-process heat ratio cogeneration.,Comas Haynes,U TX El Paso; NETL (??),combined Heat and Power & District Energy,9/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Scalable Integration of CO2 Capture and Electrocatalytic Conversion to Organic Liquids,Active,,41.90361,-88.73504,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Scalable Integration of CO2 Capture and Electrocatalytic Conversion to Organic Liquids,"Northern Illinois University   
",1275828,IL,5/1/2021,"The ultimate goal of this project is to demonstrate a highly efficient CO2 adsorber (1mol/hour) integrated with a highly efficient electrolyzer with targeted performance of > 90% Faradaic efficiency (FE) of CO2 to ethanol (EtOH) conversion at the current density of >200 mA/cm2 with an active area of 400 cm2/cell (~0.21 mol ethanol/cell/hour), and the ethanol concentration of the output solution is over 10 wt%. ","Tao Xu, Professor, Department of Chemistry & Biochemistry","Angstrom Advanced Inc., University of North Texas, Argonne National Laboratory",Integrating Carbon Capture and Utilization into Industrial Processes,6/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Scalable Membrane Electrode Assembly Stack Production for Reliable Thermal Electrochemical Converters (SMART),Awarded,,42.79983,-73.864972,AMO Industrial Efficiency and Decarbonization FOA,,Scalable Membrane Electrode Assembly Stack Production for Reliable Thermal Electrochemical Converters (SMART),GE Research,"$2,999,030 ",NY,10/1/2023,"GE Research and its partners aims to increase the energy efficiency of process heating by achieving highly efficient waste heat recovery. The team will research and develop a thermo-electrochemical engine by focusing on optimizing the advanced bi-polar membrane. By focusing on optimizing the advanced bi-polar membrane, the team hopes to drastically increase the energy efficiency of recovering abundant low-temperature waste heat over current technologies. By the end of the project, performers will fabricate and validate an optimized membrane electrode assembly with >25% efficiency.",Jinbo Cao,"JTEC Energy, Pennsylvania State University ",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Scale-up and Demonstration of a Carbon Neutral Engineered Material to Displace Fossil Carbon in Electric Arc Furnace Steel Mills,Awarded,,44.979486,-93.227314,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Scale-up and Demonstration of a Carbon Neutral Engineered Material to Displace Fossil Carbon in Electric Arc Furnace Steel Mills,University of Minnesota: Twin Cities – Natural Resources Research Institute (NRRI),"$2,940,609 ",MN,10/1/2023,"The University of Minnesota will collaborate with Nucor to develop a carbon-neutral fuel and feedstock replacement for fossil fuels in electric arc furnace (EAF) steel production. The project will identify optimal composite materials for use in an EAF as both a carbon source necessary for steel and as an energy source. By storing atmospheric carbon, biomaterials provide a promising route to carbon-neutral industrial production. This project will validate the ability to produce bulk quantities of densified biocarbon/iron and steel byproduct agglomerates. The carbon-neutral fuel’s impact on carbon balance, CO2 emissions, energy efficiency economic gains, and other benefits will be analyzed through life cycle and technoeconomic analysis.",Brett Spigarelli,Nucor,Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Scaling Hydrogen-Direct Reduced Iron Pathways to Decarbonize Iron and Steelmaking,Awarded,,40.444042,-79.955247,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Scaling Hydrogen-Direct Reduced Iron Pathways to Decarbonize Iron and Steelmaking,Carnegie Mellon University,"$3,094,435 ",PA,10/1/2023,"Carnegie Mellon University and its partners will evaluate a hydrogen-based system for eliminating the process emissions involved in reducing iron ore into direct reduced iron (DRI)—a key feedstock in zero-carbon steel production. Extracting the oxygen from iron ore is necessary to produce steel-grade iron. To do this, carbon is typically introduced with coal or natural gas (methane), releasing carbon dioxide (CO2). These emissions can be eliminated by using hydrogen instead of carbon. The project includes (1) building a physical pilot reactor to evaluate performance of hydrogen DRI under industrial conditions and (2) developing a computational fluid dynamics (CFD) model to simulate hydrogen DRI processes, benchmarked to experiments. By the end of the project, an integrated set of results from experiments, simulations, and impact analysis will inform decisions regarding further development and deployment of DRI produced with more than 90% hydrogen.",Sheng Shen,"Purdue University Northwest, Nucor, U.S. Steel",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Selective Electrocatalytic Destruction of PFAS using a Reactive Electrochemical Membrane System,Awarded,,41.88115,-87.68652,NAWI Budget Period 2 External Selections,Cross-Sector Technologies,Selective Electrocatalytic Destruction of PFAS using a Reactive Electrochemical Membrane System,University of Illinois Chicago,1431000,IL,9/1/2022,"This project will investigate the technical/economic feasibility of utilizing a titanium-based (Ti4O7), nanoparticle electrocatalyst for simultaneous adsorption and destruction of PFAS (a group of pervasive and persistent chemical contaminants) in wastewater.",Brian P. Chaplin,,Energy Water Nexus,9/1/2025,,https://www.energy.gov/eere/amo/nawi-bp2-external-selections
"Selective, Durable, and Energy-Efficient Electrolyzer for Carbon Dioxide to Ethylene Conversion",Awarded,,39.127376,-84.513064,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,"Selective, Durable, and Energy-Efficient Electrolyzer for Carbon Dioxide to Ethylene Conversion",University of Cincinnati,"2,000,000",OH,10/1/2023,"The University of Cincinnati has partnered with Giner Inc. to develop an electrified process to produce ethylene through the electrochemical reduction of CO2. The project plans to develop an innovative, single-site doped copper catalyst to incorporate into a gas diffusion electrode reactor. If successful, this technology will enable on-site conversion of captured CO2 into ethylene at low operating cost with reductions in carbon intensity from 50% to 70% compared to conventional ethylene production. ",Je-Hyeong Bahk,Giner Inc.,Topic 1: Decarbonizing Chemicals,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Simulation Based Design and Optimization of Waste Heat Recovery Systems,Closed,https://www.energy.gov/sites/default/files/2022-06/2067-NREL-LBNL_URBANopt_compliant_update.pdf,39.71402,-105.2441,FY 2018 Lab Call,Cross-Sector Technologies RD&D,Simulation Based Design and Optimization of Waste Heat Recovery Systems,National Renewable Energy Laboratory (NREL),3000000,CO,10/1/2018,"This project will incorporate an integrated simulation method into the Urban Renewable Building and Neighborhood Optimization (URBANopt) platform to enable a detailed analysis of waste heat sources within a district of connected buildings. These advancements will be accomplished by combining an URBANopt software development kit (SDK) with the open-source Modelica programming language and the next generation Spawn of EnergyPlus, a building energy simulation program supported by the U.S. Department of Energy (DOE). The updated URBANopt platform will be capable of evaluating industrial processes and waste heat opportunities in conjunction with commercial and residential buildings.",,LBNL,Waste Heat Recovery,9/30/2022,,
Sorbents Tailored for Emission Abatement in Manufacturing (STEAM),Active,,37.40431,-122.16727,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Sorbents Tailored for Emission Abatement in Manufacturing (STEAM),"Palo Alto Research Center, Inc.                         
",1324269,CA,10/1/2021,"The main goal of this project, for Palo Alto Research Center Incorporated, is to produce a polymer aerogel sorbent stable to regeneration using low-grade steam and optimized for the capture of carbon dioxide from oil refineries, with a final capture cost ",Jon Bachman,Lawrence Livermore National Laboratory,Integrating Carbon Capture and Utilization into Industrial Processes,6/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Southcentral/Upper combined Heat and Power Technical Assistance Partnership,Active,,30.17724,-95.49666,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Southcentral/Upper combined Heat and Power Technical Assistance Partnership,Houston Advanced Research Center,4212500,TX,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Dr. Gavin Dillingham,,CHP TAPs,7/31/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
Strained Linear Ultra High Molecular Weight Polyethylene Heat Exchanger ,Awarded,,28.296697,-80.725043,SBIR / STTR Phase I 2023,Cross-Sector Technologies,Strained Linear Ultra High Molecular Weight Polyethylene Heat Exchanger ,Mainstream Engineering Corporation,"$199,807 ",FL,7/10/2023,"This project will demonstrate a polymer heat exchanger that has metal-like thermal conductivity using low-cost materials and conventional processing techniques to achieve a lighter, easier to install, and more cost-effective (45% reduction) unit than traditional metallic heat exchangers with similar performances. Heat exchangers are a key thermal management tool within industry—more cost-effective, easier-to-install heat exchangers can enable more efficient industrial operations.","Sykes, David",,Energy Efficiency Technologies,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
Sustainable Manufacturing of Acrylonitrile,Awarded,,35.91828,-83.99991,FY 2021 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Sustainable Manufacturing of Acrylonitrile,"Trillium Renewable Chemicals     
",2500000,TN,10/1/2022,"Trillium Renewable Chemicals will lead a team to design, build, and operate a pilot plant that converts a biobased glycerol feedstock into acrylonitrile. The impacts include low production cost and reduced water and carbon intensity compared to the state-of-the-art.  ",,,Sustainable Chemistry Practices in Manufacturing ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
"Synthesis, Modeling and Kinetics of Rationally Designed Defects and Substitutions in 2D Materials",Closed,https://www.osti.gov/biblio/1807353,35.06433,-106.47125,FY 2018 Lab Call,Energy- and Emission-Intensive Industries RD&D,"Synthesis, Modeling and Kinetics of Rationally Designed Defects and Substitutions in 2D Materials",Sandia NL,3000000,NM,10/1/2018,"This project invests in reducing the energy intensity of manufacturingof ammonia and ethylene through the design of new catalytic processes and use of distributed, modular chemical intensification.",,"University of New Mexico; University of California, Irvine",CHEMICAL MANUFACTURING AND DYNAMIC CATALYST SCIENCE,9/30/2022,,
Tailored Ultra-Low-Carbon Concrete Enabled by Nanocarbon Additives Produced from Recycled Kiln CO2,Awarded,,35.914748,-84.000169,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Tailored Ultra-Low-Carbon Concrete Enabled by Nanocarbon Additives Produced from Recycled Kiln CO2,"SkyNano, LLC ","$3,450,000 ",TN,10/1/2023,"SkyNano, LLC will demonstrate a carbon utilization process to create solid carbon products that, when blended into concrete, can increase durability and lower the amount of portland cement, and thereby the energy and emissions required to create concrete. SkyNano aims to achieve a CO2 uptake of 95% from kiln-derived CO2. The team aims to demonstrate a 50% increase in concrete durability with the addition of these solid carbon product modifiers. This route aims to lower the cost of producing solid carbon products such as multiwalled carbon nanotubes and Carbon Zoo from cement plant flue gas at >80% CO2 allowing them to be used beyond just the buildings sector.",David Wood,"University of Tennessee, Knoxville; Missouri University of Science and Technology; Ash Grove Cement Company; Tennessee Valley Authority",Topic 4: Decarbonizing Cement and Concrete,9/30/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Targeted Extraction of Valuable Intermediate Products and Clean Water from Municipal Wastewater Using Electroactive Anaerobic Membrane Bioreactors,Active,,34.07104,-118.44324,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Targeted Extraction of Valuable Intermediate Products and Clean Water from Municipal Wastewater Using Electroactive Anaerobic Membrane Bioreactors,UCLA                                 ,1999841,CA,10/1/2021,"The overall goal of the University of California, Los Angeles's project is the development of an anaerobic electric membrane bioreactor (AnEMBR)system designed to efficiently treat municipal wastewater, produce fit-for-purpose water, and extract valuable chemicals. The system is based on the integration of three platform technologies (electrofermentation (EF), electroactive gas stripping membranes, and electroactive water treatment membranes), and will treat wastewater with an overall energy consumption of 0.5 kWh/m3, using the sale of the extracted chemicals to offset the treatment costs, and yield a net-positive cash flow. TEA and LCA analyses will be used to establish the relationship between each platform, determine optimal operating conditions, and evaluate the performance of each platform and the integrated process. ",Dr. David Jassby,"Hyperion Water Reclamation, Los Angeles Sanitation District, Shell North America, and Princeton University",Advanced Water Resource Recovery Systems ,9/30/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
The Development of an Advanced Infrared Hydrogen Fuel Flexible Boiler for Food and Beverage Industry,Awarded,,39.649517,-79.945258,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,The Development of an Advanced Infrared Hydrogen Fuel Flexible Boiler for Food and Beverage Industry,West Virginia University,"$3,000,000 ",WV,10/1/2023,"West Virginia University and its partners will develop a fuel-flexible boiler capable of utilizing low- and zero-carbon fuels such as hydrogen, natural gas, biogas, and other manufactured gases. The industrial boiler will be designed to produce hot water and steam for food/beverage process heating needs. The team would create a hydrogen fuel-flexible burner that can be retrofitted for existing boiler packages, artificial intelligence-assisted adaptive air and fuel delivery and mixing systems based on the thermal load, and compact energy efficient heat exchangers for thermal energy transfer. The design also includes an economizer that uses waste energy from flue gas to heat intake air, increasing current boiler efficiency to 98%. ",Hung-Liang (Roger) Chen,"ORNL, GTI Energy, Convergent Science Inc., Mountaintop Beverage, Neighborhood Kombuchery, SoCalGas, Utilization Technology Development, Fulton",Topic 3: Decarbonizing Food and Beverage Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Thermally Driven Industrial Semi-Open Absorption Heat Pump Wood Dryer,Awarded,,29.64897,-82.324941,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Thermally Driven Industrial Semi-Open Absorption Heat Pump Wood Dryer,Micro Nano Technologies,"$1,904,019 ",FL,10/1/2023,"Micro Nano Technologies and multiple partners will develop and field test a potentially zero-carbon, energy efficient drying technique for lumber production. The team will design and manufacture a full-scale absorption heat pump, incorporating innovations that address the cost, size, efficiency, and operational limitations of current absorption technology. The heat pump could reduce both energy consumption and carbon intensity by more than 60% relative to conventional driers and could also enable a 20% reduction in both energy and carbon emissions relative to state-of-the-art electric heat pump technology. When combined with a zero-carbon source of heat such as geothermal or concentrated solar power, absorption heat pumps offer a pathway to eliminate greenhouse gas emissions in industrial drying processes.",Michael Schmid,"University of Florida, Gas Technology Institute, Nyle Systems Inc., and Utilization Technology Development",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Thermocatalytic Ethylene Production using Targeted RF Induction Heating,Active,,33.24836,-81.61317,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Thermocatalytic Ethylene Production using Targeted RF Induction Heating,"SRNL               
",3500000,SC,7/1/2021,"This project will invest in an approach that reduces the energy and carbon intensity of traditional ethylene production processes such as steam cracking, low-thermal budget techniques coupled with new catalyst
schemes could play a critical role in process intensification. It will use radio frequency (RF) induction to volumetrically and directly heat tunable, core-shell susceptor/catalysts. The locally heated catalysts drive, CO2 mediated, low-oxidative dehydrogenation of ethane (CO2-ODH) as a means to improving low-temperature yield, selectivity, and stability for ethylene production. The proposed method is expected to (i) decreased energy intensity by 20%, (ii) reduce CO2 emissions by >20%, (iii) reduce operating costs (OpEx minus feedstock) by 15%, and (iv) increase catalyst lifetime by >20% using a process that can be fully electrified by intermittent renewable energy sources and deployed modularly or centrally. To thoroughly develop RF thermocatalysis for efficient ethylene production, Savannah River National Laboratory (SNRL) is bringing together multidisciplinary expertise from the National Renewable Energy Laboratory (NREL), the University of South Carolina (USC), and industrial leadership including the Electric Power Research Institute (EPRI), the RAPID Manufacturing Institute, Induction Food Systems (IFS), and Bechtel.",,"Bechtel Corp.      
NREL             
Induction Food Systems         
RAPID                     
EPRI                           
U of So C, Columbia",Thermal Catalysts and Reactor Design ,8/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Towards Durable Carbon-Negative Concrete: Using Biochar to Replace Part of the Clinker and Fine Aggregate,Awarded,,46.730917,-117.152568,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Towards Durable Carbon-Negative Concrete: Using Biochar to Replace Part of the Clinker and Fine Aggregate,Washington State University ,"$3,239,240 ",WA,10/1/2023,"Washington State University will work to demonstrate substantive reductions in concrete carbon intensity at the bench- and pilot-scales, as well as in the field, by partly replacing cement and/or fine aggregates with surface-engineered biochar. The innovation has two aspects: (1) the use of commercially available biochar, added in the cement at the grinding stage using existing equipment, and (2) the production of engineered biochar from standard biomass with an innovative process. The end goal is to produce carbon-neutral and carbon-negative concrete that will meet the mechanical, chemical, physical, and durability property requirements of concrete in the field.",Yong Wang,CEMEX USA; Qualterra; City of Pullman; Kiewit Corp.; National Center for Transportation Infratrstructure  Durability and Life-Extension (TriDurLE),Topic 4: Decarbonizing Cement and Concrete,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Transforming Aeration Energy in Water Resource Recovery Facilities through Suboxic Nitrogen Removal (SNR),Active,,39.89261,-105.1492,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Transforming Aeration Energy in Water Resource Recovery Facilities through Suboxic Nitrogen Removal (SNR),"Carollo Engineers, Inc.                     ",1981823,CO,9/1/2021,"This project combines two technology concept papers, both encouraged by the DOE for full proposal submission, into a single technology concept. The funding and success of this project will bring a technology to market long awaited by the U.S. wastewater industry as it holds promise to significantly lower energy costs while improving effluent quality. Aeration has the highest energy reduction potential in WRRFs, yet our industry has moved at a glacial pace towards aeration efficiency. This is primarily due to traditional beliefs that nitrification requires high DO conditions for stable process operation. However, our team members and other researchers have overturned this credo in recent years by independently demonstrating nitrogen removal under suboxic conditions (i.e., dissolved oxygen (DO) concentration less than 0.5 mg/L) at pilot-scale. Nevertheless, this has not moved into industry practice, as field application of suboxic nitrogen removal (SNR) requires a gradual microbial transition from high to low DO in the aeration basins. Reliable SNR hinges on a high degree of process control and stability that existing Proportional Integral Derivative (PID)-based aeration control systems in WRRFs are not designed for. Thus, WRRFs are rightfully worried about possible permit violations when lowering aeration for SNR. Model Predictive Aeration Control (MPAC) can overcome this barrier. This technology improves the accuracy of aeration control through real-time machine learning and predictive algorithms, which are responsive to the highly dynamic treatment conditions WRRFs experience daily. Since its first full-scale pilot implementation at the Chico WRRF in 2018, the DO/Nmaster MPAC technology developed by Ekster & Ass. brings the accuracy and reliability required to make SNR successful.",,"NewHub, Water Research Foundation, APG-Neuro, Ekster and Associates, Hampton Roads Sanitation District, Los Angeles County Sanitation Districts, Columbia University, and University of Wisconsin",Advanced Water Resource Recovery Systems ,8/31/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
Tunable Two-Dimensional (2D) Porous Material/Polymer Composite Hollow Fiber Membranes for Advanced Water Resource Recovery,Active,,43.00182,-78.78554,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Tunable Two-Dimensional (2D) Porous Material/Polymer Composite Hollow Fiber Membranes for Advanced Water Resource Recovery,University of NY at Buffalo              ,1350000,NY,9/1/2021,"The proposed project will develop high-performance membranes for low-cost and energy-efficient dye desalination, enabling recovery of valuable dye and reduction of wastewater for treatment. Our core technical activities will combine three key innovations: (1) reduced holey graphene oxide (rHGO) with right-sized nanochannels and low tortuosity exhibiting high water permeance, low salt rejection, and high dye rejection; (2) porous hollow fiber (HF) supports based on functional polymers with high packing density; and (3) cross-linkers to covalently bond the rHGO to the HF support. If successfully developed, our rHGO hollow fiber membranes (HFMs) will improve energy efficiency by 70% and lower the cost by 70%, compared with the state-of-the-art commercial nanofiltration (NF) membrane systems used in textile plants. The specific objectives are: â€¢ Develop rHGO membranes with high water permeance and >99% rejection for dye molecules and ",Haiqing Lin,"Helios-NRG, Trimeric Corporation, and National Energy Technology Laboratory (NETL)",Advanced Water Resource Recovery Systems ,8/31/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
Turbocompression Cooling System for Ultra Low Temperature Waste Heat Recovery,Closed,https://www.energy.gov/eere/amo/articles/turbo-compression-cooling-ultra-low-temperature-waste-heat-recovery,40.57347,-105.08741,Emerging Resource Explorations,Cross-Sector Technologies RD&D,Turbocompression Cooling System for Ultra Low Temperature Waste Heat Recovery,Colorado State University,1882881,CO,6/1/2018,The primary goal of this effort is to develop a turbo-compression cooling system that is powered by ultra-low temperature waste heat. The proposed effort capitalizes on prior and ongoing work for low grade waste heat recovery from power plants. The final performance and economic targets for the proposed effort are 300 kWth of cooling at a COP > 0.6 with a production cost of <$100 per kWth. ,Dr. Todd Bandhauer,"Modine Mfg Co, Barber-Nichols, Inc.",Waste Heat Recovery,11/30/2022,,https://www.energy.gov/eere/amo/emerging-research-exploration
Ultra Efficient CHP with High Power/Heat Ratio using a Novel Argon Power Cycle,Active,https://www.energy.gov/eere/amo/ultra-efficient-chp-high-powerheat-ratio-using-novel-argon-power-cycle,37.77354,-122.27849,FY 2019 Multi-Topic FOA,Cross-Sector Technologies RD&D,Ultra Efficient CHP with High Power/Heat Ratio using a Novel Argon Power Cycle,"Noble Thermodynamic Systems, Inc.           ",3842312,CA,8/1/2020,"The project will expand the application of the Argon Power Cycle (APC) technology to develop an ultraefficient CHP system, capable of single-cycle efficiency ≥65% and overall CHP efficiency ≥75% at the nominal scale, delivering emission-free electricity from natural gas.  ",Dr. Miguel Sierra Aznar,"UC Berkeley; Membrane Technology & Research; Susteon, Inc.",combined Heat and Power & District Energy,2/29/2024,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
