title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
Molten Salt Electrolysis for Sustainable Iron Metal Production,Active,,41.505341,-81.605432,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Molten Salt Electrolysis for Sustainable Iron Metal Production,Case Western Reserve University,"$1,000,000 ",OH,10/1/2023,"Case Western Reserve University will lead a team to develop a zero-carbon, electric process to produce iron (Fe) metal. Reducing iron ore is typically a carbon- and energy-intensive process in which carbon binds with oxygen in iron ore, leading to carbon dioxide emissions. The project will work to eliminate greenhouse gas emissions from this process by enabling the electrolytic production of Fe metal. The technology has the potential to advance the state of the art as it extends molten oxide electrolysis to the use of molten salts as the primary electrolyte. The process also includes use of a proprietary anode to catalyze anode reactions, thereby considerably lowering cell voltage and enhancing process energy efficiency.",Rohan Akolkar,"Lawrence Livermore National Laboratory, University of Arizona, Cleveland-Cliffs",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Hydrogen-Electric Smelting Reduction for Green Iron and Steel Production,Active,,25.963264,-97.550453,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Hydrogen-Electric Smelting Reduction for Green Iron and Steel Production,"Hertha Metals, Inc.","$1,651,316 ",TX,10/1/2023,"Hertha Metals will lead efforts to develop a low-carbon steel production technology to convert low grades of direct shipping iron ores into high-purity iron and steel products. In this project, electricity rather than fossil fuels is the main source of heat, and hydrogen is used instead of carbon to reduce iron ore into feedstock iron. Innovations are founded on a pyrometallurgical process that harnesses iron ore reduction in the liquid phase, allowing for production of high-purity metallic iron. The Hertha process optimizes key materials that will have a direct impact on furnace throughput and operational costs and reduce costs of hot metal production.",Laureen Meroueh,Idaho National Laboratory,Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Regenerative High Efficiency Low-Carbon Fuel Flexible System,Active,,41.979388,-87.894358,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Regenerative High Efficiency Low-Carbon Fuel Flexible System,GTI Energy,"$3,701,786 ",IL,10/1/2023,"GTI Energy will lead a team to design and test a high-efficiency, fuel-flexible burner which can be retrofitted into fossil fuel-fired reheat furnaces to allow them to use low- and zero-carbon fuels. The regenerative fuel-flexible burner can utilize hydrogen and renewable liquid fuels and provide fuel-flexible resiliency. The technology will have a unique position in the decarbonization market with improved heat transfer and turndown capabilities, with low capital and operating costs.",Sandeep Alavandi,"Bloom Engineering, ANL, ORNL, and Finkl Steel",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Decarbonizing Ironmaking Using Ammonia,Active,,42.350518,-71.059077,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Decarbonizing Ironmaking Using Ammonia,Tufts University,"$1,000,000 ",MA,10/1/2023,"Tufts University will lead a project to replace carbon-based reducing agents for iron ore with ammonia. This project intends to scale up ammonia-based ironmaking, completing process validation to enable pilot-scale testing, and then conduct that testing. Goals include converting from batch to continuous production, decreasing operating temperature by up to 30%, increasing the reduction rate by approximately two orders of magnitude, and demonstrating over 20% enhancement of ammonia utilization. Ammonia-based direct-reduced iron could provide emissions benefits of more than 1 ton CO2/ton of iron, as well as greenfield cost savings for electric arc furnace (EAF) steel.",Luke Davis ,TBD,Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Carbon-Neutral Steel Production with Methane Pyrolysis Driven Direct Reduced Iron,Active,,37.807215,-122.301497,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Carbon-Neutral Steel Production with Methane Pyrolysis Driven Direct Reduced Iron,Molten Industries,"$5,391,728 ",CA,10/1/2023,"Molten Industries will lead a team to design, build, and test a pilot-scale system to eliminate carbon emissions from iron reduction using hydrogen produced from methane pyrolysis as a reducing agent. Methane pyrolysis sources hydrogen by breaking down methane into hydrogen gas and solid carbon, preventing carbon from releasing into the atmosphere. Methane pyrolysis is 75% less energy intensive than water electrolysis, an alternative method of obtaining zero-carbon hydrogen. This project will work to demonstrate that integrating methane-pyrolysis-driven hydrogen production directly with a direct reduced iron (DRI) shaft furnace can lead to significant energy, carbon intensity, and cost reductions.",Kevin Bush,"CPFD Software, U. S. Steel",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Decarbonizing Industrial Food Drying with Energy-Efficient Desiccant-Wheel Heat Pump System,Active,,30.561385,-96.272583,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Decarbonizing Industrial Food Drying with Energy-Efficient Desiccant-Wheel Heat Pump System,Texas A&M Engineering Experiment Station (TEES),"$3,000,000 ",TX,10/1/2023,"Texas A&M Engineering Experiment Station will lead a team to reduce energy use and carbon emissions in industrial drying by researching, developing, and demonstrating a high-performance heat pump system for food drying. This high-performance hybrid desiccant-wheel heat pump system will integrate dehumidification, low-cost sensors, data assimilation, and model-free predictive controls to operate the food drying process intelligently and safely to lower energy costs and carbon emissions, while ensuring food quality.",Dinakar Sagapuram,"University of Pennsylvania, University of Virginia, PNNL, PepsiCo (Frito-Lay), Commonwealth Center for Advanced Manufacturing, Trane Technologies ",Topic 3: Decarbonizing Food and Beverage Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
The Development of an Advanced Infrared Hydrogen Fuel Flexible Boiler for Food and Beverage Industry,Active,,39.649517,-79.945258,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,The Development of an Advanced Infrared Hydrogen Fuel Flexible Boiler for Food and Beverage Industry,West Virginia University,"$3,000,000 ",WV,10/1/2023,"West Virginia University and its partners will develop a fuel-flexible boiler capable of utilizing low- and zero-carbon fuels such as hydrogen, natural gas, biogas, and other manufactured gases. The industrial boiler will be designed to produce hot water and steam for food/beverage process heating needs. The team would create a hydrogen fuel-flexible burner that can be retrofitted for existing boiler packages, artificial intelligence-assisted adaptive air and fuel delivery and mixing systems based on the thermal load, and compact energy efficient heat exchangers for thermal energy transfer. The design also includes an economizer that uses waste energy from flue gas to heat intake air, increasing current boiler efficiency to 98%. ",Hung-Liang (Roger) Chen,"ORNL, GTI Energy, Convergent Science Inc., Mountaintop Beverage, Neighborhood Kombuchery, SoCalGas, Utilization Technology Development, Fulton",Topic 3: Decarbonizing Food and Beverage Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Pre-Production Demonstration of High Solids Food Products with FEA Atomization,Active,,37.374707,-122.181698,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Pre-Production Demonstration of High Solids Food Products with FEA Atomization,"Palo Alto Research Center, Inc. (PARC) ","$5,494,319 ",CA,10/1/2023,"Palo Alto Research Center will lead a team to advance a low-carbon Filament Extension Atomization (FEA) drying process to increase the solids content of spray dried dairy products by up to 60%. Spray drying is used to preserve food and ensure its consistency by taking a liquid and semi-liquid product and turning it into a powder. As part of the project, the team will evaluate multiple dairy products suitable for FEA drying and design and build and install an FEA system equipped with a liquid concentrator and spray dryer. This technology has the potential to reduce carbon emissions by up to 50%, reduce energy consumption of spray drying by approximately 50%, and triple powder throughout.",David Johnson,"Utah State University (USU), Tetra Pak, Darigold",Topic 3: Decarbonizing Food and Beverage Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Production of amorphous calcium carbonate from captured cement kiln flue gas CO2 for use as supplementary cementitious material in a low-emissions blended cement,Active,,41.196583,-73.243254,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Production of amorphous calcium carbonate from captured cement kiln flue gas CO2 for use as supplementary cementitious material in a low-emissions blended cement,"Calcify, doing business as Carbon Capture Machine (CCM)","$3,026,792 ",CT,10/1/2023,"Calcify, in collaboration with FLSmidth, aims to develop a carbon capture and utilization technology with lower energy requirements than alternative carbon capture methods in cement production. The project goal is to capture more than 50% of the CO2 emitted from a pilot cement kiln at 3 metric ton CO2/day scale using a novel reactor. Captured CO2 will be utilized as a cement additive to reduce the overall amount of “clinker” needed to produce cement. In traditional cement production, making clinker is responsible for the majority of emissions. The team’s innovative reactor will produce a carbon negative amorphous calcium carbonate (ACC) as a new supplementary cementitious material (SCM) that can lower the clinker factor. The carbon capture methodology does not require heat or increased pressure and has the potential to be deployed outside of the cement sector",Laurene Petitjean,"FLSmidth, U.S.",Topic 4: Decarbonizing Cement and Concrete,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Tailored Ultra-Low-Carbon Concrete Enabled by Nanocarbon Additives Produced from Recycled Kiln CO2,Active,,35.914748,-84.000169,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Tailored Ultra-Low-Carbon Concrete Enabled by Nanocarbon Additives Produced from Recycled Kiln CO2,"SkyNano, LLC ","$3,450,000 ",TN,10/1/2023,"SkyNano, LLC will demonstrate a carbon utilization process to create solid carbon products that, when blended into concrete, can increase durability and lower the amount of portland cement, and thereby the energy and emissions required to create concrete. SkyNano aims to achieve a CO2 uptake of 95% from kiln-derived CO2. The team aims to demonstrate a 50% increase in concrete durability with the addition of these solid carbon product modifiers. This route aims to lower the cost of producing solid carbon products such as multiwalled carbon nanotubes and Carbon Zoo from cement plant flue gas at >80% CO2 allowing them to be used beyond just the buildings sector.",David Wood,"University of Tennessee, Knoxville; Missouri University of Science and Technology; Ash Grove Cement Company; Tennessee Valley Authority",Topic 4: Decarbonizing Cement and Concrete,9/30/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Accelerated Decarbonization of Cement via Integrated CO2 Capture and Mineralization to Produce High Strength Construction Materials (ACCEL-CCM),Active,,42.432165,-76.497042,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Accelerated Decarbonization of Cement via Integrated CO2 Capture and Mineralization to Produce High Strength Construction Materials (ACCEL-CCM),Cornell University,"$4,000,000 ",NY,10/1/2023,"Cornell University will examine carbon utilization pathways for integrating captured CO2 into cement production. The project will evaluate alternative CO2 solvents to maximize the performance of the CO2 capture process and their reaction with solid alkaline residues, such as electric arc furnace waste slag that are used in the regeneration of the lean solvent. This technology aims to reduce the carbon intensity of cement production by at least 60% and limit landfill disposal of waste slag. With this project, the material and energy efficiency of these carbon utilization pathways will be evaluated.",Greeshma Gadikota,"Oak Ridge National Laboratory; Votorantim Cimentos; Argos USA; Nucor, Inc.",Topic 4: Decarbonizing Cement and Concrete,9/30/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Towards Durable Carbon-Negative Concrete: Using Biochar to Replace Part of the Clinker and Fine Aggregate,Active,,46.730917,-117.152568,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Towards Durable Carbon-Negative Concrete: Using Biochar to Replace Part of the Clinker and Fine Aggregate,Washington State University ,"$3,239,240 ",WA,10/1/2023,"Washington State University will work to demonstrate substantive reductions in concrete carbon intensity at the bench- and pilot-scales, as well as in the field, by partly replacing cement and/or fine aggregates with surface-engineered biochar. The innovation has two aspects: (1) the use of commercially available biochar, added in the cement at the grinding stage using existing equipment, and (2) the production of engineered biochar from standard biomass with an innovative process. The end goal is to produce carbon-neutral and carbon-negative concrete that will meet the mechanical, chemical, physical, and durability property requirements of concrete in the field.",Yong Wang,CEMEX USA; Qualterra; City of Pullman; Kiewit Corp.; National Center for Transportation Infratrstructure  Durability and Life-Extension (TriDurLE),Topic 4: Decarbonizing Cement and Concrete,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Beyond Portland: Creating the Next Generation of Low Carbon Hybrid Cements,Active,,38.028302,-84.50314,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Beyond Portland: Creating the Next Generation of Low Carbon Hybrid Cements,University of Kentucky,"$2,686,624 ",KY,10/1/2023,"The University of Kentucky and its partners will develop three hybrid cements that can be produced from readily-available materials at lower temperatures and with fewer carbon emissions than conventional Ordinary Portland Cement (OPC) production. The cements will be tested in an industrial kiln and placed into service with an at-scale concrete project, targeting a reduction in carbon intensity of at least 50% and a minimum 20% reduction in energy intensity compared to conventional cement production.",Robert Jewell,"Oak Ridge National Laboratory; Titan Cement, America; Buzzi Unicem USA; Designs by Natural Processes; Ozinga; Nathans Ball consultancy; UK CAER Communications",Topic 4: Decarbonizing Cement and Concrete,9/30/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Thermally Driven Industrial Semi-Open Absorption Heat Pump Wood Dryer,Active,,29.64897,-82.324941,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Thermally Driven Industrial Semi-Open Absorption Heat Pump Wood Dryer,Micro Nano Technologies,"$1,904,019 ",FL,10/1/2023,"Micro Nano Technologies and multiple partners will develop and field test a potentially zero-carbon, energy efficient drying technique for lumber production. The team will design and manufacture a full-scale absorption heat pump, incorporating innovations that address the cost, size, efficiency, and operational limitations of current absorption technology. The heat pump could reduce both energy consumption and carbon intensity by more than 60% relative to conventional driers and could also enable a 20% reduction in both energy and carbon emissions relative to state-of-the-art electric heat pump technology. When combined with a zero-carbon source of heat such as geothermal or concentrated solar power, absorption heat pumps offer a pathway to eliminate greenhouse gas emissions in industrial drying processes.",Michael Schmid,"University of Florida, Gas Technology Institute, Nyle Systems Inc., and Utilization Technology Development",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Decarbonization of Process Steam through Electrification of Heating,Active,,28.579737,-81.188811,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Decarbonization of Process Steam through Electrification of Heating,"Siemens Energy, Inc.","$4,793,256 ",FL,10/1/2023,"Industrial steam, which provides about 30% of energy in all process heating, is currently produced primarily by fossil-fueled boilers, leading to carbon emissions from the combustion of fossil fuel. Siemens Energy, Inc. (SEI) will lead a team to develop, test, and demonstrate an inductive electric heater that will be used to generate process steam at a pulp and paper mill. This project builds upon existing inductive heating technology for single phase liquid and gaseous industrial process fluids and will adapt this technology to produce process steam for industrial heating applications. The team will demonstrate the technology at a pulp and paper mill to generate process steam. Electric boilers offer a pathway to eliminate energy-related greenhouse gas emissions from producing industrial steam.",Bob Warren,"Domtar Paper Company, University of Central Florida (UCF), University of North Carolina at Charlotte",Topic 5: Decarbonizing Paper and Forest Products,5/31/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Water Removal Prior to Evaporation in Paper Machines,Active,,33.778271,-84.404537,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Water Removal Prior to Evaporation in Paper Machines,Georgia Institute of Technology,"$2,200,954 ",GA,10/1/2023,"The Georgia Institute of Technology and its team aim to reduce the amount of heat required to dry paper products by developing a redesigned mechanical dewatering process that will improve the removal of water prior to the evaporative drying section of a paper machine. The project team will synergistically: re-engineer press felts by adding a stiff, porous layer that suppresses rewet; use polyelectrolyte chemistry to facilitate drainage of the pulp; and redesign the press nip to meet changed demands due to the other modifications. The technology aims to achieve thermal energy savings of approximately 20% for paper drying.",Sankar Nair,"AstenJohnson, WestRock, Georgia-Pacific, and International Paper",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Deep Eutectic Solvent Pulping Technology to Reduce Carbon Emission in Pulp and Paper Industry,Active,,35.742323,-78.715478,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Deep Eutectic Solvent Pulping Technology to Reduce Carbon Emission in Pulp and Paper Industry,North Carolina State University,"$2,600,000 ",NC,10/1/2023,"North Carolina State University will lead a team to develop and optimize an alternative to the energy- and emissions-intensive kraft process of turning wood into wood pulp. The team will develop a low-temperature deep eutectic solvent (DES) pulping technology to produce dissolving pulp and lignin. If successful, this project could result in a 70% reduction in carbon intensity compared to the incumbent kraft process by eliminating the need for lignin combustion and sodium recovery. The team will develop and optimize the sulfur-free DES pulping, followed by bleaching, to produce high-quality dissolving pulp.",Srinath Ekkad,"National Renewable Energy Laboratory, University of Kentucky, Washington State University, Sappi North America",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Highly-Efficient Multi-Effect Drying Systems Driven by Heat Pumps,Active,,38.989619,-76.945695,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Highly-Efficient Multi-Effect Drying Systems Driven by Heat Pumps,University of Maryland ,"$2,743,850 ",MD,10/1/2023,"The University of Maryland will lead efforts to eliminate the use of fossil fuels or biomass waste for energy by developing a multi-effect drying system that creates a closed circuit in which the same energy can be used several times to heat the air for the drying process. This technology could allow the waste to be used as a feedstock for chemical production or a fuel source for other facilities, lowering the amount of primary energy needed and thus raising energy efficiency. The technology is driven by an electric heat pump using low global-warming potential (GWP) refrigerant expected to reduce energy consumption and CO2 emissions by over 70% compared to fuel-burning kilns used in the wood products industry. When using a zero-carbon source of electricity, industrial heat pumps offer a pathway to eliminate fossil fuel combustion for heat across many industrial applications. ",Michael Ohadi,"University of the District Columbia, Nyle Dry Kilns",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Enzyme/Deep Eutectic Solvent Enhanced Kraft Pulping to Reduce Its Carbon Intensity,Active,,42.263841,-85.617047,Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Enzyme/Deep Eutectic Solvent Enhanced Kraft Pulping to Reduce Its Carbon Intensity,Western Michigan University,"$2,000,000 ",MI,10/1/2023,"Western Michigan University will lead a team to develop technologies that can reduce the chemical consumption and thermal energy required in conventional methods of converting wood into wood pulp—the kraft process. This technology utilizes enzymes and a deep eutectic solvent (DES) to enhance the kraft pulping process, building on a novel process design in which enzyme and DES are used together for wood delignification, applying the process on fresh woodchips, and in achieving significant delignification rate at low temperature. Creating a low-temperature process for delignification can lead to a significant reduction in fossil fuels and biomass combustion, a significant source of carbon emissions. If successful, this technology has the potential achieve a 50% reduction in carbon intensity, up to 25% reduction in energy consumption, and an increase in wood yield.",Kecheng Li,"Auburn University, North Carolina State University, University of Wisconsin-Madison, Howard University, NREL, NETL, Dow Chemical",Topic 5: Decarbonizing Paper and Forest Products,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Ultra-High Temperature Cascade Industrial Heat Pump for Waste Heat Recovery,Active,,35.966483,-84.290549,Industrial Efficiency and Decarbonization FOA,,Ultra-High Temperature Cascade Industrial Heat Pump for Waste Heat Recovery,Oak Ridge National Lab,"$5,000,000 ",TN,10/1/2023,"Oak Ridge National Laboratory (ORNL) will lead a team to develop an   industrial heat pump system capable of 200C sink temperatures. The project addresses multiple systems-level design considerations for raising sink temperatures of industrial heat pumps while maintaining acceptable efficiencies, including waste heat recovery technology. Developing heat pumps with high sink temperatures allows for the electrification of high-heat industrial processes. The team will demonstrate a cascading heat pump system with low global warming potential refrigerants operating in transcritical cycles, increased efficiency using expansion work recovery devices, advanced artificial intelligence process control of the integrated system, and more. By the end of the project, the team will test a 20-kW prototype aiming for 62.3% Carnot coefficient of performance.",Adam Stevens ,"Emerson Climate, Trane Technologies, Chemours, Energy Recover, Inc., Southern Company, UIUC",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
"Natural Refrigerant, Energy Efficient, Industrial High Temperature Heat Pump",Active,,40.537201,-79.879443,Industrial Efficiency and Decarbonization FOA,,"Natural Refrigerant, Energy Efficient, Industrial High Temperature Heat Pump",Thar Energy,"$2,395,996 ",PA,10/1/2023,"Thar Energy LLC and its partners aim to replace gas-fired industrial boilers with a supercritical CO2 –based, high-temperature heat pump system designed to integrate into existing manufacturing infrastructure. The project plans to develop critical components of the high-temperature heat pump, including a high-temperature ionic liquid piston compressor, two energy recovery devices to recover thermal and compression energy, and compact heat exchanger design for superior thermal/hydraulic performance. This approach addresses critical technological barriers to achieving high efficiencies made possible by supercritical CO2 working fluids.   The project aims to achieve greater than 45% Carnot COP and more than 40% energy intensity reduction, using refrigerants with low global potential.",Lalit Chordia,"University of Maryland, Nooter/Eriksen Inc, Electric Power Research Institute, Roco Global",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
CoolScrew: Holistic Optimization of a High Temperature Heat Pump System with Internally Cooled Screw Compressors ,Active,,40.424403,-86.91548,Industrial Efficiency and Decarbonization FOA,,CoolScrew: Holistic Optimization of a High Temperature Heat Pump System with Internally Cooled Screw Compressors ,Purdue University,"$2,934,300 ",IN,10/1/2023,"Purdue University will lead a team to increase the temperature at which industrial heat pumps can provide heat by developing an internally cooled screw compressor. Industrial heat pumps can provide a highly energy-efficient alternative to fossil fuel combustion which provide zero-carbon heat when using clean sources of energy. The team plans to additively manufacture a screw compressor, study stable refrigerants and lubricants with low global warming potential (GWP), and optimize heat exchanger/thermal storage/heat pump systems for integration into industrial processes. The heat pump design will factor in systems-level designs for the heat pump system, with an inter-disciplinary team addressing lubricant, energy storage, and heat exchanger design for the compressor technology. ",Davide Ziviani,"Penn State University, ORNL, NIST, Trane Technologies, Shrieve Chemical Company, Convergent Science, GTI Energy, Chemours",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Scalable Membrane Electrode Assembly Stack Production for Reliable Thermal Electrochemical Converters (SMART),Active,,42.79983,-73.864972,Industrial Efficiency and Decarbonization FOA,,Scalable Membrane Electrode Assembly Stack Production for Reliable Thermal Electrochemical Converters (SMART),GE Research,"$2,999,030 ",NY,10/1/2023,"GE Research and its partners aims to increase the energy efficiency of process heating by achieving highly efficient waste heat recovery. The team will research and develop a thermo-electrochemical engine by focusing on optimizing the advanced bi-polar membrane. By focusing on optimizing the advanced bi-polar membrane, the team hopes to drastically increase the energy efficiency of recovering abundant low-temperature waste heat over current technologies. By the end of the project, performers will fabricate and validate an optimized membrane electrode assembly with >25% efficiency.",Jinbo Cao,"JTEC Energy, Pennsylvania State University ",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Waste Heat to Osmotic Power (WHOP) Technology for Industrial Efficiency and Decarbonization,Active,,41.469885,-73.393667,Industrial Efficiency and Decarbonization FOA,,Waste Heat to Osmotic Power (WHOP) Technology for Industrial Efficiency and Decarbonization,T2M Global,"$1,596,951 ",CT,10/1/2023,"T2M Global, LLC and its partners aim to recover low-temperature (<225C) waste heat by integrating a high-efficiency hydro-turbine with polymeric heat exchangers. The proposal builds upon previous component development to scale up a novel technology that relies on fundamental behavior of aqueous solutions of different concentrations separated by a porous membrane. The technology can operate within a wide range of temperatures with little performance penalty and be scaled easily due to its modular design. By the end of the project, the team expects to deliver a 25-kW device achieving up to 20% efficiency.",Pinakin Patel,"Trevi Systems, UC Berkeley",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Efficient Saturation High-Temperature Heat Pump for Waste Heat Recovery,Active,,38.989619,-76.945695,Industrial Efficiency and Decarbonization FOA,,Efficient Saturation High-Temperature Heat Pump for Waste Heat Recovery,"University of Maryland, College Park","$2,565,385 ",MD,10/1/2023,"The University of Maryland and its partners will advance the state of the art of high temperature heat pumps to enable continuous, zero-carbon heat for processes above 200C. To improve current heat pump technology, the team will adopt a novel injection system with isopropanol refrigerant, coupled with a highly efficient heat exchanger system to deliver the heat. The proposed approach of near-saturation cycle processes, with the help of multi-stage compression, aims to achieve 71% of Carnot efficiency at 200C with a temperature lift of 100K.",Reinhard Radermacher,"ORNL, Emerson Climate Technologies Inc",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
"Advanced, Modular, High Temperature Heat Pump System for Industrial Applications",Active,,28.579737,-81.188811,Industrial Efficiency and Decarbonization FOA,,"Advanced, Modular, High Temperature Heat Pump System for Industrial Applications","Siemens Energy, Inc.","$2,999,852 ",FL,10/1/2023,"Siemens Energy, Inc. will partner with Dow Chemical to decarbonize process heat by advancing the design of modular heat pump systems with a two-stage hermetic solution for centrifugal compressors. The modular hermetic compressor for industrial heat pumps has the potential to advance the state of the art for industrial heat pumps by preventing refrigerant leakage and offering a smaller footprint than conventional compressors. Modular heat pumps can help decarbonize process steam by replacing fossil fuel combustion. The final assembly aims to achieve 2.56 COP with a 20-year design life.",Bob Warren,Dow Chemical,Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Biodegradable PFAS-Free Paper and Molded Fiber Tableware for Food Packaging,Active,,33.437924,-88.825142,SBIR / STTR Phase I 2023,Energy- and Emissions-Intensive Industries,Biodegradable PFAS-Free Paper and Molded Fiber Tableware for Food Packaging,Creekside Environmental Products,"$199,858 ",MS,7/10/2023,"This project will develop a novel Metal-Cation-induced Surface Nano-Engineering (MX+-SNE) technology to manufacture polyfluoroalkyl substances (PFAS)-free water- and oil-resistant packaging paper and tableware. If successful, this project could lead to a low-cost, biodegradable alternative to plastics and toxic PFAS-coated paper in the food packaging industry, creating fully recyclable packaging. The proposed project can potentially eliminate the use of PFAS in consumer food packaging, reducing the impact of consumer goods on the environment.  ","Zhang, Xuefeng",,Paper and Forest Products,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
Additive HX for High Temperature Thermal Storage,Active,,42.648044,-71.161751,SBIR / STTR Phase I 2023,Cross-Sector Technologies,Additive HX for High Temperature Thermal Storage,"Physical Sciences, Inc.","$199,985 ",MA,7/10/2023,"This project will develop a heat exchanger technology for high temperature thermal energy storage (HTTS) that leverages additive manufacturing for fabrication of a customized device designed to simplify system integration while improving heat recovery and reuse cost effectiveness. By simplifying system integration, this project hopes to accelerate the adoption of flexible and high temperature technologies that can displace the need for fossil fuel-based process heat. ","Mednick, Alex",,Process Heating,1/6/2024,,https://www.energy.gov/eere/iedo/articles/funding-selections-industrial-efficiency-and-decarbonization-small-business
