Program,Activity,Presenting Organization,Project Title,URL,Text
Residential Buildings Integration,Building America and Residential Research,Lawrence Berkeley National Laboratory,Residential PACE Energy Savings,http://www.energy.gov/eere/buildings/downloads/model-upgrade-programs-single-family-homes,"<p><b>Weighted Average:</b> 3.07<span style='padding-left:1em'></span><b># of Reviewers:</b> 3</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 3.33<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 3.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers described this project’s approach to its research on the deployment and energy impacts of residential Property Assessed Clean Energy (R-PACE) programs as sound, clearly communicated, and possessing both a reasonable scope of work and a clear project plan. The only major criticism of the project approach was offered by one reviewer who strongly questioned why California (CA) was selected as the focus point for the study—rather than a less progressive state whose experience might be more generalizable. Another reviewer, however, noted that the project team had clearly communicated that it was the availability of data in CA that made this project viable.</p>
<p>Reviewers agreed that this project contributed to a variety of BTO’s residential buildings goals, including validating the energy performance of building technologies; researching, validating, and facilitating learning and leadership opportunities; and supporting research needed for zero energy buildings. One reviewer noted that these types of program evaluations are necessary to see how much energy has been saved per dollar spent, while another flagged that the California Energy Commission's (CEC) involvement was indicative of the project’s impact, as other states, public utility commissions, and utilities were observing CA’s experience. Critically, however, one reviewer expressed that while data collection and analysis were useful, it was not clear how widely the project would influence the market.</p>
<p>Based on its schedule, reviewers agreed that the project appeared to be on track and had made good progress to date. One reviewer highlighted, however, that while the project had answered its first research question (i.e. whether R-PACE programs are driving deployment of energy efficiency and solar), it would be important for the project team to differentiate and report on the impacts of energy efficiency versus solar. This reviewer also expressed a desire to see longer term studies addressing the overall costs for R-PACE; the consumer experience; and the quantification of non-energy benefits such as increased home value, increased comfort, resiliency, reduced energy costs, and impacts on low-to-moderate income communities. Looking forward, two reviewers warned of the problematic nature of any effort to collect and clean billing data—flagging that unforeseen issues could delay completion of the project—while another reviewer was concerned that there were no milestones listed for during the project’s final 18 months. One reviewer repeatedly encouraged expanding the project team’s analysis outside CA.</p>
<p>Reviewers described excellent CA-based stakeholder involvement in the project, including the CEC and major investor-owned utilities. One reviewer commented on the lack of stakeholder involvement outside of CA, however, while another recommended additional outreach to contractors—whom the project team had described as the primary drivers of adoption—and to the real estate community and consumer protection groups.</p>"
Residential Buildings Integration,Building America and Residential Research,National Renewable Energy Laboratory,Residential Building Energy Modeling & Data Analytics,http://energy.gov/eere/buildings/downloads/residential-building-analysis-tools-support,"<p><b>Weighted Average:</b> 3.57<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 3.60<span style='padding-left:1em'></span><b>Impact:</b> 3.60<span style='padding-left:1em'></span><b>Progress:</b> 3.40</p><p><b> Collaboration & Coordination:</b> 3.60<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.60</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers generally agreed that this project’s approach to developing a common, open-source residential energy modeling platform was good. Reviewers agreed that the project, if successful, would have a large impact on BTO’s goal to “research, validate, and facilitate...opportunities that result in new strategies and practices in residential energy efficiency."" Multiple reviewers mentioned the importance of building energy modeling (BEM) to expanding understanding of how different approaches will contribute to high performance housing, as well as to speeding up the research-to-market pipeline. One reviewer further described that ""standardizing simulation engines” to get consistent results—as this project aims to do—has been an issue affecting most efficiency programs that utilize performance modeling. The project was therefore summed up by one reviewer as an “enabling technology needed by new technology developments.”</p> 
<p>Reviewers identified a number of potential hurdles to the project’s success, including the need to gain acceptance of the project’s model by private sector software vendors, as well as to encourage adoption of a common modeling engine by efficiency programs. Reviewers also highlighted the significant effort that is required to maintain modeling tools over time with upgrades and updates. Reviewers identified this need to provide ongoing maintenance as a weakness of the project, and recommended developing a plan for how this continuous support will be provided or to pass it off to the private sector. Reviewers also recommended considering other software (e.g. TRYNSYS) that might be able to provide better modeling predictions than EnergyPlus, as well as continuing to emphasize not just technical enhancements to modeling capabilities, but also the broadening of applicability of tools and analysis in the market.</p>
<p>A majority of reviewers agreed that the project was making good progress in meeting its goals along several different “thrusts,” including ResStock and Home Energy Score/RESNET conversions. Furthermore, all reviewers agreed that the project team would successfully complete the remaining project work, as it was well-defined and closely aligned with both industry needs and BTO’s emerging Grid-interactive Efficient Buildings (GEB) initiative. One reviewer attributed much of the project’s progress to its positive engagements with stakeholders, which the majority of reviewers agreed had been well done. One reviewer, however, was not clear on how much coordination was happening between the project team and other National Labs contributing to the Building America program, or with BTO’s BEM sub-program. Another reviewer questioned why RESNET was not an active partner while HERS software developers were, and noted that the state of California was a good candidate for collaboration. Other recommendations were to further broaden the project’s partnerships to include municipalities, utilities, and affordable housing developers, as well as to target outreach to groups that question the value of energy efficiency and the accuracy of modeling tools. </p>"
Residential Buildings Integration,Building America and Residential Research,Pacific Northwest National Laboratory,Home Energy Score Gateway,http://www.energy.gov/eere/buildings/downloads/home-energy-score,"<p><b>Weighted Average:</b> 3.39<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 3.60<span style='padding-left:1em'></span><b>Progress:</b> 3.60</p><p><b> Collaboration & Coordination:</b> 3.60<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.40</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers found the approaches taken by these two complementary Home Energy Score (the Score) projects to be sound. One reviewer described the first project—which was focused on setting up the web-based infrastructure to support home energy scoring—to be a “required” activity if the home energy score was to become an established tool for the home performance industry. This reviewer also commented that the second project—which was attempting to harmonize different scoring approaches by using EnergyPlus as a common simulation engine—could help decrease confusion and provide a more robust approach to developing an energy score. Two other reviewers agreed with these assessments, with one commenting that web-based infrastructure for the Score should improve the accessibility and usability of Home Energy Score platforms, and another affirmed the need for common energy score metrics. One reviewer applauded the project team for considering not just technical approaches to energy scoring, but also issues related to market uptake around financing, consumer motivation, and policy adoption. However, another reviewer warned that if these efforts were successful, they would result in yet another platform for which DOE must provide continuous support, limiting its flexibility to address new areas. One reviewer expressed a desire to see how this work fit with commercial energy scoring applications.</p>
<p>Reviewers agreed that these projects squarely addressed BTO’s residential buildings goals by validating the energy performance of targeted building technologies and improvements in real-world homes. They also agreed that these projects directly improved the usefulness of information collected by Home Energy Score raters, enabling them to develop implementable and useful real-world measures. Commenting further, reviewers flagged that these projects could (1) result in energy performance metrics that would be used by the real estate and home performance industries, (2) open doors to valuing the impacts of related efficiency programs, and (3) help measure progress towards reducing home energy consumption. One reviewer noted that scoring tools are inherently an enabling technology, but others highlighted that these projects’ tools could have a huge impact on the existing homes market, which represents the vast majority of opportunity for improving energy efficiency in the marketplace.</p>
<p>According to most reviewers, both of these projects appeared to be on track and were making progress towards project goals. One reviewer described that the initial Home Energy Score gateway was operational at the time of the presentation, and that on the modeling side the project team had both completed a good amount of work related to HPXML, and had produced good comparisons of existing tools with EnergyPlus predictions.</p>
<p>Reviewers agreed that the projects featured excellent collaboration and coordination across the country, including with interested jurisdictions, utilities, and national labs. Reviewers remarked that both projects appeared to be coordinating with key players in the home performance industry, which would help ensure that project results would address the needs of end users. The project was also lauded by one reviewer for its work with key EnergyPlus developers as well as a range of Building America teams. Another reviewer, however, flagged the lack of collaboration with RESNET as a key omission.</p>
<p>According to most reviewers, remaining project work was well organized, logical, and tailored to meet the projects’ targets and goals. One reviewer described the remaining project work as “ambitious,” however, referring specifically to the transitioning of residential data to downstream consumer. Another reviewer remarked that a lot of the task seemed to be left to the projects’ final year. Moving forward, reviewers offered a number of recommendations for the project, including that the project team should facilitate access to data generated by the project to help publicize its findings and impacts; make sure that all aspects of the technology are scalable; research ways to lower the cost of producing Scores; and find ways to mitigate the risk of human error during data entry and simplify quality assurance steps.</p>"
Cross-Cutting,Plenary and Panel Session,National Renewable Energy Laboratory,BTO Evaluation: Recent Results and a Discussion of Future Analysis,https://www.energy.gov/eere/buildings/downloads/bto-evaluation-recent-results-and-discussion-future-analysis-bto-peer,"Session discussing the findings of, and motivations behind, BTO's commissioning of independent program evaluations."
Commercial Buildings Integration,Field Validation & Data Frameworks (CBI),U.S. Department of Energy,CBI Project Introductions - Field Validation & Data Frameworks,https://www.energy.gov/eere/buildings/downloads/commercial-buildings-integration-project-introductions-bto-peer-review-2018,Introductions to select projects under CBI's Field Validation & Data Frameworks track.
Commercial Buildings Integration,Field Validation & Data Frameworks (CBI),City of Seattle,Building Tune-up Accelerator,http://www.energy.gov/eere/buildings/downloads/building-tune-accelerator,"<p><b>Weighted Average:</b> 2.64<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 2.75<span style='padding-left:1em'></span><b>Impact:</b> 2.25<span style='padding-left:1em'></span><b>Progress:</b> 2.50</p><p><b> Collaboration & Coordination:</b> 3.25<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.25</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Most reviewers agreed with this project’s approach—formulated in response to a City of Seattle mandate around “Building Tune-ups”—of developing a cohort of retro-commissioners, validating their training, and then finding the proper commercial buildings (i.e. 50,000-100,000 sq. ft.) for them to commence assessments. The approach was described as reasonable, and the project was complimented for having a strong set of stakeholders and addressing a critical need for effective retro-commissioning for smaller commercial buildings. One reviewer raised issues with the approach, however, describing it as well defined and appropriate for the project scope, but highlighting that no market assessment or characterization had been completed to identify needs and gaps in Seattle.</p>
<p>Reviewers were not confident about the impact that this project would have on BTO’s commercial buildings goals. One reviewer noted the project’s lack of tool development or building technologies integration—meaning that BTO goals were not directly addressed—but also highlighted the potential benefit for the City of Seattle regarding job training and creation. Multiple reviewers noted the possible monetary impacts of this project, especially for small buildings, and recommended a cost-benefit analysis be conducted to develop viable incentives, as well as possibly partnering with utilities to improve cost/savings tracking. Reviewers also noted a lack of clarity about comparison of the efficacy of virtual assessments to walkthrough assessments, the need to address implementation of energy conservation measures, compliance verification, and the impact of this project on the achievement of BTO’s energy savings targets.</p>
<p>Most reviewers agreed that the project appeared to be making good progress, though multiple reviewers lamented a lack of project evaluation criteria. On the project’s remaining work, however, reviewers had mixed reactions. One reviewer remarked that the project seemed on track to deliver within its project plan, but multiple reviewers suggested that the project team should ensure assessments are conducted before implementation, and another questioned the efficacy of the project’s structure in enabling actionable policy and program recommendations.</p>"
Commercial Buildings Integration,Field Validation & Data Frameworks (CBI),Oak Ridge National Laboratory,"Systems Technology Research and Development Support (Evaporator Fan, Wireless Thermostatic Radiator Valves, Micro Combined Heat and Power)",https://www.energy.gov/eere/buildings/downloads/high-impact-technology-catalyst,"<p><b>Weighted Average:</b> 3.03<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 2.75<span style='padding-left:1em'></span><b>Progress:</b> 3.25</p><p><b> Collaboration & Coordination:</b> 3.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.25</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers highlighted that this project uniquely tackled three, separate technologies or “widgets”—an evaporator fan motor, a micro combined heat and power system, and wireless radiator valves—that warranted separate evaluations. Most reviewers described the project’s approach to measurement and verification as “sound,” but half expressed concern about a variety of unaddressed barriers and uncertainties with regard to technology costs, markets, energy performance, and regulatory questions. One reviewer expressed that they could not adequately evaluate any of the technologies, because there was insufficient time during the Peer Review presentation “to focus on any particular project in-depth.”</p>
<p>Most reviewers commented that the project’s portfolio had made great strides, and that remaining project work was on-track for completion. Reviewers were equally supportive of the project’s collaboration and coordination efforts. Reviewers offered mixed remarks, however, on these technologies’ potential impacts on BTO’s goals. One reviewer conjectured that these technologies’ influence would center less on their ability to improve energy performance and more on other non-energy market factors. Several reviewers commented that, of the three technologies, the evaporator fan motor would have the greatest potential impact, while the other two would have more uncertain effects.</p>"
Commercial Buildings Integration,Field Validation & Data Frameworks (CBI),International Center for Appropriate and Sustainable Technology,Scaling Energy Efficiency Retrofits for Small Commercial Apartment Properties (SCAPs),http://www.energy.gov/eere/buildings/downloads/scaling-energy-efficiency-retrofits-small-commercial-apartment-buildings,"<p><b>Weighted Average:</b> 3.49<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.75<span style='padding-left:1em'></span><b>Impact:</b> 3.50<span style='padding-left:1em'></span><b>Progress:</b> 3.75</p><p><b> Collaboration & Coordination:</b> 3.25<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers agreed that this project’s approach—documenting and improving its ‘one-stop-shop’ model for delivering energy efficiency retrofits for small commercial apartment buildings—was sound, directly addressing the main sources of reduced participation of multi-family properties retrofit programs. One reviewer praised the approach for identifying barriers, technical challenges, and project risks, and for developing strategies to overcome each.</p>
<p>Generally, reviewers were optimistic about the project’s potential to make large contributions towards accelerating energy performance improvements in existing multifamily homes. One reviewer, however, cautioned about the potential scaling challenges associated with the franchise aspect of the project’s service delivery model, adding that it would need strong business management and execution to be successful at a national scale. Reviewers applauded the project’s progress to date, highlighting that it had exceeded its Phase 2 goals during Phase 1. The project’s future work was also generally highly rated by reviewers, and was described as being on track and meeting project goals. One reviewer, however, recommended the project team hire additional staff to manage on-going work. Another reviewer also posed that future work should focus on national presence and sustainable value.</p>
<p>Reviewers noted a number of strengths of the project, including the project team’s engagement with building owners, its integration of service delivery and financing, and its strong group of strategic partners and stakeholders. Another reviewer complemented the project team for pushing utilities to realize the savings of energy efficiency retrofits.</p>
<p>Two reviewers expressed concerns about the post-project franchise scaling, remarking that this effort needs to be well planned, managed, and not reliant on the current project leader. Another reviewer questioned whether the project team was attempting to replicate the model before determining its impacts on communities and building owners. Moving forward, reviewers recommend engaging with other companies and stakeholders to provide additional help, suggesting that this could lead to further outreach. Another reviewer suggested focusing on and understanding regional market needs, as well as rules on development and financing.</p>"
Commercial Buildings Integration,Field Validation & Data Frameworks (CBI),National Renewable Energy Laboratory,"System Technology Research and Development Support (Software Motor Corp., Dynamic Water, Meazon)",https://www.energy.gov/eere/buildings/downloads/high-impact-technology-catalyst,"<p><b>Weighted Average:</b> 3.28<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.50<span style='padding-left:1em'></span><b>Impact:</b> 3.25<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 3.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.50</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers generally agreed that the project had a strong approach in leveraging existing field validation efforts to develop three technologies. One reviewer noted that the Peer Review presentation itself did not fully answer the scope of the project’s approach, and the reviewer relied on the Q&A portion of the Peer Review session for clarification. Several reviewers noted that the technologies had potential to be “high impact technologies” if they could traverse the “technology valley of death” to broad commercialization, and two reviewers applauded the different technologies’ potential to significantly impact markets. Critically, one reviewer commented that the projects would be more impactful if there was a focus on system efficiency and operations and maintenance, while others highlighted the projects’ limited focus on the cost of ownership and baseline characterization.</p>
<p>Based on project milestones, a majority of the reviewers found the project to be on track and the remaining work to align with project goals. One reviewer expressed concern that dissemination of project findings may not be adequately funded, however, and recommended stronger dissemination efforts to get the technologies into the right markets more quickly. While most reviewers found these demonstration projects to be appropriately partnered, and to be collaborating with appropriate stakeholders, one reviewer suggested further engagement with utilities to facilitate transfer from research and development to market adoption.</p>"
Commercial Buildings Integration,Field Validation & Data Frameworks (CBI),Lawrence Berkeley National Laboratory,"Assessment of Automated EM&V Methods (""M&V 2.0"")",http://energy.gov/eere/buildings/downloads/assessment-advanced-measurement-and-verification-methods-mv-20,"<p><b>Weighted Average:</b> 3.57<span style='padding-left:1em'></span><b># of Reviewers:</b> 3</p><p><b>Approach:</b> 3.67<span style='padding-left:1em'></span><b>Impact:</b> 4.00<span style='padding-left:1em'></span><b>Progress:</b> 3.33</p><p><b> Collaboration & Coordination:</b> 3.33<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.33</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers generally found this project’s approach to be sound for addressing tool and data quality challenges associated with evaluation, measurement, and verification (EM&V), although one reviewer noted that the specifics of the approach could have been more clearly presented during the Peer Review. Reviewers felt that this project addressed a critical need for low-cost, high-accuracy M&V—which could advance market models based on distributed energy resources and pay-for-performance—and they unanimously agreed that this project was critical to a broad array of BTO’s goals for commercial buildings. One reviewer cautioned, however, that there were multiple market challenges that would need to be addressed before large-scale market deployment and adoption could be realized.</p>
<p>Reviewers agreed that the project was progressing according to its intended outcome and milestones, and reviewers also found the project’s future work to be on track to reach its goals, particularly given that the project was nearing its end. One reviewer noted, however, that further progress on the project might be hindered by a lack of clear direction from DOE regarding future M&V initiatives. Another reviewer recommended developing a process to ensure feedback from pilots and testing to inform other related multi-year efforts.</p>
<p>Reviewers commented that the team had identified and collaborated with many key stakeholders, including utilities, public utility commissions, and non-profits. Two reviewers remarked, however, that this project needed to be integrated into a larger strategic systems plan in order to fully transition the technology to commercial applications for national deployment; to accomplish this post-project transition, one reviewer recommended further engagement with energy service companies (ESCO) other and end-user communities.</p>"
Commercial Buildings Integration,Field Validation & Data Frameworks (CBI),Energy Solutions,System Technology Research and Development Support (Tech to Utilities),https://www.energy.gov/eere/buildings/downloads/high-impact-technology-catalyst,"<p><b>Weighted Average:</b> 2.56<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 2.50<span style='padding-left:1em'></span><b>Impact:</b> 2.50<span style='padding-left:1em'></span><b>Progress:</b> 2.25</p><p><b> Collaboration & Coordination:</b> 3.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.50</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Generally, reviewers did not find this project’s approach—streamlining measure development so that utilities across the country can use the process to evaluate new technologies for energy efficiency and demand-side management programs—to be effective. Though the project’s concept was deemed strong, and the project’s overall objective was perceived as valuable, reviewers found the project’s approach to be flawed by its inability to capture details about regional markets, utility trends, or customer bases. One reviewer noted that a measure development process can be applicable nationally, but only at a very high level—where there is more commonality between utilities and technologies. Reviewers also described that the project’s lack of funding for technology demonstrations, as well as its lack of stakeholder input, could pose significant barriers.</p>
<p>Given the perceived flaws in project approach, many reviewers did not feel that this project would have significant impact. One reviewer noted that that this project would have significant challenges delivering on its outlined project goals, while another felt that the project’s impact would ultimately depend on the level of detail that could be achieved for a measure development process.</p>
<p>Reviewers did not agree on the project’s progress to date: two reviewers commented that the project appeared to be on track, one reviewer thought the project was behind schedule, and the fourth felt that the project’s deliverables and outcomes had not been articulated with enough clarity for the reviewer to pass judgement. There was also reviewer disagreement about the project’s remaining work. Two reviewers felt the project was on track to complete its remaining work—with one specifically highlighting the potential value of the technology demonstrations—while one felt that the team was not tackling the correct problems, and that remaining project work was not addressing the key challenges impacting utility programs.</p>
<p>Reviewers similarly lacked consensus on the project’s collaborations. Two reviewers noted strong collaboration with various entities and stakeholders, while one reviewer thought the opposite. One remarked that the utilities being engaged were not nationally representative, while another was not clear on how partners’ input or contributions would be incorporated into the project work. As the project moves forward, one reviewer recommended that the project team engage with regulatory bodies to understand market trends to ease adoption.</p>"
Commercial Buildings Integration,Technology Systems & Packages (CBI),U.S. Department of Energy,CBI Project Introductions - Technology Systems & Packages,https://www.energy.gov/eere/buildings/downloads/commercial-buildings-integration-project-introductions-bto-peer-review-2018,Introductions to select projects under CBI's Technology Systems & Packages track.
Commercial Buildings Integration,Technology Systems & Packages (CBI),Lawrence Berkeley National Laboratory,Technology Prioritization and Demonstration Support (Takeaways from Smart Buildings),https://www.energy.gov/eere/buildings/downloads/high-impact-technology-catalyst,"This project was presented, but not reviewed, at the 2018 BTO Peer Review."
Commercial Buildings Integration,Technology Systems & Packages (CBI),Lawrence Berkeley National Laboratory,Technology Prioritization and Demonstration Support (Commissioning Study Update),https://www.energy.gov/eere/buildings/downloads/high-impact-technology-catalyst,"<p><b>Weighted Average:</b> 3.93<span style='padding-left:1em'></span><b># of Reviewers:</b> 2</p><p><b>Approach:</b> 4.00<span style='padding-left:1em'></span><b>Impact:</b> 4.00<span style='padding-left:1em'></span><b>Progress:</b> 3.50</p><p><b> Collaboration & Coordination:</b> 4.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 4.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers overwhelmingly agreed with this project’s approach to the meta-analysis of the costs and benefits of building commissioning in order to update previous studies. Reviewers commented that the project’s efforts to gather current quantitative and qualitative data was likely to have a positive impact on building energy consumption, and will enable better benchmarking for others. At this midway point in the schedule, reviewers remarked that the project appeared to be on track to achieve towards its goals and featured effective and varied collaboration and outreach.</p>
<p>Reviewers praised the project for its ability to gather current data on commissioning projects and the impacts of these projects on facilities. One potential weakness noted by one of the reviewers, however, was the project’s dependence on voluntary responses from commissioning service providers.</p>"
Commercial Buildings Integration,Technology Systems & Packages (CBI),Navigant Consulting,High Impact Technology: Technology for Building Systems Integration and Optimization,https://www.energy.gov/eere/buildings/downloads/high-impact-technology-catalyst,"<p><b>Weighted Average:</b> 3.35<span style='padding-left:1em'></span><b># of Reviewers:</b> 2</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 3.00<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 4.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 4.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers expressed divergent options on this project’s approach and impact. One reviewer positively appraised this projects systems-replacement approach to maximizing energy efficiency, but the other reviewer found the Peer Review presentation to be confusing and commented that the project approach lacked a framework to evaluate technologies according to their costs, benefits, and potential disruption to tenants. This reviewer further remarked that without such a system for evaluating and prioritizing technologies, the results of the project would not be as significant, meaningful, or impactful.</p>
<p>Reviewers agreed that the project, despite its early stage, was on target for successful completion, and also that it was being well managed. Reviewers applauded the project’s collaboration and timely project management, but noted that incorporating data generated by the project into the HIT catalyst program—at least in a way that is accurate and actionable—could be a future roadblock. As the project progresses, reviewers recommended ensuring that the outputs of this project are marketable and useable by different stakeholders across the country.</p>"
Commercial Buildings Integration,Technology Systems & Packages (CBI),Lawrence Berkeley National Laboratory,Getting Beyond Widgets: Integrated Systems for Commercial Buildings,http://energy.gov/eere/buildings/downloads/getting-beyond-widgets-utility-incentive-programs-commercial-building,"<p><b>Weighted Average:</b> 3.65<span style='padding-left:1em'></span><b># of Reviewers:</b> 2</p><p><b>Approach:</b> 3.50<span style='padding-left:1em'></span><b>Impact:</b> 3.50<span style='padding-left:1em'></span><b>Progress:</b> 4.00</p><p><b> Collaboration & Coordination:</b> 3.50<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 4.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers found this project’s approach was well thought out for demonstrating the energy savings of three system-based (versus ‘widget’-based) commercial building retrofit packages that could be implemented as part of utility incentive programs. Reviewers praised this well-managed project for its ability to provide results demonstrating the potential of integrated design, which one reviewer felt was missing in the market.</p>
<p>Reviewers agreed that the project was on target to meet its goals, and also that it had significant opportunity for impact. One reviewer noted that the energy savings potentials highlighted by the project team did not meet BTO’s goals for commercial buildings (i.e. 35% whole building reduction), but emphasized the strong potential for deployment of this project’s retrofit solutions if payback was found to be four years or fewer. The other reviewer similarly lauded this project’s development of “good data and hard facts” on the chosen retrofit technologies.</p>
<p>Although reviewers agreed that the project had strong partnerships with progressive utilities and engineering companies, one reviewer suggested collaborating more closely with building owners and facility managers—to test the acceptance of proposed solutions and respond to any concerns—while also devoting more resources to engaging with less forward-thinking utility providers.</p>"
Commercial Buildings Integration,Technology Systems & Packages (CBI),TRC Solutions,Integrated Solutions for Optimized Performance (ISOP) Packages,https://energy.gov/eere/buildings/downloads/integrated-solutions-optimized-performance-isop-package,"<p><b>Weighted Average:</b> 3.38<span style='padding-left:1em'></span><b># of Reviewers:</b> 2</p><p><b>Approach:</b> 3.50<span style='padding-left:1em'></span><b>Impact:</b> 4.00<span style='padding-left:1em'></span><b>Progress:</b> 2.50</p><p><b> Collaboration & Coordination:</b> 3.50<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers agreed that this project’s approach addressed real obstacles to deep retrofit projects in commercial buildings—particularly the issue of tenant disruption—commenting that the project not only aligned with the objectives of BTO’s commercial buildings program, but also would demonstrate the different levels of energy savings that could be achieved through retrofit packages targeting the integration of different building system combinations. Reviewers did identify some weaknesses in the approach, however, including that the proposed test buildings might not be perceived as sufficiently representative of the wider market, and the risk that the program may not achieve wide-scale adoption by utility providers.</p>
<p>When evaluating the project’s progress, one reviewer was content with the project team’s efforts to date to collect data and develop a white paper. The other reviewer expressed concern, however, noting that four tasks had slipped despite being only a few months into the schedule. This reviewer remarked that the remaining project work would be difficult to finish on time, and recommended that DOE request a formal recovery plan from the project team.</p>
<p>While reviewers generally agreed that the project had good, collaborative partners, one recommendation was to engage further with commercial building owners and management firms.</p>"
Commercial Buildings Integration,Technology Systems & Packages (CBI),Pacific Northwest National Laboratory,Technology Prioritization and Demonstration Support (The State of Connected Lighting),https://www.energy.gov/eere/buildings/downloads/high-impact-technology-catalyst,"<p><b>Weighted Average:</b> 3.93<span style='padding-left:1em'></span><b># of Reviewers:</b> 2</p><p><b>Approach:</b> 4.00<span style='padding-left:1em'></span><b>Impact:</b> 4.00<span style='padding-left:1em'></span><b>Progress:</b> 3.50</p><p><b> Collaboration & Coordination:</b> 4.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 4.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers found this project’s approach to defining the capabilities of existing sensors and connectivity—for the purpose of helping determine if Internet of Things (IoT) lighting is a cost-effective energy saving solution in commercial buildings—to be well thought out, especially its assessment of the current industry, its collection of data from end users and manufacturers, and its efforts to answer all potentially relevant question from IoT adopters. Reviewers agreed that the ability to use lights for more than just illumination, and the development of IoT research roadmaps, will help meet BTO’s commercial buildings goals around whole-building integration. Reviewers also commented that the project appeared to be progressing well, was on schedule to meet all stated goals, and was collaborating with leading stakeholders in all appropriate categories.</p>
<p>Reviewers felt the team was well managed, and featured great stakeholder engagement on this topic, which could have potentially large benefits for the private sector. As the project advances, reviewers recommended that the project team more clearly demonstrate the business case of IoT lighting to vendors, and counselled against defining any limits to what can or should be added to lighting fixtures.</p>"
