Publication Title,Summary,Published By,Publication Year,Technology Area,Publication Type,CMS node
WORKSHOP REPORT:Light-Duty Vehicles Technical Requirements and Gaps for Lightweight and Propulsion Materials,"The Vehicles Technologies Office (VTO) hosted a workshop on Lightweight and Propulsion Materials in March 2011 in Dearborn, Michigan. The materials area of the VTO focuses on developing lightweight materials for structures and propulsion materials for more efficient power train systems. The purpose of this meeting was to gain industry's perspective on the out-year material requirements of light-duty vehicles. In addition, this meeting focused on current technology gaps that contribute to delays in adoption of designs utilizing these lighter weight materials and those that improve propulsion efficiency. The industry experts who participated in this workshop included original equipment manufacturers (OEMs), tier-one suppliers, and materials suppliers to the light-duty vehicles value chain. The output from this workshop will serve as the foundation for the Vehicles Technologies Office Materials Roadmap for light duty vehicles. The driver for obtaining this updated input is to support the Administration's goals for reducing greenhouse gas emissions and U.S. dependence on petroleum. In support of these goals, the mission of the VTO is to develop more energy-efficient and environmentally friendly transportation technologies while meeting or exceeding drivers' performance expectations and environmental
requirements.",Vehicle Technologies Office,2013,Materials,Report,847136
U.S. DRIVE Highlights of Technical Accomplishments 2012,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2013,Office-wide,Report,805271
 DOE Vehicle Technologies Office 2013 Annual Merit Review ,"This report contains the results of the 2013 U.S. Department of Energy (DOE) Fuel Cell Technologies Office (FCTO) and Vehicle Technologies Office (VTO) Annual Merit Review and Peer Evaluation Meeting (AMR) held May 13-17, 2013, in Crystal City, Virginia. The review encompassed all of the work done by the FCTO and the VTO: a total of 287 individual activities were reviewed for VTO, by a total of 187 reviewers. A total of 1,382 individual review responses were received for the VTO technical reviews. The objective of the meeting was to review the accomplishments and plans for VTO over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the Office with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2013,Office-wide,Report,899306
Advanced Combustion Engine Research and Development 2012 Annual Progress Report,Annual report on the work of the the Advanced Combustion Engine R&D subprogram. The Advanced Combustion Engine R&D subprogram supports the Vehicle Technologies Office mission by removing the critical technical barriers to commercialization of advanced internal combustion engines (ICEs) for passenger and commercial vehicles that meet future federal emissions regulations.,Vehicle Technologies Office,2013,Advanced Combustion Systems and Fuels,Report,811334
Advanced Power Electronics and Electric Motors R&D 2012 Annual Progress Report,"The Advanced Power Electronics and Electric Motors (APEEM) program within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies now under development. Research is focused on developing revolutionary new power electronics (PE), electric motor (EM), thermal management, and traction drive system technologies that will leapfrog current on-the-road technologies. The research and development is also aimed at achieving a greater understanding of and improvements in the way the various new components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.",Vehicle Technologies Office,2013,Batteries and Electrification,Report,811339
Energy Storage R&D 2012 Progress Report,"FY 2012 annual report of the energy storage research and development effort within the VT Office. An important step for the electrification of the nation's light duty transportation sector is the development of more cost-effective, long lasting, and abuse-tolerant PEV batteries. In fiscal year 2012, battery R&D work continued to focus on the development of high-energy batteries for PEVs and very high power devices for hybrid vehicles. This document provides a summary and progress update of the VTP battery R&D projects that were supported in 2012.",Vehicle Technologies Office,2013,Batteries and Electrification,Report,899311
 Fuel and Lubricant Technologies R&D 2012 Annual Progress Report,"Annual progress report of the Fuel & Lubricant Technologies subprogram supporting fuels and lubricants research and development (R&D) to provide vehicle users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2013,Advanced Combustion Systems and Fuels,Report,811344
Lightweight Materials R&D 2012 Annual Progress Report,"The FY 2012 Annual Progress Report for Lightweight Materials provides a detailed description of the activities and technical accomplishments which focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2013,Materials,Report,811349
Propulsion Materials R&D 2012 Annual Progress Report,"FY2012 annual progress report focusing on enabling and innovative materials technologies that are critical in improving the efficiency of advanced engines by providing enabling materials support for combustion, hybrid, and power electronics development.",Vehicle Technologies Office,2013,Materials,Report,811354
Roadmap and Technical White Papers for 21st Century Truck Partnership,"Roadmap document for 21st Century Truck Partnership developed to pursue detailed goals for engine systems, heavy-duty hybrids, parasitic losses, idle reduction, and safety,",Vehicle Technologies Office,2013,Advanced Combustion Systems and Fuels,Report,805421
US DRIVE Vehicle Systems and Analysis Technical Team Roadmap,"The mission of the Vehicle Systems Analysis Technical Team (VSATT) is to evaluate the performance and interactions of proposed advanced automotive powertrain components and subsystems, in a vehicle systems context, to inform ongoing research and development activities and maximize the potential for fuel efficiency improvements and emission reduction.",U.S. DRIVE Partnership,2013,Analysis,Report,805406
US DRIVE Grid Interaction Technical Team Roadmap,"The mission of the Grid Interaction Technical Team (GITT) is to support a transition scenario to large scale grid-connected vehicle charging with transformational technology, proof of concept and information dissemination. The GITT facilitates technical coordination and collaboration between vehicle-grid connectivity and communication activities among U.S. DRIVE government and industry partners. This roadmap outlines an approach for achieving this mission.",U.S. DRIVE Partnership,2013,Batteries and Electrification,Report,805381
Vehicle and Systems Simulation and Testing R&D 2012 Annual Progress Report,"Annual progress report that evaluates the technologies and performance characteristics of advanced automotive powertrain components and subsystems in an integrated vehicle systems context. These evaluations address light-, medium-, and heavy-duty vehicle platforms. This work is directed toward evaluating and verifying the targets of the VTO R&D teams and to providing guidance in establishing roadmaps for achievement of these goals.",Vehicle Technologies Office,2013,Energy Efficient Mobility Systems,Report,811359
U.S. DRIVE Highlights of Technical Accomplishments 2011,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2012,Office-wide,Report,805346
DOE Vehicle Technologies Office 2012 Annual Merit Review ,"This report contains the results of the 2012 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held May 14-18, 2012 in Crystal City, Virginia. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 309 individual activities were reviewed for Vehicle Technologies, by a total of 189 reviewers. A total of 1,473 individual review responses were received for the technical reviews. The objective of the meeting was to review the accomplishments and plans for the Vehicle Technologies Office over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2012,Office-wide,Report,899316
Advanced Combustion R&D 2011 Annual Progress Report,Annual Progress Report for the Advanced Combustion Engine Research and Development (R&D) subprogram supporting the mission of the Vehicle Technologies Program by removing the critical technical barriers to commercialization of advanced internal combustion engines (ICEs) for passenger and commercial vehicles that meet future federal emissions regulations.,Vehicle Technologies Office,2012,Advanced Combustion Systems and Fuels,Report,811364
Advanced Power Electronics and Electric Motors R&D 2011 Annual Progress Report,"The Advanced Power Electronics and Electric Motors (APEEM) program within the DOE Vehicle Technologies Program (VTP) provides support and guidance for many cutting-edge automotive technologies now under development. Research is focused on developing revolutionary new power electronics (PE), electric motor (EM), thermal management, and traction drive system technologies that will leapfrog current on-the-road technologies. The research and development (R&D) is also aimed at achieving a greater understanding of and improvements in the way the various new components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.",Vehicle Technologies Office,2012,Batteries and Electrification,Report,811369
Energy Storage Research and Development FY 2011 Progress Report,"The FY 2011 Progress Report for Energy Storage R&D focuses on advancing the development of batteries to enable a large market penetration of hybrid and electric vehicles. Program targets focus on overcoming technical barriers to enable market success including: (1) significantly reducing battery cost, (2) increasing battery performance (power, energy, durability), (3) reducing battery weight & volume, and (4) increasing battery tolerance to abusive conditions such as short circuit, overcharge, and crush.",Vehicle Technologies Office,2012,Batteries and Electrification,Report,899326
Lightweighting Materials FY 2011 Progress Report,"The FY 2011 Progress Report for Lightweighting Materials focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2012,Materials,Report,899356
Propulsion Materials R&D 2011 Annual Progress Report,"Annual Progress Report for Propulsion Materials focusing on enabling and innovative materials technologies that are critical in improving the efficiency of advanced engines by providing enabling materials support for combustion, hybrid, and power electronics development.",Vehicle Technologies Office,2012,Materials,Report,811374
 Vehicle and Systems Simulation and Testing R&D 2011 Annual Progress Report,"The VSST team's mission is to evaluate the technologies and performance characteristics of advanced automotive powertrain components and subsystems in an integrated vehicle systems context. These evaluations address light-, medium-, and heavy-duty vehicle platforms. This work is directed toward evaluating and verifying the targets of the VTP R&D teams and to providing guidance in establishing roadmaps for achievement of these goals.",Vehicle Technologies Office,2012,Energy Efficient Mobility Systems,Report,811379
Vehicle Technologies 2010 Market Report,"In the past five years, vehicle technologies have advanced on a number of fronts: power-train systems have become more energy efficient, materials have become more lightweight, fuels are burned more cleanly, and new hybrid electric systems reduce the need for traditional petroleum-fueled propulsion. This report documents the trends in market drivers, new vehicles, and component suppliers.",Vehicle Technologies Office,2011,Office-wide,Report,831146
A Workshop to Identify Research Needs and Impacts in Predictive Simulation for Internal Combustion Engines (PreSICE),"The Workshop to Identify Research Needs and Impacts in Predictive Simulation for Internal Combustion Engines (PreSICE) focused on two near-term priorities: 1) the simulation, understanding, and control of the inherently random turbulent mixing and chemistry of combustion, 2) modern engines require the control of fuel sprays in an evolving fuel environment that is far more subtle than that needed for earlier engines and that can be obtained only through predictive modeling and simulation. The PreSICE workshop brought together 63 participants from government (16%), industry (25%), academia (35%), and the national laboratories (24%) on March 3, 2011, in Arlington, Virginia to develop a community consensus on the research needs and potential impacts of a focused DOE-led effort to create the next-generation predictive simulation-based design tools for engines.  

this report summarizes the consensus of research needs from breakout groups on the two priority areas and defines the benefits of implementing a PreSICE research and development program. ",Vehicle Technologies Office,2011,Advanced Combustion Systems and Fuels,Report,811479
FreedomCAR and Fuel Partnership 2010 Highlights of Technical Accomplishments,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2011,Office-wide,Report,805336
DOE Vehicle Technologies Office 2011 Annual Merit Review,"This report contains the results of the 2011 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held May 9-13, 2011 in Crystal City, Virginia. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 298 individual activities were reviewed for Vehicle Technologies, by a total of 115 reviewers. A total of 1,236 individual review responses were received for the technical reviews. The objective of the meeting was to review the accomplishments and plans for the Vehicle Technologies Office over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2011,Office-wide,Report,899321
Advanced Combustion R&D 2010 Annual Progress Report,The Advanced Combustion Engine R&D subprogram supports the mission of the Vehicle Technologies Program by removing the critical technical barriers to commercialization of advanced internal combustion engines (ICEs) for passenger and commercial vehicles that meet future Federal emissions regulations. Dramatically improving the efficiency of ICEs and enabling their introduction in conventional as well as hybrid electric vehicles is the most promising and cost-effective approach to increasing vehicle fuel economy over the next 30 years.,Vehicle Technologies Office,2011,Advanced Combustion Systems and Fuels,Report,811384
Advanced Power Electronics and Electric Motors R&D 2010 Annual Progress Report,The Advanced Power Electronics and Electric Machines (APEEM) subprogram within the Vehicle Technologies Program provides support and guidance for many cutting-edge automotive technologies now under development. Research is focused on developing revolutionary new power electronics (PE) and electric motor technologies that will leapfrog current on-the-road technologies. The research and development (R&D) is also aimed at achieving a greater understanding of and improvements in the way the various new components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.,Vehicle Technologies Office,2011,Batteries and Electrification,Report,811389
Energy Storage R&D FY 2010  Annual Progress Report ,"The energy storage research and development effort within the VT Program is responsible for researching and improving advanced batteries and ultracapacitors for a wide range of vehicle applications, including HEVs, PHEVs, EVs, and fuel cell vehicles (FCVs). Over the past few years, the emphasis of these efforts has shifted from high-power batteries for HEV applications to high-energy batteries for PHEV and EV applications.",Vehicle Technologies Office,2011,Batteries and Electrification,Report,811394
 Fuel Technologies 2010  R&D Annual Progress Report,"Annual progress report of the Fuels Technologies subprogram supporting fuels research and development (R&D) to provide vehicle users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2011,Advanced Combustion Systems and Fuels,Report,811399
 Lightweight Materials R&D 2010 Annual Progress Report,"The Lightweight Materials activity (LM) within the Vehicle Technologies Program focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2011,Materials,Report,811404
 Propulsion Materials R&D 2010 Annual Progress Report,"The Propulsion Materials Technology actively supports the energy security and reduction of greenhouse emissions goals of the Vehicle Technologies Program by developing advanced materials that enable development of higher efficiency powertrains for ground transportation. Propulsion Materials works closely with the other disciplines within the VT Program to identify the materials properties essential for the development of cost-effective, highly efficient, and environmentally friendly next-generation heavy and light duty powertrains.",Vehicle Technologies Office,2011,Materials,Report,811409
Vehicle and Systems Simulation and Testing R&D 2010 Annual Progress Report,"The VSST team evaluates the technologies and performance characteristics of advanced automotive powertrain components and subsystems in an integrated vehicle systems context, covering light to heavy platforms. This work is directed toward evaluating and verifying the targets of the VTP R&D teams and to provide guidance in establishing roadmaps for achievement of these goals.",Vehicle Technologies Office,2011,Energy Efficient Mobility Systems,Report,811414
Energy Storage R&D 2009 Annual Progress Report ,"The energy storage research and development effort within the VT Program is responsible for researching and improving advanced batteries and ultracapacitors for a wide range of vehicle applications, including HEVs, PHEVs, EVs, and fuel cell vehicles (FCVs).",Vehicle Technologies Office,2010,Batteries and Electrification,Report,811434
Fuels Technologies R&D2208-2009 Progress Report,"Annual progress report of the Fuels Technologies subprogram supporting fuels research and development (R&D) to provide vehicle users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2010,Advanced Combustion Systems and Fuels,Report,811439
 Lightweighting Materials FY 2009 Progress Report,"The Lightweight Materials activity (LM) within the Vehicle Technologies Program focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2010,Materials,Report,899341
"Materials Technologies: Goals, Strategies, and Top Accomplishments (Brochure), Vehicle Technologies Program (VTP)","This fact sheet highlights the 2010 goals, strategies, and accomplishmnets of the Vehicle Technologies Program's Materials subprogram.",Vehicle Technologies Office,2010,Materials,Fact Sheet,847066
Propulsion Materials R&D 2009 Annual Progress Report,"The Propulsion Materials program focuses on enabling and innovative materials technologies that are critical in improving the efficiency of advanced engines. Projects within the Propulsion Materials Program address materials concerns that directly impact the critical technical barriers in each of these programs—barriers such as fuel efficiency, thermal management, emissions reduction, and reduced manufacturing costs.",Vehicle Technologies Office,2010,Materials,Report,811444
"Vehicle Technologies Program: Goals, Strategies, and Top Accomplishments (Brochure)","This fact sheet highlights the 2009 goals, strategies, and accomplishmnets of the Vehicle Technologies Program.",Vehicle Technologies Office,2010,Office-wide,Fact Sheet,847006
FreedomCAR and Fuel Partnership 2009 Highlights of Technical Accomplishments,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2010,Office-wide,Report,805331
DOE Vehicle Technologies Office 2010 Annual Merit Review ,"This report contains the results of the 2010 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held June 7-11, 2010 in Washington, DC. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 271 individual activities were reviewed for Vehicle Technologies, by a total of 110 reviewers. A total of 1,333 individual review responses were received for the technical reviews. The objective of the meeting was to review the accomplishments and plans for the Vehicle Technologies Office over the previous 21 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2010,Office-wide,Report,899331
Advanced Combustion R&D 2009 Annual Progress Report,Fiscal Year 2009 Annual Progress Report for the Advanced Combustion Engine Research and Development (R&D) subprogram. The Advanced Combustion Engine R&D subprogram supports the mission of the VTP program by removing the critical technical barriers to commercialization of advanced internal combustion engines (ICEs) for passenger and commercial vehicles that meet future Federal emissions regulations. Dramatically improving the efficiency of ICEs and enabling their introduction in conventional as well as hybrid electric vehicles is the most promising and cost-effective approach to increasing vehicle fuel economy over the next 30 years.,Vehicle Technologies Office,2010,Advanced Combustion Systems and Fuels,Report,811419
Advanced Power Electronics R&D 2009 Annual Progress Report,The Advanced Power Electronics and Electric Machines (APEEM) subprogram within the Vehicle Technologies Program provides support and guidance for many cutting-edge automotive technologies now under development. Research is focused on understanding and improving the way the various new components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.,Vehicle Technologies Office,2010,Batteries and Electrification,Report,811424
Advanced Vehicle Technology Analysis and Evaluation Activities and Heavy Vehicle Systems Optimization Program 2009 Annual Progress Report,Annual Progress Report for fiscal year 2009 for the Advanced Vehicle Technology Analysis and Evaluation (AVTAE) team activities,Vehicle Technologies Office,2010,Analysis,Report,811429
"Advanced Combustion Engine R&D: Goals, Strategies, and Top Accomplishments","This fact sheet highlights the 2009 goals, strategies, and accomplishmnets of the Vehicle Technologies Program's Advanced Combustion subprogram.",Vehicle Technologies Office,2009,Advanced Combustion Systems and Fuels,Fact Sheet,847016
FreedomCAR and Fuel Partnership 2008 Highlights of Technical Accomplishments,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2009,Office-wide,Report,805341
DOE Vehicle Technologies Office 2009 Annual Merit Review,"This report contains the results of the 2009 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held May 18-22, 2009 in Arlington, Virginia. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 304 individual activities were reviewed for Vehicle Technologies, by a total of 142 reviewers. A total of 1,286 individual review responses were received for the technical reviews. The objective of the meeting was to review the FY 2008 accomplishments and FY 2009 plans for the Vehicle Technologies Office, and provide an opportunity for industry, government, and academic to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2009,Office-wide,Report,899336
Advanced Combustion Engine Technologies 2008 Annual Progress Report,2008 progress report on research on advanced combustion engine technologies.,Vehicle Technologies Office,2009,Advanced Combustion Systems and Fuels,Report,811449
Lightweighting Materials FY 2008 Progress Report,"Lightweighting Materials is pursuing five areas of research: cost reduction, manufacturability, design data and test methodologies, joining, and recycling and repair. Because the single greatest barrier to the use of  lightweighting materials is cost, priority is given to activities aimed at reducing costs through development of new materials, forming technologies, and manufacturing processes. Priority lightweighting materials include advanced high-strength steels (AHSSs); aluminum (Al); magnesium (Mg); titanium (Ti); and glass-, natural-, and carbon-reinforced
thermoset and thermoplastic polymeric-matrix composites. ",Vehicle Technologies Office,2009,Materials,Report,899351
Propulsion Materials R&D 2008 Annual Progress Report,"This program focuses on enabling and innovative materials technologies that are critical in improving the efficiency of advanced engines providing enabling materials support for combustion, hybrid, and power electronics development.",Vehicle Technologies Office,2009,Materials,Report,811474
Advanced Power Electronics and Electric Motors R&D 2012  Annual Progress Report,2008 progress report on research on advanced power electronics and electric machinery.,Vehicle Technologies Office,2009,Batteries and Electrification,Report,811454
Advanced Vehicle Technology Analysis and Evaluation Activities and Heavy Vehicle Systems Optimization Program 2008 Annual Progress Report,Annual Progress Report for fiscal year 2008 for the Advanced Vehicle Technology Analysis and Evaluation (AVTAE) team activities.,Vehicle Technologies Office,2009,Analysis,Report,811459
Energy Storage Research and Development 2008 Annual Progress Report,2008 progress report continuing R&D into advanced batteries for transportation offering the possibility of reducing our dependence on foreign oil.,Vehicle Technologies Office,2009,Batteries and Electrification,Report,811464
 Oak Ridge Transportation Technology Program 2008 Annual Report ,"The Transportation Technology Program at Oak Ridge National Laboratory (ORNL) supports the mission of the Vehicle Technologies Program (VTP) within the U.S. Department of Energy (DOE) Office of Energy Efficiency
and Renewable Energy (EERE). The VTP mission is “to develop more energy-efficient and environmentally friendly highway transportation technologies (for both cars and trucks) that will meet or exceed drivers' performance
expectations and environmental requirements and that will enable America to use significantly less petroleum and reduce greenhouse gas (GHG) emissions.”1 The VTP mission supports national goals relating to energy security and GHG reductions. ",Vehicle Technologies Office,2008,Office-wide,Report,811469
FreedomCAR and Fuel Partnership 2007 Highlights of Technical Accomplishments,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2008,Office-wide,Report,805326
Vehicle Technologies Office 2008 Annual Merit Review,"This report contains the results of the 2008 DOE Vehicle Technologies Office Annual Merit Review held February 25-28, 2008 in Bethesda, Maryland. The review encompassed all of the work done by the Vehicle Technologies Office: a total of 280 individual activities were reviewed, by a total of just over 100 reviewers. A total of 1,908 individual review responses were received for the technical reviews, and an additional 29 individual review responses were received for the plenary session review. The objective of the meeting was to review the FY 2007 accomplishments and FY 2008 plans for the Vehicle Technologies Office, and provide an opportunity for industry, government, and academic to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2008,Office-wide,Report,899346
FreedomCAR and Fuel Partnership 2006 Highlights of Technical Accomplishments,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2007,Office-wide,Report,805321
21st Century Truck Partnership Roadmap Appendix of Supporting Information,"This Appendix contains supporting information to the 21st Century Truck Partnership's Roadmap and Technical White Papers (21CTP-003). Information in this document chiefly supplements the Parasitic Loss section of the paper, as referenced in Sections 3.3 through 3.6. ",21st Century Truck Partnership,2006,Advanced Combustion Systems and Fuels,Report,811329
21st Century Truck Partnership Roadmap and Technical White Papers ,"This document was developed to pursue detailed goals for engine systems, heavy-duty hybrids, parasitic losses, idle reduction, and
safety.",21st Century Truck Partnership,2006,Advanced Combustion Systems and Fuels,Report,811324
