Publication Title,Summary,Published By,Publication Year,Technology Area,Publication Type,CMS node
Vehicle Technologies Office Spring 2016 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the ""QAR,"" surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Spring 2016 presentation of the QAR.",Vehicle Technologies Office,2016,Analysis,Presentation,http://www.energy.gov/node/1645036
Electric Drive Technologies 2015 Annual Progress Report,"The Electric Drive Technologies research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research is focused on developing power electronics (PE), electric motor, and traction drive system (TDS) technologies that will reduce system cost and improve their efficiency in transforming battery energy to useful work. The R&D is also aimed at better understanding and improving how various components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.",Vehicle Technologies Office,2016,Batteries and Electrification,Report,http://www.energy.gov/node/1644556
Fuel and Lubricant Technologies 2014 Annual Progress Report,"Annual progress report for Fuel & Lubricant Technologies. The Fuel & Lubricant Technologies Program supports fuels and lubricants research and development (R&D) to provide vehicle manufacturers and users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2015,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/1643101
Vehicle Technologies Office Winter 2015/2016 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the ""QAR,"" surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Winter 2015/2016 presentation of the QAR. ",Vehicle Technologies Office,2016,Analysis,Presentation,http://www.energy.gov/node/1524981
2015 Annual Merit Review Report,"The 2015 U.S. Department of Energy (DOE) Fuel Cell Technologies Office (FCTO) and Vehicle Technologies Office (VTO) Annual Merit Review and Peer Evaluation Meeting (AMR) held June 8-12, 2015, in Washington, DC. The review encompassed all of the work done by the FCTO and the VTO: 258 activities were reviewed for VTO, by a total of 170 reviewers. A total of 1,095 individual review responses were received for the VTO technical reviews. The objective of the meeting was to review the accomplishments and plans for VTO over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the Office with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2015,Office-wide,Report,http://www.energy.gov/node/1462376
Revolution Now: The Future Arrives for Five Clean Energy Technologies - 2015 Update,"In 2013, the U.S. Department of Energy (DOE) released the Revolution Now report, highlighting four transformational technologies: land-based wind power, silicon photovoltaic (PV) solar modules, light-emitting diodes (LEDs), and electric vehicles (EVs). That study and its 2014 update showed how dramatic reductions in cost are driving a surge in consumer, industrial, and commercial adoption for these clean energy technologies as well as yearly progress. This report is the 2015 update.",Energy Efficiency and Renewable Energy,2015,Technology Integration,Report,http://www.energy.gov/node/1382076
Vehicle Technologies Office Fall 2015 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the ""QAR,"" surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Fall 2015 presentation of the QAR.",Vehicle Technologies Office,2015,Analysis,Presentation,http://www.energy.gov/node/1298776
Vehicle and Systems Simulation and Testing 2014 Annual Progress Report,"The Vehicle and Systems Simulation and Testing research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to advancing light-, medium-, and heavy-duty vehicle systems to help maximize the number of electric miles driven and increase the energy efficiency of transportation vehicles.",Vehicle Technologies Office,2015,Energy Efficient Mobility Systems,Report,http://www.energy.gov/node/1160026
Propulsion Materials 2014 Annual Progress Report,"The Propulsion Materials Program actively supports the energy security and reduction of greenhouse emissions goals of VTO by investigating and identifying the materials properties that are most essential for continued development of cost-effective, highly efficient, and environmentally friendly next-generation heavy and light-duty powertrains. The technical approaches available to enhance propulsion systems focus on improvements in both vehicle efficiency and fuel substitution, both of which must overcome the performance limitations of the materials currently in use. Propulsion Materials Program activities work with national laboratories, industry experts, and VTO powertrain systems (e.g., Advanced Combustion Engines [ACE], Advanced Power Electronics and Electrical Machines [APEEM], and fuels) teams to develop strategies that overcome materials limitations in future powertrain performance. The technical maturity of the portfolio of funded projects ranges from basic science to subsystem prototype validation. Projects within a Propulsion Materials Program activity address materials concerns that directly impact critical technology barriers within each of the above programs, including barriers that impact fuel efficiency, thermal management, emissions reduction, improved reliability, and reduced manufacturing costs. The program engages only the barriers that result from material property limitations and represent fundamental, high-risk materials issues.",Vehicle Technologies Office,2015,Materials,Report,http://www.energy.gov/node/1144046
Vehicle Technologies Office Quarterly Analysis Review June 2015,The Quarterly Analysis Review (QAR) surveys both work supported by the Vehicle Technologies Office Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies. The QAR comprises an hour-long glimpse at the transportation energy ecosystem within which VTO operates.,Vehicle Technologies Office,2015,Analysis,Presentation,http://www.energy.gov/node/1120963
Lightweight Materials R&D 2014 Annual Progress Report,The Lightweight Materials research and development (R&D) area within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to commercializing lightweight materials for passenger and commercial vehicles.,Vehicle Technologies Office,2015,Materials,Report,http://www.energy.gov/node/1105543
2014 US DRIVE Accomplishments Report,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2015,Office-wide,Report,http://www.energy.gov/node/1041721
Energy Storage Research and Development  2014 Annual Report,"The Energy Storage research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for projects focusing on batteries for plug-in electric vehicles. Program targets focus on overcoming technical barriers to enable market success including: (1) significantly reducing battery cost, (2) increasing battery performance (power, energy, durability), (3) reducing battery weight & volume, and (4) increasing battery tolerance to abusive conditions such as short circuit, overcharge, and crush. This report describes the progress made on the research and development projects funded by the Energy Storage subprogram in 2014. ",Vehicle Technologies Office,2015,Batteries and Electrification,Report,http://www.energy.gov/node/1039241
Advanced Combustion Engines 2014 Annual Progress Report,"The Advanced Combustion Engine research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to commercializing higher efficiency, very low emissions advanced internal combustion engines for passenger and commercial vehicles.",Vehicle Technologies Office,2015,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/1028471
Quarterly Analysis Review February 2015,The Quarterly Analysis Review (QAR) surveys both work supported by the Vehicle Technologies Office Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies. The QAR comprises an hour-long glimpse at the transportation energy ecosystem within which VTO operates.,Vehicle Technologies Office,2015,Analysis,Presentation,http://www.energy.gov/node/1026736
Transitioning the Transportation Sector - Exploring the Intersection of H2 Fuel Cell and Natural Gas Vehicles,"This report, titled ""Transitioning the Transportation Sector: Exploring the Intersection of Hydrogen Fuel Cell and Natural Gas Vehicles"" is based on a workshop that was held on September 2014 that discussed common opportunities and challenges in expanding the use of hydrogen and natural gas as transportation fuels.  Sandia National Laboratory published the report and organized the workshop with the American Gas Association and Toyota. The workshop included participants from the auto industry, freight delivery fleets, gas suppliers, gas storage developers, utilities, academia, industry associations, national laboratories, and federal and state governments. Participants identified several areas where companies can better capitalize on synergies between the two fuels.",Sandia National Laboratory,2014,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/1019666
Electric Drive Technologies 2014 Annual Progress Report,"The Electric Drive Technologies research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research is focused on developing power electronics (PE), electric motor, and traction drive system (TDS) technologies that will reduce system cost and improve their efficiency in transforming battery energy to useful work. The R&D is also aimed at better understanding and improving how various components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.",Vehicle Technologies Office,2015,Batteries and Electrification,Report,http://www.energy.gov/node/1019596
DOE Vehicle Technologies Office 2014 Annual Merit Review,"This report contains the results of the 2014 U.S. Department of Energy (DOE) Fuel Cell Technologies Office (FCTO) and Vehicle Technologies Office (VTO) Annual Merit Review and Peer Evaluation Meeting (AMR) held June 16-20, 2014, in Washington, DC. The review encompassed all of the work done by the FCTO and the VTO: a total of 295 individual activities were reviewed for VTO, by a total of 179 reviewers. A total of 1,354 individual review responses were received for the VTO technical reviews. The objective of the meeting was to review the accomplishments and plans for VTO over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the Office with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2014,Office-wide,Report,http://www.energy.gov/node/992891
Fuel and Lubricant Technologies R&D 2013  Annual Progress Report,"Annual progress report for Fuel & Lubricant Technologies. The Fuel & Lubricant Technologies Program supports fuels and lubricants research and development (R&D) to provide vehicle manufacturers and users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2014,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/926136
Propulsion Materials R&D 2013 Annual Progress Report,This report describes the progress made during 2013 on the research and development projects funded by the Propulsion Materials subprogram in the Vehicle Technologies Office.,Vehicle Technologies Office,2014,Materials,Report,http://www.energy.gov/node/923226
Energy Storage Research and Devlopment 2013 Progress Report,"The FY 2013 Progress Report for Energy Storage R&D focuses on advancing the development of batteries to enable a large market penetration of hybrid and electric vehicles. Program targets focus on overcoming technical barriers to enable market success including: (1) significantly reducing battery cost, (2) increasing battery performance (power, energy, durability), (3) reducing battery weight & volume, and (4) increasing battery tolerance to abusive conditions such as short circuit, overcharge, and crush.",Vehicle Technologies Office,2014,Batteries and Electrification,Report,http://www.energy.gov/node/912161
 Vehicle and Systems Simulation and Testing R&D 2013  Annual Progress Report,"FY 2013 annual report focuses on the following areas: vehicle modeling and simulation, component and systems evaluations, laboratory and field evaluations, codes and standards, industry projects, and vehicle systems optimization.",Vehicle Technologies Office,2014,Energy Efficient Mobility Systems,Report,http://www.energy.gov/node/906966
Advanced Power Electronics and Electric Motors R&D 2013 Annual Progress Report,"This report describes the research into advanced liquid cooling, integrated power module cooling, high temperature air cooled power electronics, two-phase cooling for power electronics, and electric motor thermal management by NREL's Power Electronics group in FY13.",Vehicle Technologies Office,2014,Batteries and Electrification,Report,http://www.energy.gov/node/904591
Lightweight Materials R&D 2013 Annual Progress Report,"As part of the U.S. Department of Energy's (DOE's) Vehicle Technologies Program (VTO), the Lightweight Materials (LM) activity focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2014,Materials,Report,http://www.energy.gov/node/904581
Advanced Combustion R&D 2013 Annual Progress Report,"Annual progress report on the work of the the Advanced Combustion Engine Program. The Advanced Combustion Engine Program supports the Vehicle Technologies Office mission by addressing critical technical barriers to commercializing higher efficiency, very low emissions, advanced combustion engines for passenger and commercial vehicles that meet future federal emissions regulations.",Vehicle Technologies Office,2014,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/902116
U.S. DRIVE 2013 Technical Accomplishments Report,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2014,Office-wide,Report,http://www.energy.gov/node/902076
Lightweighting Materials FY 2011 Progress Report,"The FY 2011 Progress Report for Lightweighting Materials focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2012,Materials,Report,http://www.energy.gov/node/899356
Lightweighting Materials FY 2008 Progress Report,"Lightweighting Materials is pursuing five areas of research: cost reduction, manufacturability, design data and test methodologies, joining, and recycling and repair. Because the single greatest barrier to the use of  lightweighting materials is cost, priority is given to activities aimed at reducing costs through development of new materials, forming technologies, and manufacturing processes. Priority lightweighting materials include advanced high-strength steels (AHSSs); aluminum (Al); magnesium (Mg); titanium (Ti); and glass-, natural-, and carbon-reinforced
thermoset and thermoplastic polymeric-matrix composites. ",Vehicle Technologies Office,2009,Materials,Report,http://www.energy.gov/node/899351
Vehicle Technologies Office 2008 Annual Merit Review,"This report contains the results of the 2008 DOE Vehicle Technologies Office Annual Merit Review held February 25-28, 2008 in Bethesda, Maryland. The review encompassed all of the work done by the Vehicle Technologies Office: a total of 280 individual activities were reviewed, by a total of just over 100 reviewers. A total of 1,908 individual review responses were received for the technical reviews, and an additional 29 individual review responses were received for the plenary session review. The objective of the meeting was to review the FY 2007 accomplishments and FY 2008 plans for the Vehicle Technologies Office, and provide an opportunity for industry, government, and academic to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2008,Office-wide,Report,http://www.energy.gov/node/899346
 Lightweighting Materials FY 2009 Progress Report,"The Lightweight Materials activity (LM) within the Vehicle Technologies Program focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2010,Materials,Report,http://www.energy.gov/node/899341
DOE Vehicle Technologies Office 2009 Annual Merit Review,"This report contains the results of the 2009 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held May 18-22, 2009 in Arlington, Virginia. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 304 individual activities were reviewed for Vehicle Technologies, by a total of 142 reviewers. A total of 1,286 individual review responses were received for the technical reviews. The objective of the meeting was to review the FY 2008 accomplishments and FY 2009 plans for the Vehicle Technologies Office, and provide an opportunity for industry, government, and academic to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2009,Office-wide,Report,http://www.energy.gov/node/899336
DOE Vehicle Technologies Office 2010 Annual Merit Review ,"This report contains the results of the 2010 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held June 7-11, 2010 in Washington, DC. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 271 individual activities were reviewed for Vehicle Technologies, by a total of 110 reviewers. A total of 1,333 individual review responses were received for the technical reviews. The objective of the meeting was to review the accomplishments and plans for the Vehicle Technologies Office over the previous 21 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2010,Office-wide,Report,http://www.energy.gov/node/899331
Energy Storage Research and Development FY 2011 Progress Report,"The FY 2011 Progress Report for Energy Storage R&D focuses on advancing the development of batteries to enable a large market penetration of hybrid and electric vehicles. Program targets focus on overcoming technical barriers to enable market success including: (1) significantly reducing battery cost, (2) increasing battery performance (power, energy, durability), (3) reducing battery weight & volume, and (4) increasing battery tolerance to abusive conditions such as short circuit, overcharge, and crush.",Vehicle Technologies Office,2012,Batteries and Electrification,Report,http://www.energy.gov/node/899326
DOE Vehicle Technologies Office 2011 Annual Merit Review,"This report contains the results of the 2011 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held May 9-13, 2011 in Crystal City, Virginia. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 298 individual activities were reviewed for Vehicle Technologies, by a total of 115 reviewers. A total of 1,236 individual review responses were received for the technical reviews. The objective of the meeting was to review the accomplishments and plans for the Vehicle Technologies Office over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2011,Office-wide,Report,http://www.energy.gov/node/899321
DOE Vehicle Technologies Office 2012 Annual Merit Review ,"This report contains the results of the 2012 DOE Hydrogen Program and Vehicle Technologies Office Annual Merit Review and Peer Evaluation Meeting held May 14-18, 2012 in Crystal City, Virginia. The review encompassed all of the work done by the Hydrogen Program and the Vehicle Technologies Office: a total of 309 individual activities were reviewed for Vehicle Technologies, by a total of 189 reviewers. A total of 1,473 individual review responses were received for the technical reviews. The objective of the meeting was to review the accomplishments and plans for the Vehicle Technologies Office over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the program with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2012,Office-wide,Report,http://www.energy.gov/node/899316
Energy Storage R&D 2012 Progress Report,"FY 2012 annual report of the energy storage research and development effort within the VT Office. An important step for the electrification of the nation's light duty transportation sector is the development of more cost-effective, long lasting, and abuse-tolerant PEV batteries. In fiscal year 2012, battery R&D work continued to focus on the development of high-energy batteries for PEVs and very high power devices for hybrid vehicles. This document provides a summary and progress update of the VTP battery R&D projects that were supported in 2012.",Vehicle Technologies Office,2013,Batteries and Electrification,Report,http://www.energy.gov/node/899311
 DOE Vehicle Technologies Office 2013 Annual Merit Review ,"This report contains the results of the 2013 U.S. Department of Energy (DOE) Fuel Cell Technologies Office (FCTO) and Vehicle Technologies Office (VTO) Annual Merit Review and Peer Evaluation Meeting (AMR) held May 13-17, 2013, in Crystal City, Virginia. The review encompassed all of the work done by the FCTO and the VTO: a total of 287 individual activities were reviewed for VTO, by a total of 187 reviewers. A total of 1,382 individual review responses were received for the VTO technical reviews. The objective of the meeting was to review the accomplishments and plans for VTO over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the Office with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2013,Office-wide,Report,http://www.energy.gov/node/899306
WORKSHOP REPORT:Light-Duty Vehicles Technical Requirements and Gaps for Lightweight and Propulsion Materials,"The Vehicles Technologies Office (VTO) hosted a workshop on Lightweight and Propulsion Materials in March 2011 in Dearborn, Michigan. The materials area of the VTO focuses on developing lightweight materials for structures and propulsion materials for more efficient power train systems. The purpose of this meeting was to gain industry's perspective on the out-year material requirements of light-duty vehicles. In addition, this meeting focused on current technology gaps that contribute to delays in adoption of designs utilizing these lighter weight materials and those that improve propulsion efficiency. The industry experts who participated in this workshop included original equipment manufacturers (OEMs), tier-one suppliers, and materials suppliers to the light-duty vehicles value chain. The output from this workshop will serve as the foundation for the Vehicles Technologies Office Materials Roadmap for light duty vehicles. The driver for obtaining this updated input is to support the Administration's goals for reducing greenhouse gas emissions and U.S. dependence on petroleum. In support of these goals, the mission of the VTO is to develop more energy-efficient and environmentally friendly transportation technologies while meeting or exceeding drivers' performance expectations and environmental
requirements.",Vehicle Technologies Office,2013,Materials,Report,http://www.energy.gov/node/847136
WORKSHOP REPORT: Trucks and Heavy-Duty Vehicles Technical Requirements and Gaps for Lightweight and Propulsion Materials,"The Vehicle Technologies Office (VTO) hosted a Lightweight and Propulsion Materials Workshop in March 2011 in Dearborn, Michigan. The Materials area of the Vehicle Technologies Office focuses on developing lightweight materials for structures and propulsion materials for more efficient powertrain systems. This meeting focused on gaining industry's perspective on the out-year material requirements of trucks and heavy duty vehicles (HDVs) as well as current technology gaps that limit adoption of designs
utilizing these lighter weight materials. The industry experts who participated in this workshop included original equipment manufacturers (OEMs) tier-one suppliers and materials suppliers to the light truck and
HDV value chain. The output from this workshop will serve as the foundation for the VTO Materials Roadmap for trucks and HDVs that also supports the objectives of the U.S. Department of Energy's (DOE's) Twenty-First Century Truck (21CT) Partnership. The driver for obtaining this updated input is to support the Administration's goals for reducing greenhouse gas emissions and U.S. dependence on petroleum. In support of these goals, the mission of the VTO is to develop more energy-efficient and environmentally friendly transportation technologies while meeting or exceeding drivers' performance expectations and environmental requirements.",Vehicle Technologies Office,2013,Materials,Report,http://www.energy.gov/node/847121
"Materials Technologies: Goals, Strategies, and Top Accomplishments (Brochure), Vehicle Technologies Program (VTP)","This fact sheet highlights the 2010 goals, strategies, and accomplishmnets of the Vehicle Technologies Program's Materials subprogram.",Vehicle Technologies Office,2010,Materials,Fact Sheet,http://www.energy.gov/node/847066
"Advanced Combustion Engine R&D: Goals, Strategies, and Top Accomplishments","This fact sheet highlights the 2009 goals, strategies, and accomplishmnets of the Vehicle Technologies Program's Advanced Combustion subprogram.",Vehicle Technologies Office,2009,Advanced Engine and Fuel Technoloies,Fact Sheet,http://www.energy.gov/node/847016
"Vehicle Technologies Program: Goals, Strategies, and Top Accomplishments (Brochure)","This fact sheet highlights the 2009 goals, strategies, and accomplishmnets of the Vehicle Technologies Program.",Vehicle Technologies Office,2010,Office-wide,Fact Sheet,http://www.energy.gov/node/847006
Vehicle Technologies 2010 Market Report,"In the past five years, vehicle technologies have advanced on a number of fronts: power-train systems have become more energy efficient, materials have become more lightweight, fuels are burned more cleanly, and new hybrid electric systems reduce the need for traditional petroleum-fueled propulsion. This report documents the trends in market drivers, new vehicles, and component suppliers.",Vehicle Technologies Office,2011,Office-wide,Report,http://www.energy.gov/node/831146
A Workshop to Identify Research Needs and Impacts in Predictive Simulation for Internal Combustion Engines (PreSICE),"The Workshop to Identify Research Needs and Impacts in Predictive Simulation for Internal Combustion Engines (PreSICE) focused on two near-term priorities: 1) the simulation, understanding, and control of the inherently random turbulent mixing and chemistry of combustion, 2) modern engines require the control of fuel sprays in an evolving fuel environment that is far more subtle than that needed for earlier engines and that can be obtained only through predictive modeling and simulation. The PreSICE workshop brought together 63 participants from government (16%), industry (25%), academia (35%), and the national laboratories (24%) on March 3, 2011, in Arlington, Virginia to develop a community consensus on the research needs and potential impacts of a focused DOE-led effort to create the next-generation predictive simulation-based design tools for engines.  

this report summarizes the consensus of research needs from breakout groups on the two priority areas and defines the benefits of implementing a PreSICE research and development program. ",Vehicle Technologies Office,2011,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/811479
Propulsion Materials R&D 2008 Annual Progress Report,"This program focuses on enabling and innovative materials technologies that are critical in improving the efficiency of advanced engines providing enabling materials support for combustion, hybrid, and power electronics development.",Vehicle Technologies Office,2009,Materials,Report,http://www.energy.gov/node/811474
 Oak Ridge Transportation Technology Program 2008 Annual Report ,"The Transportation Technology Program at Oak Ridge National Laboratory (ORNL) supports the mission of the Vehicle Technologies Program (VTP) within the U.S. Department of Energy (DOE) Office of Energy Efficiency
and Renewable Energy (EERE). The VTP mission is ""to develop more energy-efficient and environmentally friendly highway transportation technologies (for both cars and trucks) that will meet or exceed drivers' performance
expectations and environmental requirements and that will enable America to use significantly less petroleum and reduce greenhouse gas (GHG) emissions.""1 The VTP mission supports national goals relating to energy security and GHG reductions. ",Vehicle Technologies Office,2008,Office-wide,Report,http://www.energy.gov/node/811469
Energy Storage Research and Development 2008 Annual Progress Report,2008 progress report continuing R&D into advanced batteries for transportation offering the possibility of reducing our dependence on foreign oil.,Vehicle Technologies Office,2009,Batteries and Electrification,Report,http://www.energy.gov/node/811464
Advanced Vehicle Technology Analysis and Evaluation Activities and Heavy Vehicle Systems Optimization Program 2008 Annual Progress Report,Annual Progress Report for fiscal year 2008 for the Advanced Vehicle Technology Analysis and Evaluation (AVTAE) team activities.,Vehicle Technologies Office,2009,Analysis,Report,http://www.energy.gov/node/811459
Advanced Power Electronics and Electric Motors R&D 2012  Annual Progress Report,2008 progress report on research on advanced power electronics and electric machinery.,Vehicle Technologies Office,2009,Batteries and Electrification,Report,http://www.energy.gov/node/811454
Advanced Combustion Engine Technologies 2008 Annual Progress Report,2008 progress report on research on advanced combustion engine technologies.,Vehicle Technologies Office,2009,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/811449
Propulsion Materials R&D 2009 Annual Progress Report,"The Propulsion Materials program focuses on enabling and innovative materials technologies that are critical in improving the efficiency of advanced engines. Projects within the Propulsion Materials Program address materials concerns that directly impact the critical technical barriers in each of these programs barriers such as fuel efficiency, thermal management, emissions reduction, and reduced manufacturing costs.",Vehicle Technologies Office,2010,Materials,Report,http://www.energy.gov/node/811444
Fuels Technologies R&D2208-2009 Progress Report,"Annual progress report of the Fuels Technologies subprogram supporting fuels research and development (R&D) to provide vehicle users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2010,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/811439
Energy Storage R&D 2009 Annual Progress Report ,"The energy storage research and development effort within the VT Program is responsible for researching and improving advanced batteries and ultracapacitors for a wide range of vehicle applications, including HEVs, PHEVs, EVs, and fuel cell vehicles (FCVs).",Vehicle Technologies Office,2010,Batteries and Electrification,Report,http://www.energy.gov/node/811434
Advanced Vehicle Technology Analysis and Evaluation Activities and Heavy Vehicle Systems Optimization Program 2009 Annual Progress Report,Annual Progress Report for fiscal year 2009 for the Advanced Vehicle Technology Analysis and Evaluation (AVTAE) team activities,Vehicle Technologies Office,2010,Analysis,Report,http://www.energy.gov/node/811429
Advanced Power Electronics R&D 2009 Annual Progress Report,The Advanced Power Electronics and Electric Machines (APEEM) subprogram within the Vehicle Technologies Program provides support and guidance for many cutting-edge automotive technologies now under development. Research is focused on understanding and improving the way the various new components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.,Vehicle Technologies Office,2010,Batteries and Electrification,Report,http://www.energy.gov/node/811424
Advanced Combustion R&D 2009 Annual Progress Report,Fiscal Year 2009 Annual Progress Report for the Advanced Combustion Engine Research and Development (R&D) subprogram. The Advanced Combustion Engine R&D subprogram supports the mission of the VTP program by removing the critical technical barriers to commercialization of advanced internal combustion engines (ICEs) for passenger and commercial vehicles that meet future Federal emissions regulations. Dramatically improving the efficiency of ICEs and enabling their introduction in conventional as well as hybrid electric vehicles is the most promising and cost-effective approach to increasing vehicle fuel economy over the next 30 years.,Vehicle Technologies Office,2010,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/811419
Vehicle and Systems Simulation and Testing R&D 2010 Annual Progress Report,"The VSST team evaluates the technologies and performance characteristics of advanced automotive powertrain components and subsystems in an integrated vehicle systems context, covering light to heavy platforms. This work is directed toward evaluating and verifying the targets of the VTP R&D teams and to provide guidance in establishing roadmaps for achievement of these goals.",Vehicle Technologies Office,2011,Energy Efficient Mobility Systems,Report,http://www.energy.gov/node/811414
 Propulsion Materials R&D 2010 Annual Progress Report,"The Propulsion Materials Technology actively supports the energy security and reduction of greenhouse emissions goals of the Vehicle Technologies Program by developing advanced materials that enable development of higher efficiency powertrains for ground transportation. Propulsion Materials works closely with the other disciplines within the VT Program to identify the materials properties essential for the development of cost-effective, highly efficient, and environmentally friendly next-generation heavy and light duty powertrains.",Vehicle Technologies Office,2011,Materials,Report,http://www.energy.gov/node/811409
 Lightweight Materials R&D 2010 Annual Progress Report,"The Lightweight Materials activity (LM) within the Vehicle Technologies Program focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2011,Materials,Report,http://www.energy.gov/node/811404
 Fuel Technologies 2010  R&D Annual Progress Report,"Annual progress report of the Fuels Technologies subprogram supporting fuels research and development (R&D) to provide vehicle users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2011,Advanced Engine and Fuel Technoloies,Report,http://www.energy.gov/node/811399
Energy Storage R&D FY 2010  Annual Progress Report ,"The energy storage research and development effort within the VT Program is responsible for researching and improving advanced batteries and ultracapacitors for a wide range of vehicle applications, including HEVs, PHEVs, EVs, and fuel cell vehicles (FCVs). Over the past few years, the emphasis of these efforts has shifted from high-power batteries for HEV applications to high-energy batteries for PHEV and EV applications.",Vehicle Technologies Office,2011,Batteries and Electrification,Report,http://www.energy.gov/node/811394
