Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Perovskite on Silicon Tandem Solar Cells,Stanford University,EE0008167,Photovoltaics,node/790881,Funding Opportunity,"Photovoltaic Research and Development 2 

",PVRD2,Active,10/1/2017,3/31/2021,"$1,365,306 ","$192,235 ",Stanford,CA,94305-8700,node/3310623 ,37.413576,-122.168928,Michael McGehee,"This project is studying newly developed perovskite on silicon tandem modules to determine the best interconnection design and material properties for each module component. The perovskite material will be characterized and modified to produce a top cell with an ideal band gap and few structural and electronic defects. Modeling will be used to predict outdoor panel performance under realistic spectral variations, which affects how well the electrical current is balanced between the two types of cells."
Energy Storage Control Algorithms To Reduce The System Cost of Distributed Solar,Stem,EE0006695,Technology to Market,node/928446,Funding Opportunity,Incubator 9,Incubator 9,Inactive,10/1/2014,4/30/2016,"$936,554 ","$951,844 ",Millbrae,CA,94030,node/791016,37.595895,-122.418411,Joe Matamoros,The goal of this project is to develop a software platform for energy storage evaluation and automated storage system control. The project will improve the application of distributed storage in areas with high photovoltaic penetration while lowering grid integration costs and improving grid stability.
Scale-Up And Optimization Of Cigs Tandem Module For Production Readiness,Stion,EE0005977,Technology to Market,node/928446,Funding Opportunity,Incubator 7,Incubator 7,Inactive,10/7/2012,6/30/2014,"$1,999,982 ","$2,000,047 ",San Jose,CA,95119-1202,node/791011,37.231816,-121.782228,Howard Lee,"Stion has developed a disruptive technology based on a tandem CIGS module which uses a revolutionary thin-film design enables broader and more effective harvesting of available light. The tandem module, which utilizes a mechanically stacked top and bottom modules to avoid the design and manufacturing challenges associated with multi-junction monolithic integration, enables 18% efficiency on full size CIGS modules."
Advanced Monolithic Interconnects,Stion,EE0008159,Photovoltaics,node/790881,Funding Opportunity,"Photovoltaic Research and Development 2 

",PVRD2,Inactive,10/1/2017,3/31/2021,"$956,630 ",,San Jose,CA,95119-1939,node/2619924,37.231816,-121.782228,Eric Lee,"This project is investigating a new cell interconnection technology that could improve module efficiency, resulting in a lower levelized cost of solar electricity. This new interconnect is formed in a single step after all other layers are in place, and has the potential to improve efficiency and yield while reducing complexity and cost. The key areas of investigation involve characterizing and understanding the interactions between incident light and the optical properties of the various device layers in order to ensure successful ablation of the target device layers while avoiding modifying the optoelectronic properties of neighboring layers."
Developing a Thin-Film CIGS Module that Improves Light Harvesting ,Stion,,Technology to Market,node/928446,Funding Opportunity,Incubator 4,Incubator 4,Inactive,2011,,"$1,000,000 ",,San Jose,CA,95119,node/791011,37.231816,-121.782228,,"Stion developed a disruptive technology based on a tandem copper indium gallium diselenide (CIGS) module that uses a revolutionary thin-film design to enable broader and more effective harvesting of available light. The tandem module, which utilizes mechanically stacked top and bottom modules to avoid the design and manufacturing challenges associated with multijunction monolithic integration, enables 18% efficiency on full-size CIGS modules."
Sun Number Commercialization,Sun Number,EE0006463,Technology to Market,node/928446,Funding Opportunity,Incubator 8,Incubator 8,Inactive,9/27/2013,7/31/2015,"$1,000,000 ","$1,000,000 ",Deephaven,MN,55331-9372,node/791011,44.929685,-93.522455,David Herrmann,Sun Number will create innovative new scoring calculations and develop new datasets. This additional qualification data will allow copmanies to analyze  the solar potential of an additional 30 million buildings.   
Solar PV Open Marketplace,Sun Number (Formerly known as Urban Glue),EE0005844,Technology to Market,node/928446,Funding Opportunity,Incubator 6,Incubator 6,Inactive,2012,,"$402,050 ",,Deephaven,MN,55331-9372,node/791011,44.929685,-93.522455,Ryan Miller,"Sun Number is analyzing rooftops to determine the best roofs and the best locations on roofs for solar. This data is used to create Sun Number Scores&mdash;a tool to educate consumers about the solar potential of their home. This data is combined with other data about the roof (i.e. age, material) and information about the owner of the building (i.e. behavioral modeling) to qualify properties and lower the cost of customer acquisition."
Development of An Abrasion-Resistant Antisoiling Coating for Front-Surface Reflectors,Sundog Solar Technology,EE0006696,Technology to Market,node/928446,Funding Opportunity,Incubator 9,Incubator 9,Inactive,9/30/2014,4/30/2016,"$455,793 ","$117,834 ",Arvada,CO,80002-1613,node/791016,39.790757,-105.084969,Randal Gee,The goal of this project is to create an abrasion resistant and hydrophobic coating for front surface reflector that can be used on heliostat or trough reflectors for Concentrating Solar Power plants. This will lead to increased reflectance improving overall system efficiency by providing more heat to the working fluids.
Development of A Solar Storage Operations Center (SSOC),SunEdison (Formerly Solar Grid Storage),EE0006694,Technology to Market,node/928446,Funding Opportunity,Incubator 9,Incubator 9,Inactive,9/30/2014,3/31/2016,"$968,120 ","$1,026,253 ",Silver Spring,MD,20910,node/791016,39.00415,-77.039175,Daniel Dobbs,"The goal of this project is to develop a Solar Storage Operations Center (SSOC) to address the unique needs of managing grid-connected photovoltaic (PV) + storage assets. The SSOC will make it possible to bring together multiple storage sites and enhance grid stability with every new PV + storage resource installed, all the while reducing deployment costs. A scalable solution, the SSOC will help mitigate concerns about high-penetration PV deployment by enabling cost-effective control of residential, commercial, and utility-scale PV + storage systems."
Magnetic Communication Network for Smart Photovoltaic Solar Power Modules,Sunfield Semiconductor,EE0007194,Technology to Market,node/928446,Funding Opportunity,"SunShot Technology to Market: Incubator 10, SolarMat 3, SunPath 2",Incubator 10,Inactive,11/1/2015,11/30/2016,"$144,000 ","$36,000 ",Calabasas,CA,91302-3422,node/1382326,34.130795,-118.684811,Steve Robbins,"Module-Level Monitoring (MLM) can reduce operations and management (O&M) costs in solar power systems by detecting and locating maintenance problems early. MLM is also critical for maintaining the highest system performance over time. MLM requires a means of communication between each solar module and a remote computer or user interface device. Two such means are currently used: radio and Power-Line Communication (PLC). The awardees introduce a third means of communication: low frequency magnetic fields. This is wireless, but not radio. Magnetic fields penetrate non-ferrous conductors like PV cells, rather than being reflected. Also, magnetic fields don't propagate like radio waves do, so magnetic communication (mag com) has very short range, in this case typically less than three feet. Mag com costs less than radio or PLC. Furthermore, mag com may be able to detect and locate series arc faults at a significantly lower cost. Present methods of detecting series arc faults only determine which string contains the fault, but the new method can determine the specific solar module where the arc fault is occurring. This lowers O&M costs by avoiding a time-consuming search for the fault, and getting the system back on line sooner."
Sunfolding Mass-Manufactured Trackers For High Performance Photovoltaic Systems,Sunfolding,EE0007594,Technology to Market,node/928446,Funding Opportunity,"Technology to Market 2: Incubator 11, SolarMat 4",Incubator 11,Inactive,9/7/2016,9/30/2018,"$1,999,999 ","$2,000,000 ",San Francisco,CA,94110-2714,node/2040038,37.77493,-122.419416,Leila Madrone,"This project is further developing a modular, single-axis tracker system powered by air pressure in polymer bellows that has the flexibility and installation simplicity of a fixed-tilt system. The key is a distributed, mass-manufactured drive system with shared control. This tracking system opens up new opportunities to significantly reduce component costs, improve efficiencies in construction and site design, and improve long-term reliability for all tracking solar projects. This project will build upon the demonstrated technical successes by applying advanced U.S. manufacturing and automated assembly techniques to achieve significant cost reductions."
Transforming Residential Solar Through Broad Participation by Debt Capital,Sungage Financial,EE0006697,"Technology to Market, Soft Costs","node/928446, node/791371",Funding Opportunity,Incubator 9,Incubator 9,Inactive,9/30/2014,3/31/2016,"$700,000 ","$2,991,422 ",Boston,MA,2110,node/791016,42.35816,-71.05406,Sara Ross,"The goal of this project is to provide homeowners with easy, online access to low-cost financing for solar equipment. Through its pilot activities in MA and CT, Sungage has gained expertise in how to meet the needs of consumers, installers, and capital providers in order to successfully and efficiently deliver financing solutions. Sungage will expand through partnerships with solar installation companies in active solar markets nationwide."
Road To Grid Parity Through Deployment of Low-Cost 21.5% N-Type Si Solar Cells,Suniva,EE0006354,Technology to Market,node/928446,Funding Opportunity,Solar Manufacturing Technology,SolarMat,Inactive,9/30/2013,6/30/2017,"$4,499,678 ","$4,918,986 ",Norcross,GA,30003-0001,node/791061,33.94,-84.21,Vijay Velundur,"Suniva Inc., in partnership with Georgia Institute of Technology, will deploy a low-cost highly efficient silicon PV cell technology that will reach the marketplace within three years and which meets the SunShot 2020 target of &le; $0.50/W module cost. This effort will overcome cost and efficiency barriers through advances in PV science and technology innovation involving new process tools, resulting in pilot production of 21.5% efficient cells."
Towards The Next Generation 23% Efficient N-Type Cells With Low Cost Manufacturing,Suniva,EE0006815,Technology to Market,node/928446,Funding Opportunity,Solar Manufacturing Technology 2,SolarMat 2,Inactive,10/1/2014,6/30/2018,"$2,300,506 ","$2,300,506 ",Norcross,GA,30003-0001,node/973806,33.94,-84.21,Vijay Velundur,"Suniva Inc., in collaboration with Georgia Tech Research Institute, plans to develop and manufacture high power n-type solar cells with efficiencies &ge; 22.5% using high volume compatible, low-cost manufacturing based on a new disruptive technology that aims to address the traditional tradeoffs between higher performance and cost of manufacturing. The proposed technology will enable a significant improvement in the total energy yields from these panels enabling a significant reduction in the levelized cost of electricity (LCOE) consistent with SunShot program objectives."
"Innovative manufacturing technologies for low-cost, high efficiency PERC-based PV modules",Suniva,EE0007581,Technology to Market,node/928446,Funding Opportunity,"Technology to Market 2: Incubator 11, SolarMat 4",SolarMat 4,Inactive,1/1/2017,5/1/2017,"$1,904,227 ","$1,904,228 ",Norcross,GA,30092-3502,node/2040042,33.941213,-84.213531,Vijay Yelundur,"Suniva is developing an advanced passivated emitter rear cell (PERC) structure that utilizes an aluminum grid on the back side instead of a conventional full-area aluminum structure. These bifacial cells will have lower stress and thus can be thinned down to save on silicon material costs. In addition, performance improvements are proposed that would lead to much finer silver gridlines to improve cell and module efficiency. These enhancements in the cell performance can feed directly into Suniva's high-volume manufacturing line."
"Sunlayar, Augmented Reality Edition; From Proof-of-Concept To Alpha",Sunlayar,EE0006698,"Technology to Market, Soft Costs","node/928446, node/791371",Funding Opportunity,Incubator 9,Incubator 9,Inactive,9/30/2014,10/31/2015,"$384,000 ","$96,000 ",Walnut Creek,CA,94598,node/791016,37.896182,-121.981435,Anne Wright,"The goal of this project is to develop a cloud-based software platform that utilizes augmented reality to decrease permitting, design and installation costs through the use of ground breaking visual computing technology. Sunlayar Augmented Reality Edition - as experienced through tablets and wearable tech - further simplifies the human-computer interactions necessary to drive Sunlayar's disruptive solar project lifecycle automation platform.  This application will be able to pare down labor roles, and reduce the skill level and time required in the residential solar process through algorithmic business process automation."
"Reducing BOS Costs, Improving Reliability, and Enabling Safety Shutdown of Solar Installations through Module-Integrated Electronics",Sunpower Corporation,EE0006682,Technology to Market,node/791016,Funding Opportunity,Incubator 9,Incubator 9,Inactive,3/1/2015,8/31/2016,"$585,000 ",,San Jose,CA,95134,node/1382336,37.43085,-121.952999,Eric Mansfield,"SunPower is developing a module-level power electronics device for lowering day one soft costs in utility scale solar. This project focuses on device development, field testing, and preparing the device for high volume manufacturing."
Predictive Models and Novel Accelerated Tests for the Reliability of Cell Metallization and Solder Joint Failures,Sunpower Corporation,EE0007139,Photovoltaics,node/790881,Funding Opportunity,Physics of Reliability: Evaluating Design Insights for Component Technologies in Solar 2,PREDICTS 2,Active,10/1/2015,12/31/2018,"$1,350,000 ","$675,000 ",San Jose,CA,95134,node/1229636,37.43085,-121.952999,Staffan Westerberg,"This project examines two key failure modes of metallization interconnect reliability: metallization corrosion and solder joint failures. The key outcomes will be predictive models for metallization corrosion and solder joint failures to aid in the design of reliable interconnects and predictive and faster accelerated tests useful for qualification, certification, and ongoing reliability."
Design to Build Automation and Optimization,SunPower Corporation,EE0007179,Technology to Market,node/928446,Funding Opportunity,"SunShot Technology to Market: Incubator 10, SolarMat 3, SunPath 2",Incubator 10,Inactive,10/1/2015,4/30/2017,"$681,676 ","$1,240,925 ",Davis,CA,95134-1859,node/1382336,37.43085,-121.952999,Cedric Jeanty,"Though utility-scale solar has grown in past years, innovation in tools available to project developers and managers has lagged behind. We still rely mostly on humans to manage complex data for decisions ranging from project selection to construction management to operational performance. SunPower sees opportunities to change the way that companies collect, filter, and process data by using a combination of software and hardware automation. The impact of automated tools could lower utility-scale PV system LCOE from balance-of-systems cost savings caused by more intelligent decisions during project design, more efficient deployments, and faster construction. These savings will bring the industry closer to achieving the DOE's 2020 cost target of 6 cents per kWh."
Aligned Wire Metallization and Stringing for Back Contact Solar Cells,SunPower Corporation,EE0008175,Photovoltaics,node/790881,Funding Opportunity,"Photovoltaic Research and Development 2 

",PVRD2,Active,10/1/2017,3/31/2021,"$1,199,985 ","$365,928 ",San Jose,CA,95134,node/2619924,37.43085,-121.952999,Richard Sewell,"Solar modules based on interdigitated back contact solar cells provide the highest efficiency and reliability currently available in the market. Despite the fundamental advantages of these modules, they are costly due to the complexity of the cell manufacturing process. This project aims to use newly conceived surface bonding procedures to completely change the approach to cell metallization and interconnection that is used to produce interdigitated back contact modules, which has the potential to reduce the number of relevant process steps by more than 50 percent and significantly reduce the cost of module fabrication."
Advanced Manufacturing Toolset for Low-Cost Copper Metallization of High-Efficiency Heterojunction Solar Cells and Glass-Glass Bifacial Modules ,Sunpreme,EE0007632,Technology to Market,node/928446,Funding Opportunity,"Technology to Market 2: Incubator 11, SolarMat 4",SolarMat 4,Active,10/1/2016,12/31/2018,"$4,999,999 ","$6,970,310 ",Sunnyvale,CA,94085-2913,node/2040066,37.36883,-122.03635,Farhad Moghadam,"This project is developing an advanced manufacturing toolset and process technology for low-cost copper metallization of high-efficiency heterojunction solar cells and glass-glass bifacial modules. While copper electrodes are well-known to be the best option for high-performance solar cells, very few are made with copper due to the complex and costly process needed to pattern it. This project adapts technologies from the ultra-cost-sensitive printed circuit board industry and modifies them for processing solar cells with higher throughput."
End-to-End Workflow Automation for Solar Project Development,Sunrun,EE0006468,Technology to Market,node/928446,Funding Opportunity,Incubator 8,Incubator 8,Inactive,10/1/2013,3/31/2015,"$1,600,000 ","$1,726,660 ",San Francisco,CA,94105,node/791011,37.789018,-122.391506,Gary Wayne,"Sunrun is creating an integrated system that will streamline solar project development through automatic design, costing, simulation, proposal generation, pricing, permitting, and field change management. This end-to-end platform will optimize system performance and greatly reduce project cost and lead-to-cash process time."
An End-To-End System for Permit and Interconnection,Sunrun,EE0007197,Technology to Market,node/928446,Funding Opportunity,"SunShot Technology to Market: Incubator 10, SolarMat 3, SunPath 2",Incubator 10,Inactive,10/1/2015,3/31/2017,"$900,000 ","$900,000 ",San Francisco,CA,94105-2258,node/1382206,37.789018,-122.391506,Gary Wayne,"Sunrun Inc., in collaboration with Clean Power Research (CPR), will develop and commercialize the first end-to-end system for automatic permit set generation, submission, and approval. This platform will enable residential solar project developers to automatically generate permit sets and allow them to submit these packages electronically to AHJs for review and approval."
Sunrun SunShot Prize Team,Sunrun,,Soft Costs,node/791371,Prize Competition,SunShot Prize,SunShot Prize,Active,,,"$100,000 ",,San Francisco,CA,94105,node/1229676,37.789018,-122.391506,Nadim Virani,"Sunrun, the largest dedicated residential solar company in the U.S., is involved in all aspects of solar marketing, sales, design, permitting, financing, installation, interconnection, operation, and monitoring. It manages its direct business and partner network through BrightPath, the industry's first open and end-to-end workflow automation platform. Development of BrightPath was partially supported by a SunShot Initiative Incubator 8 Award. BrightPath will be used to reach the goal of helping customers go solar in seven days by providing workflow automation, automatic design generation, shade analysis, energy simulation, pricing and contract generation, real-time change order management, and automatic permit-set generation."
Orange Button Phase 2 - Establishing Data Standards,SunSpec Alliance,EE0007316 ,Soft Costs,node/791371,Funding Opportunity,Orange Button&#8480; - Solar Bankability Data to Advance Transactions and Access,Orange Button,Active,3/1/2016,12/31/2018,"$1,638,765 ","$1,820,468 ",Santa Clara,CA,95117-1848,node/1576051,37.354108,-121.955236,Thomas Tansey,"This project is establishing an open, easy-to-adopt solar data architecture and standards &mdash;comprised of uniform data taxonomy, information models, data schemas, data exchange protocols, functional specifications for interoperability, compliance test suite and reference software&mdash;that will enable the free flow of data between existing software products that address critical aspects of the solar asset life cycle. This system will leverage the inherent capabilities of existing international data standards, extend them using uniform data taxonomy built with industry consensus, and combine them with common data exchange technologies, thus establishing a basic dictionary for interchange of interoperable datasets created throughout the solar project lifecycle."
Low-Cost Solar Thermal Collector,Suntrough Energy,EE0003591,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,9/1/2010,2/28/2013,"$3,495,469 ","$6,015,158 ",Chatsworth,CA,91311-4411,node/790576,34.264513,-118.531176,Phil Lee,"SunTrough, under the Baseload CSP FOA, is developing a new class of solar concentrators with geometries and manufacturability that can significantly reduce the fully installed cost of the solar collector field. SunTrough Energy is working to develop a single-axis tracking, line-focus solar concentrator and a pilot manufacturing facility under this award. The new Articulating Planar Fresnel Collector (APFC) design is supported by dedicated component manufacturing facilities and supply chain management."
Green Parabolic Trough Collector Inspired by an Architectural Paradigm,Sunvapor,EE0007343,Concentrating Solar Power,node/790241,Funding Opportunity,Concentrating Solar Power: Concentrating Optics for Lower Levelized Energy Costs,CSP COLLECTS,Inactive,5/1/2016,7/31/2018,"$1,740,564 ","$435,188 ",Levermore,CA,94550-3254,node/1875941,37.681875,-121.768009,Philip Gleckman,"This project seeks to drive down the material and assembly costs of the traditional parabolic trough collector by using an outdoor-proven structural material that is 15 percent of the price of congenitally-used steel, and a different structure using trusses on the concave side of the parabola. This structure minimizes the amount of material needed to achieve the stiffness that it requires, and reduces the number of assembly fixtures and process steps in construction. The project aims to develop the concept by designing, building, and testing an outdoor full-scale prototype."
Solar Steam on Demand,Sunvapor,EE0008396,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Desalination,,Active,10/1/2018,9/30/2022,"$199,835 ","$392,681 ",Livermore,CA,94550,node/3539654,37.67757,-121.74653,Philip Gleckman,"The most efficient distillation processes that use heat recovery require a steam source at a temperature around 180 ??Celsius. This project will develop a novel solution for generating steam by using solar-thermal energy as the primary source of heat and developing a thermal energy storage solution for this temperature range based on phase-change materials. This solution will be combined with a previously developed low-cost, high-performance solar collector, creating a system that has the potential to continuously operate its distillation equipment and deliver a levelized cost of heat of 1.5 cent per kilowatt-hour even when the sun is not shining. Called Solar Steam on Demand, this solution meets the same requirements that exist in many other industrial heating applications."
Metrology-Assisted Robotic Mirror Alignment for Parabolic Trough Collectors,Sunvapor ,SC0018762,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Active,7/2/2018,2/1/2019,"$150,000 ",,Livermore,CA,94550,node/790986,37.67757,-121.74653,Philip Gleckman,"Parabolic trough solar collectors are well-suited to generating industrial steam, but their assembly has significant labor costs. This mobile, automated assembly method is derived from advanced aerospace techniques and will lower labor costs, improve safety and quality, and enable the assemblies to be easily transported to new project sites."
Web Platform Application,Sunvestment Group,EE0006699,"Technology to Market, Soft Costs","node/928446, node/791371",Funding Opportunity,Incubator 9,Incubator 9,Inactive,9/30/2014,9/30/2015,"$398,379 ","$168,750 ",Cortland,NY,13045-2116,node/791016,42.58908,-76.201557,Jim Kurtz,"The goal of this project is to develop a web-based service platform and partner program that will allow prospective site hosts, solar developers, and investors to connect and access the documentation templates necessary to structure and complete Community-based Power Purchase Agreements (CPPA). Sunvestment Group's approach provides the potential to significantly expand PPA usage in the underserved mid-market segment (20 kW&#150;1 MW), obtain cost of capital reductions of 20-50% through CPPAs, while keeping investment opportunities and returns within the community and leading to a local economic development multiplier effect."
Apparatus for Optimizing Photovoltaic Solar Manufacturing Efficiency Through Real-Time Process Feedback and Spectral Binning of Cells,Tau Science Corporation,SC0008281,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Inactive,8/14/2016,8/13/2017,"$992,930 ",,Hillsboro,OR,97124,node/790986,45.53064,-122.93383,Greg Horner,"Tau Science Corporation is developing light engine and detection electronics to extract spectral response metrics from a PV cell without the need to make electrical contact to the material stack. The technology revolutionizes PV characterization by bringing the most fundamental measure of a solar cell performance--spectral response-- to application areas that are impractical or unobtainable using existing techniques. Applications include inline monitoring of cells prior to metallization, accessing information from individual cells once they are assembled into PV solar modules without the need for light or electrical biasing, and monitoring of metallized cells without the breakage loss inherent to techniques requiring electrical contact."
Apparatus for Optimizing Photovoltaic Solar Manufacturing Efficiency Through Real-Time Process Feedback and Spectral Binning of Cells,Tau Science Corporation,SC0008281,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Inactive,8/14/2016, 8/13/2017,"$992,930 ",,Hillsboro,OR,97124,node/790986,45.53064,-122.93383,Greg Horner,"Tau Science is investigating advanced metrology concepts for solar cell manufacturing. At present, manufacturers lack immediate feedback on key process steps such as junction formation and film deposition. This gap is particularly evident when an offline sampling plan cannot be easily implemented for continuous roll processing. In response, non-contact, electro-optic techniques are being developed to extract semiconductor bandgap and full spectrum photoresponse. These techniques, if successful, may be implemented inline for improved process feedback and control."
Mobile In-situ Imaging of Photovoltaic Modules,Tau Science Corporation,SC0017851,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Active,6/12/2017,3/11/2018,"$1,150,000 ",,Hillsboro,OR,97124,node/790986,45.53064,-122.93383,Greg Horner,"The nation's electric grid depends upon the reliable generation of electricity, and as solar modules are added in greater numbers, they require unique inspection and qualification techniques. This project is developing a non-contact scanner that can operate at night in solar fields to detect various failure and degradation modes."
"Silver-Free Metallization Technology for Producing High Efficiency, industrial Silicon Solar Cells",Technic,EE0006814,Technology to Market,node/928446,Funding Opportunity,Solar Manufacturing Technology 2,SolarMat 2,Inactive,10/1/2014,12/30/2018,"$900,000 ","$905,318 ",Cranston,RI,2910,node/973806,41.77609,-71.43431,Lynn Michaelson,"The goal of this project is to commercialize technology which will eliminate silver metal from the front contacts of crystalline silicon (c-Si) photovoltaic cells through the use of plated metal contacts. The project focuses on developing equipment and chemistry in parallel to accelerate the development of a commercially viable, low cost copper plated metallization technology to replace the standard silver paste screen printing technology. The project's performance goal is to produce a solar cell that demonstrates improved electrical results compared to current silver paste technology and demonstrates module reliability that is equal to or better than the industry standards. Silicon solar cells manufactured with plated contacts that eliminate silver will provide a path to reducing the total cost of solar energy."
Heat Transfer and Latent Heat Storage in Inorganic Molten Salts for CSP Plants,Terrafore,GO18148/FG36-08GO18148,Concentrating Solar Power,node/790241,Funding Opportunity,Advanced Heat Transfer Fluids and Novel Thermal Storage Concepts for Concentrating Solar Power,Thermal Storage,Inactive,9/30/2008,10/31/2011,"$1,439,321 ","$1,439,321 ",Riverside,CA,91311-4411,node/790456,34.264513,-118.531176,Anoop Mathur,"Terrafore, under the Thermal Storage FOA, is developing an economically feasible thermal energy storage (TES) system based on phase change materials (PCMs), for CSP plants."
Encapsulated Phase Change Material in Thermal Storage for Baseload CSP Plants,Terrafore ,EE0003589,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,8/1/2010,7/31/2013,"$1,371,072 ","$489,422 ",Riverside,CA,91311-4411,node/790581,34.264513,-118.531176,Anoop Mathur,"Terrafore, under the Baseload CSP FOA, is developing novel encapsulated phase change materials (PCM) for use in thermal storage applications to significantly reduce the LCOE for baseload CSP plants. Terrafore is determining a cost-effective way to produce small 10 mm to 15 mm capsules containing phase change material (PCM salt) in a suitable shell material. Large numbers of these PCM capsules provide high-heat transfer surface and store heat as sensible and latent heat of fusion of salt. The capsules with different PCMs inside the shell are stacked inside a single tank to provide a cascaded storage to effectively use the latent heat of fusion of salts over the solar collection temperature range."
Terrajoule Modular Distributed CSP with Storage System using Water/Steam Phase Change for Energy Storage and Generation,Terrajoule Corporation,SC0010163,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Inactive,6/10/2013, 3/9/2014,"$224,994 ",,Redwood City,CA,94063,node/790986,37.48232,-122.2168,Steve Bisset,"Terrajoule is designing and analyzing three closely related system improvements for a modular distributed concentrating solar power (CSP) system with storage. The system will be demonstrated at the 100-kW scale with 6 to 14 hours of thermal electric storage using water/steam phase change for energy storage and generation. The distributed CSP with storage system will integrate next-generation heliostats, tower, receiver, and engine modules such that the overall thermal efficiency of the Distributed CSP with Storage system exceeds 38%, including a full 24-hour energy storage charge/discharge cycle. The project aims to exceed the SunShot Initiative's 2020 cost and performance goals by 2017 by providing a low-cost, long life, abundant, and nontoxic material design, and rapid response to changing demands, high efficiency under variable loads, and components all manufactured in the United States."
Commercially Relevant Integrated Module-Plus-Mounting Hardware System,Tessolar,EE0007633,Technology to Market,node/928446,Funding Opportunity,"Technology to Market 2: Incubator 11, SolarMat 4",Incubator 11,Inactive,9/7/2016,12/31/2017,"$858,504 ","$353,600 ",Cambridge,MA,02150-1831,node/2040070,42.373616,-71.109733,Jaco Pretorius,"This project is developing a commercially relevant integrated module-plus-mounting hardware system, which is a radically new approach to making solar modules. This alternative module assembly process enables the use of advanced materials and processes to increase the energy output and decrease the installed cost of the solar power system. The resulting module will be 20-30% lighter in weight compared to conventional modules and could have a wider available market."
Back-Surface Passivation for High-Efficiency Crystalline Silicon Solar Cells,TetraSun,NREL/ SR-5200-55914,Technology to Market,node/928446,Lab Award,Incubator 3,Incubator 3,Inactive,,,"$3,000,000 ",,San Jose,CA,95131,node/791011,37.390296,-121.896105,Oliver Schultz-Wittmann,"TetraSun developed thin high-efficiency crystalline silicon cells using plasma-enhanced chemical vapor deposition (PECVD) layers for back-surface passivation and contact to replace the standard screen-print-and-fire aluminum/silver back surface. This novel structure offers an alternative to the standard industry back-surface aluminum process, eliminating wafer bowing and allowing thinner cells (less than 160 microns) to be fabricated. A modified back surface for a crystalline silicon cell yields high efficiencies without adding processing steps. During Phase I part of this subcontract, more than 17% efficient 148 cm2crystalline silicon was demonstrated and verified. On smaller areas, efficiencies exceeding 19% were seen. First Solar, which is one of the world's largest module makers, purchased TetraSun in 2013."
CSP Energy Storage Solutions &ndash; Multiple Technologies Compared.,Texas A&M University,GO18154/FG36-08GO18154,Concentrating Solar Power,node/790241,Funding Opportunity,Advanced Heat Transfer Fluids and Novel Thermal Storage Concepts for Concentrating Solar Power,Thermal Storage,Inactive,9/30/2008,12/31/2011,"$1,499,986 ","$375,014 ",College Station,TX,77843,node/790461,30.627977,-96.334407,Michael Schuller,"Texas Engineering Experiment Station (TEES), under the Thermal Storage FOA, created a composite thermal energy storage material by embedding nanoparticles in a molten salt base material."
Crosscutting Recombination Metrology for Expediting Open-Circuit Voltage Engineering,Texas State University,EE0007541,Photovoltaics,node/790881,Funding Opportunity,Photovoltaics Research and Development,PVRD,Active,8/1/2016,7/31/2019,"$1,025,000 ","$232,107 ",San Marcos,TX,78666-4684,node/2040194,29.883275,-97.941394,Jian Li,This project is developing a comprehensive characterization methodology for extracting recombination rates in thin-film solar cells as a function of depth into the device. The advanced metrology methods developed as part of this project will ideally allow researchers and manufacturers to identify problem areas in their materials to a depth resolution of a few dozen nanometers and correct their procedures accordingly. The proposed methodology will also allow for the viability of certain interfaces and contact structures to be examined at a greater level of detail than has previously been available based on existing optoelectronic methods.
Solar America Cities Technical Outreach to Local Governments,The International City/County Management Association,EE0003526,Soft Costs,node/791371,Funding Opportunity,Solar America Communities - Technical Outreach,Solar Outreach Partnership,Inactive,8/1/2010,7/31/2015,"$4,897,286 ",,Washington,DC,20002-4201,node/791511,38.905276,-76.981588,Thomas McGilliard,"The goal of this project is to empower local governments to go solar. The SunShot Solar Outreach Partnership (SolarOPs) Program, with a team of experts in solar soft cost reduction strategies, collects, creates and delivers best practices to accelerate solar energy adoption by providing timely and actionable information to local governments across the country. Through regional workshops and e-learning activities, the SolarOPs team has reached more than 4,000 individuals in all 50 states, representing more than 1,500 local government entities.  One of the key features of SolarOPs is the delivery of targeted one-on-one technical assistance to local governments looking to make their community solar-ready. Technical assistance is being delivered to local governments in North Carolina, California, Delaware, and New Jersey, among others. The SolarOPs team is developing factsheets, case studies, and technical reports based on cutting-edge research related to solar and economic development, solar and resiliency planning, innovative solar financing, solar jobs analysis, community solar and solar and firefighter safety. In addition, the SolarOPs team coordinates communications among the Rooftop Solar Challenge 2 teams whose work covers 28 states and the District of Columbia, representing nearly 150 million people."
