Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Solar River CSSP Canal Spanning Solar Power,Tectonicus Constructs,DE-SC0020022,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Innovation Research and Small Business Technology Transfer,SBIR/STTR FY19 PI R2,Inactive,7/1/2019,3/31/2020,"$202,935 ",$0.00,Bisbee,Arizona,85603,node/790986,31.44183,-109.91494,Benjamin Lepley,This project will enable landowners to obtain more revenue from cropland by covering and powering their irrigation canals with solar. This team will build solar structures that reduce evaporation and lower irrigation costs without impeding crop production or requiring the move of farm equipment.
Transparent Flexible Cdte Modules For High Efficiency Tandem Pv,"Xunlight 26 Solar, LLC ",SC0006349,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Innovation Research and Small Business Technology Transfer,SBIR FY12 (P2),Inactive,8/8/2012,2/21/2015,"$1,000,000 ",$0.00,Toledo,Ohio,43607,node/790986,41.6705,-83.6093,Alvin Compaan,"This project implemented new approaches developed in Phase I for transparent back contacts for flexible, thin-film CdTe cells. The goal was to develop a top-cell structure for tandem modules to match a low-bandgap bottom cell such as CIGS or Si, and to optimize a stand-alone, transparent top cell with less than 500 nm of CdTe for use in window PV applications. Back-contact structures based on single-wall carbon nanotubes and on multilayer metals were optimized in collaboration with the University of Toledo."
Improving Solar Energy Mirror Array Performance Under Windy Conditions,Skysun,SBV-32725,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 1,SBV-1,Inactive,4/1/2016,3/31/2017,"$275,000 ","$55,000.00",Bay Village,Ohio,44140,node/2141219,41.48502,-81.9251,Julius Yellowhair,"The objective of this project is to provide assistance to SkySun, LLC in the evaluating, modeling, and optimizing its ganged heliostat prototype system through the Small Business Voucher program and move the collector system to a Technical Readiness Level (TRL) of 4, which will position the technology well for further funding from the DOE SunShot program."
Testing And Validating A Novel Solar Power Inverter For Micro And Macro Scales,Renewable Power Conversion,SBV-32833,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 1,SBV-1,Inactive,3/9/2016,9/30/2017,"$275,000 ","$55,000.00",San Luis Obispo,California,93401,node/2141219,35.245499,-120.596976,Sigifredo Gonzalez,"Project will ensure that the product will meet emerging grid support requirements and will pass the corresponding certification tests that will become requirements in the near future. Sandia National Laboratories will work with RPC to validate the maximum power point tracking (MPPT) precision, compatibility with emerging grid compatibility requirements, and thermal performance."
Low Cost CSP Collector Modeling and Thermal Storage Evaluation,Hyperlight Energy,SBV-32834,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 2,SBV-2,Inactive,9/1/2016,3/1/2018,"$75,000 ","$15,000.00",La Jolla,California,92037-3230,node/2141219,32.884355,-117.233807,Guangdong Zhu,"Develop a combined solar thermal/geothermal/thermal storage plant model utilizing Hyperlight collectors to define thermal power flow requirements (charging and discharging temporal profiles) on the thermal storage system. Identify and perform initial screening of thermal storage media candidates based on temperature requirements, cost, and technology maturity. Evaluate existing utility resource constraints to help ensure that augmenting geothermal plants back to commissioning operations and/or delivery of time-shifted bundled energy will not exceed the capabilities of existing infrastructure."
Non-Reflective Solar Panels For Solar Arrays In Glint/Glare Sensitive Locations,Nishati,SBV-32835,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 2,SBV-2,Inactive,9/7/2016,9/30/2019,"$129,000 ","$25,800.00",McLean,Virginia,22102,node/2141219,38.93759,-77.18377,Bruce King,"Materials screening and optimization using functional 2-cell mini-modules (2-5 produced for testing, 2-3 iterations possible). Sandia will perform reflectivity and basic electrical performance characterization on each. In the second task, Nishati will produce up to two full-size module prototypes based on the results. Sandia will repeat reflectivity characterization and perform comprehensive electrical characterization, to be conducted outdoors on a specialized two-axis solar tracker. The outcome of Task 2 will be the addition of a reflectance curve for the Endurance glass-free module's properties to the SNL-developed Solar Glare Hazard Analysis Tool (SGHAT) and Sandia Array Performance Model (SAPM) coefficients for use with System Advisor Model (SAM) or other compatible modeling package. Lastly, outdoor performance validation will be conducted at the New Mexico RTC. Depending on the availability of modules, outdoor validation may consist of a single module instrumented to monitor maximum power output or a small string of series connected modules."
Helioscope Energy Production Model Validation,Folsom Labs,SBV-32998,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 3,SBV-3,Inactive,7/1/2017,5/31/2019,"$56,000 ","$11,200.00",San Francisco,California,94110-3200,node/2141219,37.789018,-122.391506,Janine Freeman,"Perform validation studies of the existing HelioScope solar design and energy performance modeling tool. NREL will perform: shading validation study, fixed-tilt energy performance validation study and single-axis energy performance validation study and prepare reports on all findings. External validation will be valuable to Folsom Labs by encouraging adoption by multiple customer sectors."
Low-Cost Sensors For Solar Resource Assessment,Arable Labs,SBV-32995,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 3,SBV-3,Inactive,6/1/2017,11/30/2018,"$140,000 ","$28,000.00",Princeton,New Jersey,08542,node/2141219,40.34427,-74.65502,Aron Habte,"Improve the instrumentation and measurement systems available for measuring and monitoring solar radiation elements needed by electric utilities and solar power system integrators to adequately characterize the spatial and temporal variations of the renewable energy resources.  The Arable Labs system contains a combination of fast response detectors that will provide meteorological and trending information of significantly improved accuracy for solar resource assessment and forecasting in solar energy projects. Utilize NREL's facilities and expertise to perform accurate spectral and broadband calibration and characterization of the fast response detectors in the Arable Labs' system, and assist in developing a published methodology that will enable implementation of the results into their production pipe resulting in more accurate solar resource measurements for end-user organizations"
Prototype Test Encapsulated Phase Change Thermal Energy Storage For CSP,Terrafore,SBV-32999,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 3,SBV-3,Inactive,10/1/2017,9/30/2018,"$170,000 ","$43,000.00",Riverside,California,91311-4411,node/2141219,34.264513,-118.531176,Dileep Singh,"The objective of this project is to establish the reliability, longevity, and thermal stability of Terrafore's coated salt capsules used for storing thermal energy for concentrating solar power plants.  The capsules used will be coated with an advance material (boron nitride) and will be subjected to thermal cycles at high operating temperatures (>700&deg;C). The capsules used in this project will be compatible to s-CO2 power cycles that operate at >700oC.  As per the scope of the project, Terrafore team will fabricate the capsules using MgCl2 salt which melts at 714&deg;C.  Once the reliability of the coated capsules is established, they will be loaded into a test module and will be integrated with the Argonne's existing test rig for performance testing."
Solar Reflector Accelerated Weathering And Lifetime Prediction,Sundog Solar Technology,SBV-32997,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 3,SBV-3,Inactive,5/1/2017,9/30/2019,"$50,000 ","$10,000.00",Arvada,Colorado,80002-1613,node/2141219,39.83773,-105.18517,Robert Tirawat,"Sundog Solar Technologies (SST), is interested in investigating the durability of protective coating materials for solar reflectors through accelerated exposure testing (AET) using the Ultra Accelerated Weathering System (UAWS). SST will provide materials to NREL for characterization and exposure."
"Testing High Temperature, High Efficiency SiC Receiver Tubes for Centralized Solar Power Plants",Ceramic Tubular Products,SBV-32996,Manufacturing and Competitiveness,node/928446,Funding Opportunity,Small Business Voucher Pilot Round 3,SBV-3,Inactive,10/1/2017,12/31/2018,"$160,000 ","$40,000.00",Lynchburg,Virginia,24501-6953,node/2141219,37.25482,-79.335001,Matt Walker,"This project will allow Ceramic Tubular Products to chemically, mechanically, and thermally test its silicon carbide composite tubing, which was developed for the nuclear industry, at the National Solar Thermal Test Facility for use in concentrating solar power (CSP) plants. The intent is to develop high-efficiency, low-emissivity receiver tubes to create a receiver that can operate at temperatures up to 800 degrees Celsius. This will enable future CSP plants to operate at higher temperatures and efficiencies."
Ann Arbor Solar Cities Partnership,,GO17068,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,9/1/2007,4/30/2012,"$200,000 ","$335,003.00",,,,node/791371,,,Andrew Brix,
Austin Solar City Partnership,,GO17069,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,9/15/2007,4/30/2012,"$186,930 ","$187,000.00",,,,node/791371,,,Leslie Libby,
City Planning Activities In Support Of Strategic Partnership With Department Of Energy,,GO17072,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,9/1/2007,4/30/2012,"$200,000 ","$200,000.00",,,,node/791371,,,,
Denver Solar Cities Partnership: Providing Solar Leadership For Colorado Cities And Towns,,GO18091,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,5/15/2008,4/30/2012,"$199,920 ","$355,632.00",,,,node/791371,,,Scott Morrissey,
Emerald Solar City Initiative,,GO18093,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,5/1/2008,4/30/2012,"$200,000 ","$200,000.00",,,,node/791371,,,,
Linking The Green Vision And Solar Cities,,GO18099,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,7/1/2008,12/31/2010,"$200,000 ","$263,464.00",,,,node/791371,,,,
Metro Orlando'S Green Future Alliance - Bringing Solar To Central Florida,,GO18090,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,5/1/2008,4/30/2012,"$198,700 ","$1,159,637.00",,,,node/791371,,,,
Milwaukee Shines,,GO18094,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,5/1/2008,4/30/2012,"$200,000 ","$571,950.00",,,,node/791371,,,Amy Heart,
Philadelphia Solar City Partnership,,GO18096,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,6/1/2008,4/30/2012,"$200,000 ","$272,500.00",,,,node/791371,,,Kristin Sullivan,
Sacramento Solar Access,,GO18089,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,8/1/2008,4/30/2012,"$200,000 ","$371,750.00",,,,node/791371,,,,
Smart Solar Program:  A Partnership To Serve The East Bay,,GO17065,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,9/15/2007,4/30/2012,"$200,000 ","$370,148.00",,,,node/791371,,,,
Solar America City,,GO17073,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,10/1/2007,4/30/2012,"$200,000 ","$200,000.00",,,,node/791371,,,,
Solar America Initiative (Sai) Market Transformation: Solar America Cities 2008,,GO18095,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,5/1/2008,4/30/2011,"$200,000 ","$204,187.00",,,,node/791371,,,Madeline Weil,
Solar Boston,,GO17071,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,9/1/2007,4/30/2012,"$150,000 ","$150,000.00",,,,node/791371,,,,
Solar Houston Initiative,,GO18100,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,6/1/2008,4/30/2012,"$200,000 ","$200,000.00",,,,node/791371,,,,
Solar In The Cities,,GO18092,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,7/1/2008,4/30/2012,"$200,000 ","$2,770,233.00",,,,node/791371,,,,
Solar Now,,GO17064,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,7/1/2007,4/30/2012,"$200,000 ","$283,555.00",,,,node/791371,,,,
Solar Salt Lake,Salt Lake City Corporation,GO17067,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,10/1/2007,4/30/2012,"$197,286 ","$197,286.00",Salt Lake City,Utah,84114-5488,node/791371,40.78655,-111.73696,,
Solar San Antonio 2015,,GO18097,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,5/1/2008,4/30/2012,"$200,000 ","$240,000.00",,,,node/791371,,,Liza Meyer,
Solar San Francisco Initiative,,GO17061,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,8/1/2007,4/30/2012,"$200,000 ","$325,626.00",,,,node/791371,,,David Assmann,
Solar Sonoma County,,GO18098,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,5/1/2008,9/30/2010,"$200,000 ","$431,746.00",,,,node/791371,,,Dell Tredinnick,
Sustainable Energy 2050 Plan,,GO17070,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,9/15/2007,9/14/2010,"$200,000 ","$200,000.00",,,,node/791371,,,,
"The City Of Madison, Wi - Midwest Solar City Model (Madisun)",,GO17063,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,9/1/2007,4/30/2012,"$200,000 ","$573,000.00",,,,node/791371,,,,
"The City Of New York, Solar City Strategic Partnership",,GO17062,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,8/1/2007,4/30/2012,"$200,000 ","$1,307,015.00",,,,node/791371,,,,
Tucson Solar Initiative,,GO17066,Soft Costs,node/791371,Funding Opportunity,Solar America Cities,Solar America Cities,Inactive,11/1/2007,8/10/2011,"$200,000 ","$353,000.00",,,,node/791371,,,Doug Crockett,
Direct Solar Thermal Forward Osmosis Desalination Of Produced Waters,Lawrence Berkeley National Laboratory,Lab34324,Concentrating Solar Power,node/790241,Lab Award,Solar Desalination,Desal,Active,10/1/2018,9/30/2021,"$800,000 ",$0.00,Berkeley,California,94720-8099,node/4110347,37.870151,-122.259461,Robert Kostecki,"Lawrence Berkeley National Laboratory (LBNL) and California Resources Corporation (CRC) are developing an integrated water treatment system for high-salinity wastewater produced from oil and gas fields. This system uses forward osmosis (FO) instead of reverse osmosis to purify the wastewater and reduce the costs of solar desalination. As part of this project, the project team will develop components and technologies that will allow the water treatment system to operate cost-effectively."
GIS-BASED GRAPHICAL USER INTERFACE TOOL FOR ANALYZING SOLAR THERMAL DESALINATION SYSTEMS AND HIGH-POTENTIAL IMPLEMENTATION REGIONS,Columbia University,DE-EE0008401,Soft Costs,node/791371,Funding Opportunity,Solar Desalination,Desal,Active,10/1/2018,9/30/2021,"$965,198 ","$279,346.00",New York,New York,10027-7922,node/4110317,40.811,-73.9531,Vasilis Fthenakis,"Producing fresh water through desalination can benefit arid, water-scarce regions, but the current membrane-desalination process is expensive and energy-intensive. This project will develop software that simplifies the planning, design, and valuation of solar-thermal and solar-hybrid desalination systems. The software will be based on different combinations of technical and economic models, and it will use geographic information systems for detailed analyses and quick visualization."
LOW COST DESALINATION USING NANOPHOTONICS ENHANCED DIRECT SOLAR MEMBRANE DISTILLATION,Rice University,DE-EE0008397,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Desalination,Desal,At Risk,10/1/2018,3/31/2022,"$1,699,988 ","$676,075.00",Houston,Texas,77005,node/4110575,30.272921,-97.744386,Qilin Li,"The project team will build a Nanophotonics-Enhanced Direct Solar Membrane Distillation (NESMD) system. NESMD is a novel, integrated, one-step solar collection and desalination process that has the potential to lower the cost of treating high-salinity water. It will use a membrane that converts sunlight to heat and purifies water at the same time. The team will develop, test, and optimize a pilot NESMD system for low-cost solar desalination."
"Design Of Social And Economic Incentives And Information Campaigns To Promote Solar Technology
Diffusion Through Data-Driven Behavior Modeling Nrel Pi - Easan Drury",National Renewable Energy Laboratory,Lab26157,Soft Costs,node/791371,Lab Award,Solar Energy Evolution and Diffusion Studies,SEEDS,Inactive,2/13/2013,9/30/2017,"$284,000 ",$0.00,Golden,Colorado,80401-3111,node/791416,39.755543,-105.2211,Benjamin Sigrin,"Sandia National Laboratories, along with partners at the California Center for Sustainable Energy, the National Renewable Energy Laboratory, the University of Pennsylvania Wharton School, and Vanderbilt University, under the Solar Energy Evolution and Diffusion Studies (SEEDS) program, developed powerful computer algorithms that forecast how solar adoption patterns change under different business or policy scenarios"
ADDITIVELY MANUFACTURED SCO2 POWER CYCLE HEAT EXCHANGERS FOR CSP,General Electric,DE-EE0008737,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,9/1/2019,8/31/2022,"$1,400,142 ","$752,224.00",Schenectady,New York,12301-0001,node/3686833,42.82,-73.94,William D. Gerstler,"General Electric (GE) proposes to design, build, and test sub-scale additively built heat exchangers that meet supercritical CO2 (sCO2) power cycle performance needs and cost 25% less than current heat exchangers &amp;#x2013; enabling the CSP system to meet 5&amp;#xA2;/kWh with a $900/kW power cycle. Both Direct Metal Laser Melting (DMLM) and Binderjet technologies will be used. The best heat exchanger geometries for each process will be down-selected and tested. Down-select performance considerations include heat transfer, pressure drop, pressure capability, and cycle fatigue capability. Manufacturing cost models will &amp;#xA;&amp;#xA;be developed and used to evaluate the design&amp;#x2019;s cost relative to the program goal. Additionally, the program will include a plan and risk reduction for scaling the heat exchanger designs from bench scale to full scale &amp;#x2013; including, if necessary, how to integrate modular builds together to form a large heat exchanger.  &amp;#xA;"
APPLICATION OF MANUFACTURING QUALITY MANAGEMENT PRINCIPLES TO PV SYSTEM INSTALLATIONS,INSTITUTE FOR BUILDING TECHNOLOGY AND SAFETY,DE-EE0008756,Photovoltaics,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,10/1/2019,10/31/2021,"$1,489,675 ","$374,094.00",Ashburn,Virginia,20147,node/3686848,39.04237,-77.48724,Richard Lawrence,"This award will research and develop a cloud-based software platform that will allow sophisticated quality management (QM) processes to be accessible to local and regional stakeholders, including solar installers, building/code officials, and inspectors."
BRINGING LMI SOLAR FINANCING MODELS TO SCALE,Clean Energy States Alliance,DE-EE0008758,Photovoltaics,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,10/1/2019,9/30/2022,"$1,023,239 ","$277,250.00",Montpelier,Vermont,05602-2957,node/3686848,44.280927,-72.619508,Anthony Vargo,"Main objective: Accelerate scaled-up adaptation of pilot programs proven effective in increasing PV affordability for LMI households, especially households with incomes not exceeding 80% AMI.   Main key result: By Q4 of the last budget period of this project, at least 10 states, utilities, or foundations that this project team directly assisted will have launched programs and projects to use solar installations that will provide financial and other benefits to 25,000 LMI households."
CYBERGUARDIANS AND STEM WARRIORS,SunSpec Alliance,DE-EE0008759,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,10/1/2019,9/30/2022,"$1,250,000 ",$0.00,Santa Clara,California,95117-1848,node/4375240,37.353966,-121.952999,Thomas Tansy,"Robust solar industry growth is creating a shortage of U.S. workers who are knowledgeable in emerging Distributed Energy Resource (DER) technologies including networking, operational software, smart advanced inverters, smart advanced PV modules, and cybersecurity. Retraining military veterans and other qualified individuals to fill workforce gaps in those technologies is the project focus.&amp;amp;#xA;The project leverages the experience and contributions of DER and cybersecurity experts, educational organizations offering accreditation, and groups serving our nation&amp;amp;#x2019;s veterans to meet its goals.  &amp;amp;#xA;To bridge this workforce skills gap, the Cyberguardians and STEM Warriors project will establish a complete learning and career advancement system for veterans, transitioning military personnel and other qualified individuals into the DER workforce. The project will guide participants successfully through the process of program/vocation selection, curriculum enrollment, academic mentoring, degree or certificate attainment, job board enrollment, introduction to hiring managers at DER companies, and successful job acquisition.&amp;amp;#xA;"
DEVELOPMENT OF A HIGH-EFFICIENCY HYBRID DRY COOLER SYSTEM FOR SCO2 POWER CYCLES IN CSP APPLICATIONS,Southwest Research Institute,DE-EE0008739,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,9/1/2019,8/31/2021,"$1,790,000 ","$447,500.00",San Antonio,Texas,78201-0001,node/3686833,29.414406,-98.503546,Kelsi Katcher,"Southwest Research Institute (SwRI) supported by Vacuum Process Engineering and Seoul National University proposes a program to design, manufacture, and test a 2 MWth  sCO2 dry cooler that is highly efficient, low cost, and compact. The heat exchanger (HEX) geometry will be a hybrid of microchannel heat exchanger (MCHE) geometry for the sCO2 stream and bonded plate-fin geometry for the air stream. Heat exchanger manufacturing will use a combination of brazed and diffusion-bonded elements, allowing for materials to differ for the sCO2 stream and the air stream. The air side will be driven by a high-efficiency centrifugal blower to minimize power consumption. Furthermore, the integration of cold storage technology will be investigated to increase the overall cycle efficiency and stability. The proposed heat exchanger geometry and centrifugal blower will be designed using appropriate CFD and 

FEA analyses and sub-scale prototype testing. A 2 MWth prototype cooler system will then be fabricated and tested in the MW-scale test facility at SwRI."
DURABLE AND LOW-COST FRACTAL STRUCTURED MULTIFUNCTIONAL COATINGS FOR NEXT GENERATION CSP,Virginia Polytechnic Institute and State University,DE-EE0008525,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,9/1/2019,2/28/2021,"$400,000 ","$100,000.00",Blacksburg,Virginia,24061-0002,node/3686833,37.220949,-80.422801,Ranga Pitchumani,"In this project, we seek to develop fractal-textured multifunctional coatings1-6 that will allow
conventional, low-cost containment and
piping alloys such as stainless steel or Inconel
to be used with the working fluids
in high temperature concentrating solar
power (CSP) applications. The textured
surfaces will provide for non-wetting of
the corrosive fluids with the surface, leading
to reduced drag, reduced corrosion and
wear, reduced chemical fouling, oleophobicity
and reduced heat loss to ambient.
Furthermore, by reducing drag, the effective
flow rate of the fluid can be increased for the same pumping power which also leads to increased
convective heat transfer in the receiver. Through leveraging these multifunctional advantages
offered by the novel surfaces, the goal is to increase the overall efficiency and lifetime
of next gen CSP plants. The proposed fabrication technique for the coatings is based on a novel
electrodeposition approach that allows for fabrication of multi-scaled, fractal textured surfaces
directly on metallic substrates. Since the surfaces are fabricated integrally on the substrate, the
resulting coatings are robust and durable under operating conditions and preserve the thermal properties
of the substrate. The proposed technology offers unique possibilities for addressing the key
challenges in developing next generation CSP technologies"
HIGH-TEMPERATURE DRY-GAS SEAL DEVELOPMENT AND TESTING FOR SCO2 POWER CYCLE TURBOMACHINERY,Southwest Research Institute,DE-EE0008740,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,8/1/2019,7/31/2022,"$1,999,985 ","$500,015.00",San Antonio,Texas,78201-0001,node/3686833,29.414406,-98.503546,Jason Wilkes,"Southwest Research Institute (SwRI) proposes to develop a high-temperature dry-gas seal to reduce complexity and increase reliability during operation by limiting thermal isolation requirements. Preliminary calculations show a potential turbine efficiency gain of 4% due to increased axial space for additional turbine stages and optimized inlet/outlet stator components.  

Reviewers indicate other options may exist to solve this challenge which the applicants seem to dismiss. 

However, development of this embodiment of dry-gas seals is inherently beneficial if realized. 

Applicants have unique experience in developing such components for the sCO2 cycle."
NATIONAL SOLAR JOBS ACCELERATOR,The Solar Foundation,DE-EE0008577,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,10/1/2019,10/31/2022,"$2,000,000 ",$0.00,Washington,District of Columbia,20004-1612,node/4375229,38.905276,-76.981588,Richard Lawrence,The National Solar Jobs Accelerator program will increase the pipeline of transitioning service members and veterans into the U.S. solar industry via two complementary efforts. The team will offer a work-based learning "fellowship" model for transitioning service members and a matchmaking system that will channel veterans into appropriate training or employment opportunities. The Accelerator will also undertake high-impact capacity-building activities that enhance and streamline veterans' options for pursuing solar training and employment opportunities and incent employers' participation over the long-term.
PRODUCT INNOVATION TO INCREASE LOW-TO-MODERATE-INCOME CUSTOMERS: ADOPTION OF COMMUNITY SOLAR PV,Solstice Initiative,DE-EE0008757,Photovoltaics,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,9/1/2019,10/31/2022,"$1,235,634 ","$308,908.00",Cambridge,Massachusetts,02139-3347,node/3686848,42.364756,-71.103259,Stephanie Speirs,"In the process of designing a contract innovation study and producing contract prototypes, Solstice will need to conduct preliminary research on the current contracts available in the American community solar market. Additionally, Solstice will ensure the prototypes produced are externally validated and commercially viable. Solstice will also conduct a number of outreach, scoping, and networking tasks in order to obtain the necessary MOUs."
QUANTIFYING AND VALUING FUNDAMENTAL CHARACTERISTICS AND BENEFITS OF FLOATING PHOTOVOLTAIC (FPV) SYSTEMS.,University of Central Florida,DE-EE0008746,Photovoltaics,node/791371,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,3/1/2020,2/28/2023,"$750,000 ","$212,500.00",Orlando,Florida,32826-3246,node/3686848,28.541666,-81.375686,John Sherwin,"Floating photovoltaics (FPV) has emerged as a viable and deployable renewable energy technology in many places around the world. Declining panel prices and land scarcity, along with claims of improved system performance, are among the reasons for FPV popularity. However, documented research on the performance, durability, or environmental impacts of FPV is limited. While the performance of land-based PV systems (LPV) can be effectively predicted, little work has been done on how, or if, these same evaluation methodologies translate to FPV. Additionally, studies evaluating the durability of FPV and its ecological impacts on water quality and biodiversity are scarce. Through detailed instrumentation of four existing FPV systems and four LPV systems that will serve as control sites (eight sites total), this project will undertake a first-of-its-kind systematic and comprehensive collection of FPV-related techno-ecological data in North America. These data will be used to examine FPV performance, assess potential environmental risks and benefits, and provide data that can aid in the development of research protocols to more fully understand the impacts of FPV."
REDUCED LCOE CSP THROUGH UTILIZING PROCESS GAS LUBRICATED BEARINGS IN OIL-FREE DRIVETRAINS,General Electric,DE-EE0008738,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office (SETO FY2018) Funding Opportunity Announcement (FOA),SETO FY2018,Active,8/1/2019,4/28/2022,"$2,373,442 ","$593,360.00",Schenectady,New York,12301-0001,node/3686833,42.82,-73.94,Jason Mortzheim,"General Electric Global Research (GE) and Southwest Research Initiative (SwRI) propose to reduce CSP LCoE through lowering power plant cost in conjunction with increasing power cycle efficiency through novel oil-free drivetrains utilizing GE gas bearing technology.  The oil-free drivetrains will result from configuration studies for a peaker and baseload CSP plant. In parallel, key technology risks for gas bearing technology will be addressed: 1. Validation of operation in a relevant sCO2 environment via sCO2 component test rig and 2. Load handling and rotodynamic response characterization through a simulated rotor test in the GE Research bunker test facility. The simulated rotor design will result from the configuration study. The configuration study and test validation will provide build data to justify the cost reductions for CAPEX ($/kWe), O&amp;M costs (oil-free operation) and power cycle efficiency increases driving to the SETO LCoE reduction targets.   

The review panel indicated the proposal will further advance novel oil-free gas bearing/hermetically sealed SFDs and drivetrains to reduce CSP power plant cost along with increasing power cycle efficiency. However, the applicants are overly optimistic when stating that nothing prevents their bearing technology to be scaled to larger sizes and production volumes for supporting large machinery."
ACTIVATING OPPORTUNITY ZONES FOR RAPID SOLAR+STORAGE DEPLOYMENT IN LOW INCOME COMMUNITIES,Houston Advanced Research Center,DE-EE0009007,Soft Costs,node/928446,Funding Opportunity,Solar Energy Technologies Office (SETO FY2019) Funding Opportunity Announcement (FOA),SETO FY2019,Active,4/1/2020,4/30/2022,$0 ,$0.00,The Woodlands,Texas,77381,node/4310034,30.18203,-95.48461,Gavin Dillingham,ACTIVATING OPPORTUNITY ZONES FOR RAPID SOLAR+STORAGE DEPLOYMENT IN LOW INCOME COMMUNITIES
