Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
PVinsight Phase 2,SLAC National Accelerator Laboratory,Lab38529,Photovoltaics,node/790881,Lab Call,SETO National Laboratory Call for Proposals: FY22-24,Lab Call FY22-24,Active,10/1/2021,9/30/2024,"$3,000,000.00 ",$0.00 ,Menlo Park,CA,94025,node/4816966,37.45296,-122.181725,Bennet Meyers,"This project builds on the work and experience of the PVInsight project and addresses modern data challenges in the residential, commercial, and utility sectors of the photovoltaic (PV) solar industry. The research team aims to develop data science tools to enable cost-effective, fleet-scale operations and maintenance for all PV systems, inclusive of those systems that have lower data quality, are not well modeled, and are lacking reliable environmental data. The team will utilize a signal-processing framework for analyzing PV performance signals, which enables the analysis of unlabeled time-series data."
Single Axis Tracker Reliability and Performance Improvement,Sandia National Laboratories,Lab38530,Photovoltaics,node/790881,Lab Call,SETO National Laboratory Call for Proposals: FY22-24,Lab Call FY22-24,Active,10/1/2021,9/30/2024,"$2,000,000.00 ",$0.00 ,Livermore,CA,94550,node/4816966,37.67757,-121.74653,Daniel Riley,"This project combines Sandia’s research strengths and long-standing experience in the photovoltaic (PV) industry to improve the reliability, performance, and market maturity of single axis tracker (SAT) systems. The research team will work with U.S.-based SAT manufacturers to improve the relevance of qualification standards to horizontal SATs, which are most prevalent and provide the lowest levelized cost of energy (LCOE) in the solar industry today. The team will also develop new performance data evaluation tools and sensor systems that aid system owners and operators in predicting and preventing failures of tracking systems. Additionally, the team will develop algorithms to optimize tracking of SAT systems to capture more energy in diffuse lighting and low sun angle conditions. New, publicly available performance models for optimized system design and performance validation will be made available to the public. "
Connector Reliability Across the U.S. Solar Sector,Sandia National Laboratories,Lab38531,Photovoltaics,node/790881,Lab Call,SETO National Laboratory Call for Proposals: FY22-24,Lab Call FY22-24,Active,10/1/2021,9/30/2024,"$1,850,000.00 ",$0.00 ,Livermore,CA,94550,node/4816966,37.67757,-121.74653,Laurie Burnham,"This project encompasses a multi-pronged investigation of photovoltaic (PV) connector health in the U.S. solar sector and an analysis of the implications of connector degradation and failure for short- and long-term performance, reliability, and levelized cost-of-energy (LCOE) calculations. The team will conduct a quantitative assessment of failure rates, root causes and mechanisms, involving in-situ diagnostics and data collection, lab-based forensics, as well as the economic costs and LCOE impacts of under-performing/failed connectors. The goal is to make the U.S. solar sector more robust, first by identifying and quantifying the risks to commercial- and utility-scale PV systems posed by poorly installed, mismatched and/or poorly designed and manufactured connectors; and second by conveying project data and findings to stakeholders, including standards bodies, manufacturers, Engineering, Procurement and Construction contractors (EPCs), investors, and underwriters, who have the tools and means to mitigate the risks. "
Maturing Solar Photovoltaic Racking and Module Mounting Critical Bolted Joint Technologies for Levelized Cost of Electricity Reductions and Increased Reliability,Lawrence Berkeley National Laboratory,Lab38532,Photovoltaics,node/790881,Lab Call,SETO National Laboratory Call for Proposals: FY22-24,Lab Call FY22-24,Active,10/1/2021,9/30/2024,"$1,897,000.00 ",$0.00 ,Berkeley,CA,94720,node/4816966,37.876,-122.2429,Gerald Robinson,"This project lays the foundational steps needed to move toward highly robust bolted joints in photovoltaic (PV) module racking and mounting, a critical and often overlooked component of solar technologies. Bolted joints lack the technological maturity exhibited in comparable industries to deliver low-cost and highly reliable solutions that are critical for further advancement of the industry. By utilizing well-established methods and tools, this research effort will fill knowledge gaps through structured interviews of key stakeholders, modeling and lab testing of common bolted joints. The project will then develop a technical guidance document backed by empirical evidence targeting product engineers and standards committee"
Universal Interoperability for Grid-Forming Inverters (UNIFI) Consortium,National Renewable Energy Laboratory,Lab38637,Systems Integration,node/791071,Funding Opportunity,FY21 SETO Systems Integration and Hardware Incubator Funding Program,FY21 SI & Incubator,Active,10/31/2021,12/31/2026,"$25,000,000.00 ","$9,956,725.00 ",Lakewood,CO,80401,node/4811497,39.73424,-105.20109,Ben Kropowski,"The Universal Interoperability for Grid-Forming Inverters (UNIFI) Consortium, co-led by the National Renewable Energy Laboratory, the University of Washington, and the Electric Power Research Institute, brings together leading researchers, industry stakeholders, utilities, and system operators to advance grid-forming inverter technologies. UNIFI will focus on integrating these inverters into electric grids at any scale, to enable high penetration of inverter-based resources, like solar and wind. To achieve this, the consortium will work to identify and fill gaps in technologies, business models, standards, and human factors. In particular, UNIFI will conduct and coordinate research, development, and demonstration, as well as create educational- and workforce-training materials focusing on planning, designing, and operating grids with a high level of inverter-based resources. UNIFI will develop universal guidelines for seamless integration of grid-forming technologies ."
Innovative Solar Practices Integrated with Rural Economies and Ecosystems (InSPIRE) 3,National Renewable Energy Laboratory,Lab38642,Soft Costs,node/791371,Lab Call,SETO National Lab Core Capabilities Annual Operating Plan (AOP),Lab Core FY21,Active,1/1/2022,12/31/2024,"$3,750,000.00 ",$0.00 ,Lakewood,CO,80401,node/4817018,39.73424,-105.20109,Jordan Macknick,"Co-locating solar projects with agricultural land-uses such as grazing, crop production, and ecologically-beneficial vegetation (“agrivoltaics”) can potentially provide benefits to farmers, the solar industry, and to ecosystems. This project will undertake field-based research projects, develop standard research protocols and a research roadmap, and conduct an economic analysis of scaling up agrivoltaics. The project will engage the research community through the Agriculture and Solar Together: Research Opportunities (ASTRO) network."
End-Of-Life Management Analysis and Stakeholder Engagement,National Renewable Energy Laboratory,Lab38699,Soft Costs,node/791371,Lab Call,SETO National Lab Core Capabilities Annual Operating Plan (AOP),Lab Core FY21,Active,10/1/2021,9/30/2024,"$800,000.00 ",$0.00 ,Lakewood,CO,80401,node/4817018,39.73424,-105.20109,Garvin Heath,"This project will study issues around handling PV panels at the end of their useful life. Lessons from international experience will be combined with technical and regulatory analysis for the United States. Results will be shared with stakeholders in the solar and waste recycling industries, as well as with regulators and other decision-makers at the state and federal level."
"Light Trapping, Enclosed Planar-Cavity Receiver for Heating Particles to Enable Low-Cost Energy Storage and Chemical Processes",National Renewable Energy Laboratory,Lab38896,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,1/1/2022,3/31/2025,"$2,999,621.00 ","$750,034.00 ",Lakewood,CO,80401,node/4814387,39.73424,-105.20109,Zhiwen Ma,"This project team will design, develop, and test a 100 kilowatt solar-thermal receiver that will deliver energy to particles at temperatures greater than 700°C. The innovative approach encloses the particles in a nickel-alloy receiver, shaped to “trap the light” by preventing energy from being re-emitted back to the environment. Light trapping will be a key component of the team’s efforts to design a receiver with thermal efficiency above 90%. The team will also use a coating to prevent the receiver structure from overheating, as well as a gas to get particles to behave like a fluid inside the receiver to maximize heat transfer.  "
Encapsulation Materials Tailored to Perovskite Photovoltaics,National Renewable Energy Laboratory,Lab39062,Photovoltaics,node/790881,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,2/1/2022,1/31/2023,"$300,000.00 ","$75,000.00 ",Lakewood,CO,80401,node/4814383,39.73424,-105.20109,Lance Wheeler,"This project will design encapsulation specifically for perovskites to aid in their eventual commercialization. To prevent perovskite degradation, the right packaging is key. The team will examine polyolefin-based chemistries to design stable plastic encapsulants, which are produced by melting down to mold, freeze, and fit glass-glass perovskite modules. The team will work with Dow Chemical Company, a world leader in commercial production of PV encapsulation materials. "
AquaPV: Foundational Analysis and Industry Guidance on Floating Photovoltaics (PV) for Reservoirs and Estuaries,Idaho National Laboratory,Lab39263,Soft Costs,node/791371,Lab Call,SETO National Laboratory Call for Proposals: FY22-24,Lab Call FY22-24,Active,10/31/2021,9/30/2024,"$1,500,000.00 ",$0.00 ,Idaho Falls,ID,83401,node/4817018,39.715877,-105.231183,Thomas Mosier,"This project is developing a tool called AquaPV to analyze proposed floating photovoltaics (PV) projects for hydropower dams, reservoirs, and estuaries. The project team will build computer models of floating PV systems, and collect data on real systems, to evaluate how these installations perform economically and how they affect the local environment. AquaPV will optimize the economic and environmental value of floating PV systems."
Validating Dense Discrete Phase Flow Models for Obstructed Flow and Multistage Particle Receivers,Sandia National Laboratories,Lab39637,Concentrating Solar Power,node/790241,Lab Award,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,2/1/2024,"$316,000.00 ","$79,000.00 ",Albuquerque,NM,87123,node/4820155,34.98,-106.52,Brantley Mills,"This project will develop and validate new modeling tools to analyze particle flow properties for predicting the performance of next-generation particle receivers, including the planned concentrating solar-thermal power pilot systems that are being constructed as part of the Generation 3 (Gen3) CSP funding program. The project will seek to deliver modeling capabilities for a wide variety of systems, including current prototype particle receivers, future commercial systems, as well as disseminating strategies to the broader community."
Solar Heating of an Endothermic Ethylene Reactor (SHEER),Sandia National Laboratories,Lab39638,Concentrating Solar Power,node/790241,Lab Award,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$356,000.00 ","$89,000.00 ",Albuquerque,NM,87123,node/4820155,34.98,-106.52,Erik Spoerke,"Sandia National Laboratories will develop a new solar-heated thermochemical reactor concept for utilizing concentrated solar-thermal power to produce chemical products with a significantly lower carbon footprint than conventional processes that involve fossil fuel combustion. Specifically, the team will explore the integration of a solar-heated storage medium and working fluid with an innovative reactor capable of efficiently removing hydrogen from ethane to form ethylene."
High-Temperature Particle In-Line Mass Flow Sensor (PILE),"National Technology & Engineering Solutions Of Sandia, LLC",Lab40263,Concentrating Solar Power,node/790241,Lab Award,"Concentrating Solar-Thermal Power Fiscal Year 2022 Research, Development, and Demonstration Program",FY22 CSP,Active,9/27/2022,6/30/2023,"$1,000,000.00 ","$343,000.00 ",Albuquerque,NM,87123,node/4822953,34.98,-106.52,Hendrik Laubscher,"This project will design, develop, and test novel sensors to monitor particle flow in CSP systems. Particle flow sensors are critical components of high-temperature particle-based CST systems to enable reliable operation of both CSP and industrial process heat applications. These new sensors will overcome shortcomings in previous sensors by operating continuously and in-line with particle flow in the system itself at high temperatures. The most promising designs will be tested to identify at least one prototype sensor with a lifetime of greater than 30 years with a 90% decrease in cost from current sensor systems."
In-line pre-lamination inspection via non-contact electroluminescence for module manufacturing of advanced interconnect technologies,Silfab Solar Wa Inc.,DE-EE0009635,Manufacturing and Competitiveness,node/928446,Funding Opportunity,FY21 SETO Systems Integration and Hardware Incubator Funding Program,FY21 SI & Incubator,Active,9/1/2022,9/1/2025,"$719,941.00 ","$179,980.00 ",Bellingham,WA,98225,node/4811497,48.7602854,-122.4816384,Eric Schneller,"This project will streamline and increase yield of the assembly of solar photovoltaic modules by integrating a non-contact electroluminescence (EL) inspection tool developed by Tau Science before the cell-to-cell interconnection and module lamination. This will allow early and easy inspection for electrical and mechanical defects. This project will develop a novel, fully automated, in-line inspection tool based on EL imaging to improve the cost competitiveness of next-generation module interconnect technologies."
Transitioning Sunflex Solar's Sunfoil Back-Contact Modules to High-Volume Manufacturing,Silfab Solar Wa Inc.,DE-EE0009639,Manufacturing and Competitiveness,node/928446,Funding Opportunity,FY21 SETO Systems Integration and Hardware Incubator Funding Program,FY21 SI & Incubator,Active,9/1/2022,8/31/2025,"$2,999,970.00 ","$2,999,982.00 ",Bellingham,WA,98225,node/4811497,48.7602854,-122.4816384,Eric Schneller,"Module manufacturer Silfab Solar will work with technology developer SunFlex Solar to scale its low-cost aluminum backsheets for silicon solar modules, to replace existing copper ones on which electrical connections are printed. They will develop the processes and supply chain to manufacture them at high speed and volume (up to 90 modules an hour), leading to the installation and ramp up of a manufacturing line in Bellingham, Washington. The team will demonstrate 1,000 modules that have greater than 22.5% average efficiency. SunFlex Solar won the American-Made Solar Prize Round 2 with this technology."
Intensified Ammonia Solar Reactor for Green Ammonia Manufacture and Gen3 Thermochemical Energy Storage,Texas Tech University System,DE-EE0009802,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,10/1/2022,4/30/2025,"$2,036,276.00 ","$509,395.00 ",Lubbock,TX,79409,node/4814387,33.5862148,-101.8793762,Mahdi Malmali,"This project team will develop a solar-thermal system to enable an ammonia synthesis reactor that does not require fossil fuel input. By using a process intensification strategy, the team will design an ammonia reactor that efficiently uses heat throughout the process to drive the ammonia reaction. The ammonia can be used either as part of a closed thermochemical energy storage system, for electricity production, or to produce ammonia as a commodity chemical. In this project, the team will focus on the design and validation of their heat-recovery technology that can enable significantly higher efficiency than previous designs.  "
Design and Manufacturing of Transparent Refractory Insulation for Next-Generation Receivers,Regents of The University of Michigan,DE-EE0009805,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,10/1/2022,9/30/2025,"$2,466,279.00 ","$616,573.00 ",Ann Arbor,MI,48109,node/4814387,42.305325,-83.669417,Andrej  Lenert,"The University of Michigan is partnering with AeroShield to develop a manufacturing strategy for a novel aerogel material developed by the project team. This material has the potential to substantially improve the efficiency of concentrating solar-thermal power parabolic trough collectors. The aerogel is transparent to the solar spectrum, and can be modified to absorb heat that would otherwise be lost from the receiver tube. The team plans to show the aerogel can enable efficient solar-thermal energy collection at 700°C, to enable parabolic trough collectors to couple with high-temperature and high-efficiency power cycles"
Silicon-Carbide Receiver/Reactor by Additive Manufacturing for Concentrated Solar Thermocatalysis with Thermal Energy Storage,Dimensional Energy Inc.,DE-EE0009806,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,9/1/2022,8/31/2025,"$2,728,837.00 ","$707,000.00 ",Ithaca,NY,14850,node/4814387,42.44314259,-76.50416984,Bradley Brennan,"Dimensional Energy is partnering with Heliogen to design, develop, and test a solar-driven chemical reactor that can produce sustainable jet fuel. The reactor will turn captured carbon dioxide and green hydrogen into fuel at a target price below $2 per gallon. The team will leverage an additively manufactured silicon carbide material that is stable at temperatures greater than 1,000°C to enable this technology. The concept integrates thermal energy storage into the receiver to enable continuous operation of the reactor."
Improved Design Standard for High Temperature Molten Nitrate Salt Tank Design,"Idom, Inc.",DE-EE0009807,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,9/1/2022,8/31/2025,"$2,000,000.00 ","$500,000.00 ",Minneapolis,MN,554012274,node/4814387,44.983654,-93.269357,Francisco Javier Alvarez  Mingorance,"This project will develop a comprehensive design guide for thermal energy storage tanks for molten nitrate salt. The team will develop methodologies for the tank's structural design, considering corrosion effects and other factors, and guidelines for material selection, welded joints, fatigue evaluation, the design of the tank foundation, and its leak detection systems, in addition to the effects of choosing internal versus external tank insulation. This guide could be a standard for nitrate salt tanks for developers to adopt and implement in new plant builds"
Evaluation of High-Temperature Sensors for Molten Solar Salt Applications,Sporian Microsystems Inc,DE-EE0009816,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,9/1/2022,8/31/2024,"$727,505.00 ","$181,877.00 ",Lafayette,CO,80026,node/4814387,39.99649,-105.09749,Evan Pilant,"Sporian Microsystems will design and fabricate sensors for use in molten salt CSP plants. The sensors will be able to monitor flow rates, fluid pressures and chemical impurities, to ensure reliable plant operations. Sporian is teaming with three national labs to evaluate and validate the performance of these sensors. Precise measurements of molten salt flow, pressure, and chemical composition at operating temperature will provide CSP plant operators with information that can allow for enhanced control to improve performance and prolong the life of key CSP subcomponents. "
Low-cost and high-performance heat exchangers for Concentrating Solar-thermal Power,"University of Maryland, College Park",DE-EE0010191,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2021 Funding Program,FY21 PV & CSP,Active,10/1/2022,3/31/2024,"$400,000.00 ","$100,000.00 ",College Park,MD,20742,node/4814387,38.98663,-76.95602,Ji-Cheng Zhao,"University of Maryland will design and manufacture a low-cost, high-performance particle-to-supercritical carbon dioxide (sCO2) heat exchanger for CSP. Three enabling technologies will be integrated together to achieve the cost and performance. First is a new high-speed laser additive manufacturing technique that utilizes a specially designed powder-feeding nozzle to achieve 100 times faster deposition rate than conventional laser deposition. The second technology is an innovative helical heat exchanger geometry that can be easily made using additive manufacturing. The third technology is a low-cost, novel alumina-forming steel invented at Oak Ridge National Laboratory that has high creep and oxidation resistance up to 1100 °C. These technologies will enable high-performance and low-cost heat exchangers for particle-to-sCO2 and other CSP heat exchanger needs."
Advance perovskite solar cell development and stability using in-line electrochemical methodologies,University of Arizona,DE-EE0010238,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$300,000.00 ","$75,000.00 ",Tucson,AZ,85719,node/4820155,32.23,-110.96,Erin Ratcliff,"This project will develop an instrument to test for defects in perovskite thin films that can be integrated into a high-throughput manufacturing line and testing protocols. This will provide a low-cost, highly scalable method to understand the impact of different materials and manufacturing methods on the stability of perovskite PV cells and enable expanded perovskite PV manufacturing."
"Planar Transformer Systems for Modular Power Electronics in Long-Haul, Low-Cost Photovoltaic Systems",Arizona State University,DE-EE0010239,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$300,000.00 ","$75,000.00 ",Tempe,AZ,85281,node/4820155,33.436665,-111.940325,Mike Ranjram,"This project team will design new power electronic converters for connecting solar PV systems to the grid that are modular and redundant. The new converters will be smaller than current devices, easily repaired and upgraded, and made using methods and materials that are less sensitive to supply chain changes. This will support longer operational lifetimes while maintaining high performance in PV systems."
Solar Decarbonization of Paraffin Dehydrogenation Through Particle Heat Carriers,University of Maine System,DE-EE0010240,Concentrating Solar Power,node/790241,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$400,000.00 ","$120,106.00 ",Orono,ME,4469,node/4820155,44.903154,-68.66311,Justin Lapp,"This project will develop a novel thermochemical reactor that uses solid catalyst particles, heated by solar particle receivers, in a continuous moving bed reactor operating from 600º-900ºC. The team will characterize the reaction kinetics and solar absorption of the particles, demonstrate their operation in a lab-scale moving bed reactor, and produce a design for on-sun prototype testing. If successful, the research will help advance novel systems for decarbonizing the chemicals industry."
Monolithic Encapsulation of Perovskite Solar Cells with Transparent Conductive Composites for Long-Term Stability,University of Hawaii Systems,DE-EE0010241,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,9/1/2022,3/1/2024,"$300,000.00 ","$75,030.00 ",Honolulu,HI,96822,node/4820155,21.317549,-157.815249,Nicolas Gaillard,"This project team will investigate a new sealant material to use as a protective outer layer on perovskite PV cells. Most sealants used today must be applied at high temperatures, which can break down the perovskite material. This new material could be applied at room temperature. The new material could also replace glass in cells where the glass is used as a protective layer, decreasing the cost of these modules."
Precursor Engineering of All-Inorganic Perovskite Absorber and Rapid Photonic Annealing for Large-Area Highly Stable Perovskite Solar Modules,University of Alabama,DE-EE0010242,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$300,000.00 ","$75,000.00 ",Tuscaloosa,AL,35487,node/4820155,32.23,-110.96,Dawen Li,"This project will enable high-speed printing of perovskite solar cells using a newly modified perovskite material and innovative processing techniques. This method will help overcome current barriers to perovskite cell manufacturing, such as instability and long processing times. The team will use a perovskite material where the organic molecules are replaced with inorganic elements to increase its stability, and pair this with outer layers made of metal oxide materials to provide physical protection and improve transfer of electricity out of the module. These will then be used to make modules from a liquid solution through a process called slot-die coating, which can be scaled up for use in a high-speed manufacturing line. The team will aim to make mini-modules with power conversion efficiencies above 20%. This combination of new materials and techniques have the potential to provide low-cost, stable perovskite photovoltaic modules."
Low-Cost Thermo-Electrochemical Hydrogen,Arizona State University,DE-EE0010243,Concentrating Solar Power,node/790241,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$398,651.00 ","$99,662.00 ",Tempe,AZ,85281,node/4820155,33.436665,-111.940325,Ivan Ermanoski,"This project will develop a novel hydrogen production process driven both by high-temperature heat and electricity. The method relies on an applying an electrical bias to metal-oxide materials that are capable of splitting water to produce hydrogen and oxygen. If successful, the concept would significantly reduce the production temperature of hydrogen compared to similar processes—enabling less expensive chemical reactors, while requiring much less electricity than conventional electrolysis processes for splitting water."
High Efficiency Recycled Silicon Solar Cell,Rector & Visitors of the University Of Virginia,DE-EE0010244,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,9/1/2022,3/1/2024,"$261,878.00 ","$65,469.00 ",Charlottesville,VA,22903,node/4820155,38.033,-78.4967,Mool Gupta,"This project will investigate new cost-effective and environmentally friendly methods for recycling silver metal used in silicon PV modules. The silver used for electrical contacts in silicon solar cells is one of the most expensive components, and is currently recovered from old or broken silicon solar cells using nitric acid–a technique that can be environmentally harmful and inefficient. This project will use a new method called laser ablation to remove silicon from PV modules by converting them into small particles. Laser ablation is a low environmental impact process that provides higher yield of recycled silver, and the silver particles recovered during the process can be directly used in manufacturing new silicon modules."
Heliostats with Adjustable Shape for High Concentration throughout the Day,University of Arizona,DE-EE0010246,Concentrating Solar Power,node/790241,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$400,000.00 ","$100,000.00 ",Tucson,AZ,85719,node/4820155,32.23,-110.96,James Roger Angel,"This project will develop a novel heliostat design that can change the curvature of the mirror as the sun changes its position in the sky. If successful, this design concept has the potential to significantly improve the efficiency of each individual heliostat. This could potentially reduce the number of heliostats needed for a given thermal power, lowering CSP capital costs. The team will perform a detailed evaluation of the resulting improvement on heliostat field performance and solar receiver efficiency."
In-situ Hydrogen Microstructural Characterization of Silicon Heterojunction Passivation: Addressing Open Circuit Voltage Degradation and Mitigation Pathways,University of Delaware,DE-EE0010249,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$300,000.00 ","$75,000.00 ",Newark,DE,19716,node/4820155,39.667357,-75.750231,Ujjwal Das,"This project will develop a method to measure microstructural changes in the silicon layer of PV modules under accelerated heat and light stress tests, which are designed to predict the operational lifetime of the modules. The project team will focus on a particular type of silicon PV cells that have thin layers of silicon with hydrogen added in to change the electrical properties. These layers boost PV cell efficiency, but may decrease the material’s stability. This new method will measure how the hydrogen reacts to the accelerated lifetime tests and use this information to develop mitigation strategies and enable 30–50-year operational lifetimes for silicon heterojunction PV cells."
Accelerating Cycles of Learning of Advanced Silicon Architectures: Cell Processing Approaches and their Effect on Degradation Mechanisms,Case Western Reserve University,DE-EE0010250,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,9/1/2022,3/1/2024,"$296,894.00 ","$74,224.00 ",Cleveland,OH,44106,node/4820155,41.509126,-81.608987,Laura Bruckman,This project will develop a process that can rapidly predict the performance and durability of new materials for silicon PV cells without having to fully optimize the new device first. This will save research time and effort by identifying which new silicon PV cell designs have the best potential to achieve both high efficiency and long operational lifetimes. The process will examine a wide spectrum of factors that could affect the device performance–from stability of the silicon material itself to accelerated aging tests of the module components in different climates–to develop these predictions.
Particle Flow Control in Concentrating Solar-thermal Power Systems,The University of Tulsa,DE-EE0010251,Concentrating Solar Power,node/790241,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,10/1/2022,3/31/2024,"$374,787.00 ","$93,723.00 ",Tulsa,OK,74104,node/4820155,36.14691,-95.95428,Soroor  Karimi,"This project will develop an improved particle flow control system for Gen3 CSP systems that can help improve system-level performance by accommodating off-design operating conditions and optimizing heat transfer rates. The team will build and test a prototype, based on design principles developed by the drilling industry, for verification of performance under high temperature conditions."
Investigations of single-crystal Cadmium Telluride on Silicon to enable future Photovoltaic devices,"Uriel Solar, Inc.",DE-EE0010252,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,9/15/2022,3/15/2024,"$300,000.00 ","$100,000.00 ",Westlake Village,CA,913615959,node/4820155,34.146,-118.8055,Peter Dingus,"This project will develop methods to add high-quality layers of cadmium telluride on top of silicon in PV cells. These layers have the potential for significantly higher power conversion efficiency compared to the silicon-only or cadmium telluride-only PV cells, but adding this layer can be challenging. This team will analyze and optimize methods for adding the cadmium telluride layer to maximize stability, efficiency, and ease of fabrication."
Performance Assessment of Photovoltaic Panels Using Impedance Spectroscopy,University of Connecticut,DE-EE0010253,Photovoltaics,node/790881,Funding Opportunity,Small Innovative Projects in Solar 2022 - Concentrating Solar Thermal Power and Photovoltaics,FY22 SIPS - CSP & PV,Active,9/1/2022,3/1/2024,"$303,782.00 ","$75,924.00 ",Farmington,CT,6032,node/4820155,41.72499,-72.81672,Sung Yeul Park,"This project will develop a tool that can analyze PV modules while in operation. The tool will measure how the power output and lifetime of the PV modules is affected by different intensities of light, materials-level characteristics like defects, impurities, and mechanical properties, and module-level characteristics like electrical connectors."
"Development of an Indirectly Irradiated Solar Thermal Calcination System, nominally at 400kWth, for On-Sun Testing",Heliogen Holdings,DE-EE0010312,Concentrating Solar Power,node/790241,Funding Opportunity,"Concentrating Solar-Thermal Power Fiscal Year 2022 Research, Development, and Demonstration Program",FY22 CSP,Active,9/27/2022,6/30/2023,"$4,145,296.00 ","$1,036,325.00 ",Pasadena,CA,91103,node/4822953,34.16424,-118.083005,Apurba Das,"This project will demonstrate a solar-driven version of a device called a calciner, which performs a heated chemical reaction to remove carbon dioxide from limestone for cement production. This project will also support the development of the commercial solar calciner by creating modeling tools, designing a scalable prototype, and performing on-sun testing of this prototype. The prototype calciner will be able to operate at high temperatures up to 950 °C by using innovative particle receiver technology that will accelerate the chemical reactions, fabricated from readily available materials like limestone."
Concentrated Solar-Powered Carbon Membrane Reactor for Decarbonized Propylene and Hydrogen Production,"University of Maryland, College Park",DE-EE0010313,Concentrating Solar Power,node/790241,Funding Opportunity,"Concentrating Solar-Thermal Power Fiscal Year 2022 Research, Development, and Demonstration Program",FY22 CSP,Active,9/27/2022,6/30/2023,"$2,000,000.00 ","$580,001.00 ",College Park,MD,20742,node/4822953,38.98663,-76.95602,Dongxia Liu,"This project aims to enable carbon-free production of propylene, a key industrial chemical used to produce plastics. The team will develop a novel solar-powered chemical reactor that produces propylene by removing hydrogen from propane. This innovative technology combines multiple materials needed to perform the chemical reaction into a single structure. Combining technologies for solar energy collection, conversion of solar energy into heat, and chemical reactions into a single platform will streamline carbon-free production of propylene. This technology also has the potential to extend to carbon-free production of a broad range of industrial chemicals."
