CID,Project_Title,Awardee,Program_Area,DOE_Funding_Amount,Recipient_Type,Award_Type,State,FOA_Name,FOA_NodeID,Fiscal_Year_Awarded,Subprogram_Node,Project_Description,Status,Contact_email,Contact_url
DE-EE0006736,Development of On-Site Tapered Spiral Welding for Large Turbine Towers,Keystone Tower Systems,Next-Generation Technology Development and Manufacturing,"$999,826 ",Private Industry,Competitive Funding Opportunity Announcement,MA,U.S. Wind Manufacturing: Taller Towers FOA,/node/801596,2014,/node/778431,"Keystone Towers of Boston, Massachusetts implemented an on-site spiral welding system that enabled turbine towers to be produced directly at the installation site, freeing projects of transportation constraints. Adapted from an in-field welding process used by the pipe manufacturing industry, Keystone’s spiral welding technique has been scaled up to produce large diameter steel towers that are lighter than standard turbine towers, which will lower costs. By fabricating towers at the project site, diameters can exceed transport constraints, enabling towers that cost effectively scale to 180m+. This project has advanced a technology originally developed under a DOE Small Business Innovation Research grant towards commercial adoption by the wind industry.",Completed,,
DE-EE0006737,Hexcrete Tower for Harvesting Wind Energy at Taller Hub Heights,Iowa State University,Next-Generation Technology Development and Manufacturing,"$1,000,000 ",University/College,Competitive Funding Opportunity Announcement,IA,U.S. Wind Manufacturing: Taller Towers FOA,/node/801596,2014,/node/778431,"Iowa State University developed a hexagonal-shaped tower that combines high-strength concrete with pre-stressed steel reinforcements to assemble individual tower modules and wall segments that can be easily transported and joined together on-site. Due to the modular design, thicker towers capable of supporting turbines at increased heights (120 meters or 394 feet) can be produced at a reduced cost. The objectives were to: 
<ul>
<li>Design and optimize 120 m (394 ft) and 140 m (459 ft) tall towers and foundations to support 2.3 MW and 3.2 MW turbines. </li>
<li>Conduct complementary analytical studies.</li>
<li>Complete an experimental verification of the Hexcrete cell.</li>
<li>Experimentally evaluate fatigue behavior of Hexcrete members and connections.</li>
<li>Complete engineering drawings and erection plans.</li>
<li>Perform LCOE analyses for the tall Hexcerte towers.</li>
<li>Complete cost estimation of technology development and field deployment.</li>
<li>Formulate product development and commercialization plans.</li>
</ul> 
Several new technologies had been suggested for taller towers, but none of the options had shown to be cost competitive, as evidenced by the limited use and the inability to eliminate transportation and logistics challenges. The Hexcrete technology puts the manufacturer, contractor, and wind farm owners in charge of how the tower should be prefabricated and erected, avoiding any special transportation requirements. It offers versatilities in the use of materials, connection choice, location of prefabrication, erection sequence, and the possibility of combining concrete with steel tubular segments. Using High Performance Concrete (HPC) and Ultra High Performance Concrete (UHPC), the technology allowed the base dimension to be limited to that expected for steel tubular towers. Tower dimensions were governed by strength requirement, not fatigue loads, allowing the towers to be designed for 40 to 50 years of design life. Since the entire tower is post-tensioned to the foundation using unbonded tendons, it can also be detensioned and disassembled relatively easily, simplifying the decommissioning of the towers. 
",Completed,,
DE-EE0006801,Advanced High Torque Density Magnetically Geared Generator,University of North Carolina at Charlotte,Next-Generation Technology Development and Manufacturing,"$500,000 ",University/College,Competitive Funding Opportunity Announcement,NC,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/778391,"The University of North Carolina at Charlotte designed and built a 30-kilowatt multistage magnetic gearbox, which was validated for reliability, efficiency, and its potential to operate more quietly than currently available generators. The project demonstrated that a magnetically geared generator has the potential to improve the reliability and efficiency of wind turbines. The objective of this project is to design, fabricate, and test a 30kW (@30RPM) magnetically geared generator (MGG). Initially, a 59:1 multistage magnetic gearbox (MSMG) was designed, constructed, and tested. Once that had been validated, a stator winding was integrated within the MSMG in order to demonstrate the MGG capability. An analytical MSMG model was also used to conduct scaling analysis with the goal of creating a conceptual design for a 5MW MSMG power take off. A cost comparison of the MGG was conducted. For more information, see <a href=""https://www.osti.gov/biblio/1494152-advanced-high-torque-density-magnetically-geared-generator"" target=""_blank""> Advanced High Torque Density Magnetically Geared Generator</a>.",Completed,,
DE-EE0006802,An Online Intelligent Prognostic Health Monitoring System for Wind Turbines,University of Nebraska at Lincoln,Next-Generation Technology Development and Manufacturing,"$1,499,981 ",University/College,Competitive Funding Opportunity Announcement,NE,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/778391,"The University of Nebraska-Lincoln developed an online health monitoring system that uses the electric current signals produced by a turbine’s generator in order to track the generator’s performance and help determine when it needs to be repaired. This technology could reduce operating costs by decreasing unscheduled downtime due to unplanned maintenance. The objective of this project was to develop a low-cost, online, intelligent prognostic health monitoring system (PHMS) for wind turbines. The PHMS primarily uses current signals acquired from generator terminals or in the wind turbine control system to diagnose and prognose the faults and determine the health condition of the wind turbine system. In addition to current signals, the PHMS can also be used to include vibration signals in wind turbines to provide additional prognostic health monitoring capability and improved diagnosis and prognosis accuracy. Due to the fundamental difference between a wind turbine drivetrain and pitch system, different PHMSs were developed for drivetrains and pitch systems. In this project, the PHMSs developed were demonstrated on two types of wind turbine drivetrains. One type of drivetrain consists of a turbine rotor, blades, and an electrical generator, which are commonly used in direct-drive (no gearbox) wind turbines equipped with permanent-magnet synchronous generators (PMSGs). The other type of drivetrain consists of a turbine rotor, blades, a gearbox, and an electrical generator, which are commonly used in wind turbines equipped with doubly-fed induction generators (DFIGs). A typical pitch system consists of a direct current (DC) motor, a DC motor drive, a gearbox, and a pitch bearing. This project was the first to develop a complete set of methods using current signals for diagnosis and prognosis of wind turbine mechanical faults and the first to combine current and vibration signals for wind turbine fault diagnosis and prognosis. The PHMSs developed in this project outperformed the state-of-the-art wind turbine condition monitoring technologies in terms of cost, hardware complexity, implementation, accuracy, capability, and reliability. The PHMSs provided a low-cost, reliable solution for the wind industry to reduce the failure rate and level, O&M costs, and downtime, improve reliability, and extend the life of wind turbines.",Completed,,
DE-EE0006803,Stereo-Optic High Definition Imaging: A New Technology to Understand Bird and Bat Avoidance of Wind Turbines,BioDiversity Research Institute,Environmental Impacts and Siting,"$1,110,074 ",Non-Profit,Competitive Funding Opportunity Announcement,ME,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/778451,"Biodiversity Research Institute (BRI), University of Maine Orono School of Computing and Information Science (UMaine SCIS), HiDef Surveying Limited (HiDef), and SunEdison (formerly First Wind) developed a stereo-optic camera system with near-infrared technology to investigate new methods for documenting aerofauna behavior around wind turbines. The stereo-optic camera system used two synced high-definition fisheye video cameras with on-board processing software that detects moving objects, which can be identified in post-processing. The stereoscopic imaging system offered the ability to extract depth information from pairs of images captured from different viewpoints. For more information, see <a href="" http://www.briloon.org/renewable/imaging"" target=""_blank"">Stereo-Optic High Definition Imaging: A New Technology to Understand Bird and Bat Avoidance of Wind Turbines</a>.",Completed,,
DE-EE0006804,The Incubation of Next-Generation Radar Technologies to Lower the Cost of Wind Energy,Texas Tech University,Atmosphere to electrons: Plant Optimization and Resource Characterization,"$1,389,900 ",University/College,Competitive Funding Opportunity Announcement,TX,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/904576,"Texas Tech University in Lubbock developed a first-of-its-kind, radar-based prototype to measure the flow of wind through wind farms, which will increase data availability and lead to improved modeling. While radar platforms have been used extensively in meteorological applications, this is the first radar system specifically designed for wind energy research. This new design for a modular and portable system requires less power to operate and can measure larger areas than currently utilized conventional radar systems. The goal of this project was to revolutionize wind farm complex flow measurements. The feasibility of employing radar technology to measure wind plant relevant complex flows (e.g. turbine-to-turbine interaction, and/or turbine inflow and wake flow) was historically illustrated by Texas Tech University using the TTUKa radars. While maintaining unique advantages in resolution, scan speed and maximum range relative to other technologies, the existing TTUKa radars provided limited data availability in many non-precipitating (i.e. clear air) environments, did not operate in an autonomous manner, were susceptible to attenuation in moderate/heavy precipitation, and maintained water vapor and sea salt absorption issues that minimized performance offshore. These inherent limitations reduced the application of the technology to research oriented projects. This incubator project resulted in the development of a new DOE-X prototype radar which maintains similar spatial and temporal resolutions to that of the TTUKa radars, but mitigates the identified limitations leading to the potential for more widespread adoption. 
The new prototype radar will assist DOE and industry partners in developing smart wind farms, where energy extraction and loads mitigation are considered at the plant scale. By providing more reliable complex flow information at sufficient resolution from across an entire wind plant, the new radar technology opens the door for rapid validation of wind plant scale control concepts and related simulations. Given that there is up to a 30% reduction in plant performance due to turbine-to-turbine interaction alone, new optimization concepts at the plant level offer a tremendous opportunity to enhance the output from both new and existing wind plants and significantly lower the cost of energy. 
The developed DOE-X radar provides a cornerstone instrument to assist in this transition. The project complements the Energy Department’s ongoing Atmosphere to Electrons (A2e) Initiative, which aims to improve wind plant performance by increasing understanding of how wind moves throughout wind farms. 
The results of the study are documented in the report, <a href=""https://www.osti.gov/scitech/biblio/1364776-final-technical-report-incubation-next-generation-radar-technologies-lower-cost-wind-energy"" target=""_blank""> Final Technical Report: The Incubation of Next-Generation Radar Technologies to Lower the Cost of Wind Energy</a>.
For more information on work the U.S. Department of Energy and its national labs have done to minimize the effects of wind turbines on radar, see <a href=""https://www.energy.gov/sites/prod/files/2018/04/f51/WTRM_Factsheet_Final_2018.pdf"" target=""_blank"">Wind Turbine Radar Interference Mitigation Factsheet</a>.

",Completed,,
DE-EE0006898,Wind Forecasting Improvement Project in Complex Terrain near the Columbia River Gorge,Vaisala,Atmosphere to electrons: Plant Optimization and Resource Characterization,"$2,500,000 ",Private Industry,Competitive Funding Opportunity Announcement,CO; WA; OR,Wind Forecasting Improvement Project in Complex Terrain FOA,/node/778436,2014,/node/778436,"Wind Forecasting Improvement Project in Complex Terrain, known as WFIP2, was a four-year multi-institutional field and modeling study integrating industry, academia, NOAA, and DOE national laboratories in an effort to improve wind forecasts in the 0–45 hour ahead time frame. The focus area for the project was the Columbia Basin of the northwest United States, a wind energy region in complex terrain, which poses severe challenges to forecast models.
The overall objective of WFIP2 was to improve short-term wind forecasts by improving model treatment of atmospheric processes in complex terrain. Improvements have already been transferred to NOAA’s High Resolution Rapid Refresh Model, a foundational weather forecast model for the U.S. Wind power forecasters build these forecasts to provide power forecasts for the wind industry.",Completed,,
DE-EE0007032,A Biometric Ultrasonic Whistle for Use as a Bat Deterrent on Wind Turbines,University of Massachusetts,Environmental Impacts and Siting,"$249,684 ",University/College,Competitive Funding Opportunity Announcement,MA,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"The University of Massachusetts, Amherst, developed a novel ultrasonic deterrent designed to cover the entire rotor-swept zone of a wind turbine. The deterrent design consisted of a series of ultrasonic pulse generators, or whistles modeled after that of a bat larynx, which responds in a non-linear fashion to small changes in air pressure, allowing for chaotic changes in frequency of sound produced.  The whistles were affixed to a wind turbine blade to passively produce ultrasonic sounds mimicking the spectrotemporal patterns of bat echolocation pulses as turbine blades spin, thereby enhancing the bats’ ability to detect, localize and avoid the moving blades. Initial prototype design were followed by an iterative process of modelling, three-dimensional fabrication, and testing to ensure performance over a range of conditions. Factors critical to success included reproduction of key features of bat larynx acoustic behavior in a man-made mechanical device, evaluation of acoustic performance through the use of a pressurized air-line and wind tunnel, and evaluation of deterrent properties on bats in the laboratory and field.
Objectives:
<ul>
<li>Derive design parameters for ultrasonic deterrent based on avoidance responses to sounds by at-risk bat species;</li>
<li>Design biomimetic model of bat larynx, which reproduces key aspects of ultrasonic behavior.  Confirm prototype whistle acoustic behavior in laboratory and wind tunnel;</li>
<li>Model and experiment to derive altered designs which display similar behavior, but at altered frequencies. Confirm prototype whistle acoustic behavior in laboratory and wind tunnel;</li>
<li>Evaluate bat avoidance response to sound regimes produced by series of prototype whistles, and</li>
<li>Test whistle acoustic behavior on small-scale wind turbine.</li>
</ul>",Completed,,
DE-EE0007033,Texturizing Wind Turbine Towers to Reduce Bat Mortality,Texas Christian University ,Environmental Impacts and Siting,"$249,076 ",University/College,Competitive Funding Opportunity Announcement,TX,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"The overall goal of this project was to develop a wind turbine tower coating that 1) bats have little or no interest in approaching (i.e., wind turbine towers are not perceived or misperceived to be a resource), 2) can be applied to operational wind turbine towers or incorporated into their manufacturing stage, 3) is economically feasible to produce and apply, and 4) when tested, effectively reduces bat activity, and therefore bat mortality, at operational wind turbines. The hypothesis was that bats are coming into contact with wind turbine towers (and are therefore at risk of entering the rotor swept zone) because they perceive or misperceive the wind turbines to be a resource, then altering the tower surfaces may provide an innovative means of reducing mortality risk that does not entail a loss in power production. Incremental reductions in bat mortality may be especially important in areas where take of threatened or endangered species is possible. Furthermore, depending on how effective this technology is at minimizing bat mortality, the texture treatment may be used as a stand-alone minimization solution or in combination with other solutions.
The wind turbine tower coating development and application plan were completed in 2016. Assessing how bats respond to the coating in a controlled flight facility, as well as testing the effectiveness of the tower coating at reducing bat activity, and therefore potentially bat mortality, at operational wind turbines were completed in 2017.  TCU's test results at commercial scale turbines were promising but, statistically inconclusive, requiring additional data to draw more rigorous conclusions.  
For more information, see <a href=""https://www.osti.gov/biblio/1502997-texturizing-wind-turbine-towers-reduce-bat-mortality"" target=""_blank""> Texturizing Wind Turbine Towers to Reduce Bat Mortality report</a>.",Completed,,
DE-EE0007034,Mounted Bat Impact Deterrence System,Frontier Wind ,Environmental Impacts and Siting,"$248,970 ",Private Industry,Competitive Funding Opportunity Announcement,CA,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"Frontier Wind worked to develop and demonstrate a bat impact deterrence system to reduce the need for operational curtailment, which requires shutting off turbines during peak bat activity periods. A deterrent system that is as effective as curtailment will allow for normal wind farm operations and increased electricity generation compared to curtailment. In 2016, while Frontier completed their final analysis task, major technical issues with the system’s power supply limited their ability to present significant results. In conjunction with the California Energy Commission, Frontier Energy was planning a second field evaluation of their technology in 2017, to complete the research effort from 2016. Despite Frontier Wind working to address those technical issues directly after the 2016 field season, power supply challenges prevented the second year of testing in 2017, and wildfires around the test site in California prevented completion again in 2018. Due to this circumstance, and additional financial challenges, Frontier Wind was unable to continue the last phase of their initial research.",Completed,,
DE-EE0007035,Ultrasonic Bat Deterrent Technology,General Electric (GE) Power & Water,Environmental Impacts and Siting,"$625,000 ",Private Industry,Competitive Funding Opportunity Announcement,SC; IL,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"The project objective was to advance the development and 2016 testing of GE’s bat deterrent system (initially designed and developed in 2012 and tested in 2013 and 2014 at an operating wind farm) with a goal to increase effectiveness to over 50% with broad species applicability. Beginning in 2013, GE and California Ridge Wind Energy (CRWE) began testing their pneumatic deterrent device at an operating wind farm in Illinois. Prior research had demonstrated the effectiveness of GE’s commercial-grade, air-powered, ultrasonic bat deterrent to be between 30% and 50% depending upon bat species. Additionally, the research supported by this program provided insights into bat behavior and ultrasonic deterrent design that had not previously been explored, specifically bat behavioral responses in the presence of ultrasonic deterrent sound fields, which could be utilized to improve effectiveness of the deterrent.
The DOE research culminated in a 2017 final report highlighting the results of the updated design and deployment modifications tests to the turbine-mounted deterrent system at the California Ridge Wind Energy facility. For more information, see <a href=""https://www.osti.gov/biblio/1421847-ultrasonic-bat-deterrent-technology"" target=""_blank""> Ultrasonic Bat Deterrent Technology Final Technical Report</a>. ",Completed,,
DE-EE0007036,Evaluating the Effectiveness of an Ultrasonic Acoustic Deterrent (UAD) in Reducing Bat Fatalities at Wind Energy Facilities,Bat Conservation International ,Environmental Impacts and Siting,"$624,040 ",Non-Profit,Competitive Funding Opportunity Announcement,TX,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"Bat Conservation International (BCI) recently completed research to advance the design of a pezio-electronic ultrasonic acoustic bat deterrent device, and carried out a full-scale validation of its effectiveness at a wind plant.  The listing of several bat species as threatened or endangered presents siting and permitting challenges for new facilities and mitigation challenges for existing wind energy facilities. Currently, the only scientifically proven strategy to consistently reduce bat fatalities at wind turbines is operational minimization. Recently published studies indicate that feathering the blades below a higher-than-normal cut-in speed (e.g., 1.5–3.0 m/s above the manufacturer’s cut-in speed) results in an average 50% reduction in bat fatalities compared to normally operating turbines. However, altering turbine operations, even on a limited-term basis, may pose operational and financial challenges for wind energy operators, particularly in low wind regions. Moreover, operational minimization may not be effective for all species (e.g., bats capable of flying at higher wind speeds). Thus, there is a need to develop alternative solutions that reduce bat fatalities while allowing turbines to operate normally.
The purpose of this project is to assess the effectiveness of an ultrasonic acoustic deterrent (UAD) to reduce bat activity and fatality at wind turbines. The major project objectives are to 1) determine the best placement and orientation of the UAD to ensure safety, compatibility and functionality of the devices, 2) assess the functionality of a newly redesigned UAD, 3) investigate the effectiveness of the technology in reducing bat fatality at wind turbines based on UAD placement and orientation, 4) directly compare the costs and benefits of UADs to operational minimization (i.e., feathering blades and raising cut-in speeds of wind turbines to reduce bat fatality), and 5) examine whether a synergistic interaction exists between operational minimization and deterrents.",Completed,,
DE-EE0007880,Evaluating the Effectiveness of a Camera-Based Detection System to Support Informed Curtailment and Minimize Eagle Fatalities at Wind Energy Facilities,American Wind Wildlife Institute,Environmental Impacts and Siting,"$781,621 ",Non-Profit,Competitive Funding Opportunity Announcement,DC; WY; OR,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"This project will evaluate of the effectiveness of a technology intended to help reduce eagle collisions with wind turbines. IdentiFlight, developed by RES in collaboration with Boulder Imaging, is an autonomous aerial monitoring and detection system. High-precision optical technology installed atop an IdentiFlight tower detects, identifies, and tracks eagles flying within a one-kilometer hemisphere around the IdentiFlight tower. IdentiFlight is intended to facilitate turbine shutdown (also known as ‘informed curtailment’) to reduce collision risk of golden eagles and other protected species. IdentiFlight uses two camera types and a classification algorithm based on machine vision learning. Once an object is detected, IdentiFlight directs a camera to point at the object to determine distance to the object and to gather data to determine if the object is an eagle or not. Video footage is reviewed by technicians and avian experts who then update IdentiFlight’s image library, and this library is used to improve IdentiFlight’s classification algorithms. The position of any bird being tracked is transmitted to a central user interface along with the classification confidence statistic. At the user interface, the bird proximity to a turbine, velocity vector, classification result, and more will be used to activate specific curtailment strategies through signals to turbine operators or automated curtailment of turbines through Supervisory Control and Data Acquisition (SCADA).
The American Wind Wildlife Institute (AWWI) is conducting an independent, 3rd-party evaluation of IdentiFlight’s ability to detect large birds, correctly classify them as eagles or non-eagles, and make curtailment decisions at wind facilities. The results of this multi-year, multi-site evaluation of IdentiFlight’s performance will provide a credible estimate of the reduction in collision risk to eagles gained through the implementation of IdentiFlight. This study will be used by the wind industry and regulatory agencies to inform the appropriate application of IdentiFlight in Eagle Conservation Plans and other conservation measures to reduce collision risk of target species. ",Active,,
DE-EE0007881,Detection and Perception of Sound by Eagles and Surrogate Raptors,University of Minnesota,Environmental Impacts and Siting,"$250,000 ",University/College,Competitive Funding Opportunity Announcement,MN,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"Sound-based deterrent systems are a viable pathway for reducing eagle mortality, yet we have very little information on the hearing capabilities of bald and golden eagles, making the design of an effective auditory deterrent extremely difficult. This project conducted an 18-month research program with three distinct activities: 1) map the auditory abilities of bald and golden eagles; 2) record and analyze the vocalizations of bald eagles to inform development of acoustic deterrents; and 3) in a controlled lab setting, evaluate the response of bald eagles to several acoustic stimuli. The study also conducted hearing assessments on red-tailed hawks as a potential surrogate species for future technology validation. The project was designed to provide information in a form that is relevant and easily transferrable to technology development communities, specifically those involved in developing detection and deterrence technologies for eagles and other avian species. ",Completed,,
DE-EE0007882,Understanding the Golden Eagle sensory world to enhance detection and response to wind turbines,Purdue University,Environmental Impacts and Siting,"$250,000 ",University/College,Competitive Funding Opportunity Announcement,IN,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"The goals of this project are to: (1) measure key components of the visual and auditory systems of golden eagles (Aquila chrysaetos) and bald eagles (Haliaeetus leucocephalus), (2) run simple behavioral tests in wildlife rehabilitation centers to determine the responses of eagles (attraction, avoidance, neutral) to combinations of conspicuous visual and acoustic stimuli, and (3) provide recommendations (based on sensory physiology) to engineers for development of deterrent or alerting signals that can be implemented in the field. These signals tuned specifically to the golden and bald eagle sensory worlds could then be used for field tests at wind farms, leading to much more efficient eagle, and potentially other raptor, deterrent technologies.",Active,,
DE-EE0007883,Evaluating the Effectiveness of a Detection and Deterrent System in Reducing Eagle Fatalities at Operational Wind Facilities,American Wind Wildlife Institute,Environmental Impacts and Siting,"$698,608 ",Non-Profit,Competitive Funding Opportunity Announcement,DC; CA; WY,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"The DTBird system evaluated in this study includes a video-surveillance detection module and a deterrence module. DTBird’s detection system scans its surroundings for large birds but is not designed to classify targets or distinguish between species. In this study, the deterrent system is optimized for targets equivalent in size to an eagle with approximately 2-meter wing span. If the automated detection module locks on to a target and perceives that the target has entered a determined collision risk zone, the deterrence module first emits an audible warning signal. If the surveillance system perceives that the target crosses a second, closer distance threshold, then the deterrence module emits a stronger dissuasion signal intended to encourage the bird to change its flight path and avoid the turbine. Technical specifications for this project are based on the model DTBirdV4D8, with four HD wide-angle cameras located every 90° on the tower of the wind turbine 5-10 meters above the ground, and eight speakers, four located by the cameras and four at 90&deg; on the tower of the wind turbine ~10-20 meters below the nacelle. 
American Wind Wildlife Institute (AWWI) is conducting an independent, 3rd-party evaluation of DTBird’s ability to detect large birds in a suite of environmental conditions using Unmanned Aerial Vehicles (UAVs, also known as drones) shaped and painted to look like a golden eagle. The Project Team will review DTBird video recordings of the technology’s observations of wild eagles and other raptors to evaluate these species behavioral response in reaction to exposure to DTBird’s warning and dissuasion signals. The Project Team will also conduct a two-year controlled experiment to evaluate the flight behavior of eagles near turbines with DTBird units that have deterrent signals activated (experimental treatment) and muted (control). The results of this multi-year, multi-site evaluation of DTBird’s performance will provide a credible estimate of the reduction in collision risk to eagles gained through the implementation of DTBird. This study will be used by the wind industry and regulatory agencies to inform the appropriate implementation of DTBird in Eagle Conservation Plans and other conservation measures. The study will also provide new insights to eagle and raptor behavior in and near to wind energy facilities, further informing development of such plans.
The project objectives of this study are to 1) evaluate the multi-site effectiveness of DTBird in minimizing the risk of colliding with wind turbines for golden eagles and suitable surrogate raptors (e.g., bald eagles and red-tailed hawks); and 2) quantify the expected reduction in collision risk from deploying DTBird in a manner that helps the U.S. Fish & Wildlife Service assess and credit facility operators for their efforts to reduce fatalities, and update estimates of eagle take for use in incidental take permits. The Project Team will also provide information to help refine and improve the technology to maximize its effectiveness and practical application. Data will be collected at two geographically distinct wind energy facilities over two years at each facility.
",Active,,
DE-EE0007884,Eagle Take Minimization System,"Laufer Wind Group, LLC",Environmental Impacts and Siting,"$498,988 ",Private Industry,Competitive Funding Opportunity Announcement,NY; NH,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"Laufer Wind has developed a prototype Eagle Take Minimization System with the potential for autonomously detecting, tracking, and visually identifying eagles and other protected birds out to approximately 1 km range with no human verification required. This type of detection system is an important component of eagle impact minimization solutions at wind farms. Early detection and positive identification of species of concern can facilitate early shut-down of high-risk turbines, or trigger deterrents to reduce or avoid eagle collisions with operational wind turbines. The objective of this project was to develop a networked system comprised of a sensor-fused commercial-off-the-shelf  X-band radar (to detect far-field objects), a Pan-Tilt-Zoom visible-spectrum camera (to identify the object), and a central controller computer to process the radar and visual data and interface with a wind facility Supervisory Control and Data Acquisition (SCADA) to inform turbine curtailment, or to trigger a deterrent if an eagle is within a high-risk proximity to an operating wind turbine.
For more information see the <a href=""https://www.osti.gov/biblio/1460284-eagle-take-minimization-system"" target=""_blank""> Eagle Take Minimization System Final Report</a>.
",Completed,,
DE-EE0007885,"A Heterogeneous System for Eagle Detection, Deterrent, and Wildlife Collision Detection for Wind Turbines",Oregon State University,Environmental Impacts and Siting,"$562,085 ",University/College,Competitive Funding Opportunity Announcement,OR,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"To minimize the impact of wind energy on wildlife, Oregon State University (OSU) is developing a system of intelligent sensors that can automatically detect and identify eagles using machine vision, remotely activate one or more ground-based kinetic visual deterrents, and automatically detect and photograph any objects colliding with a wind turbine blade. 
Three fundamental objectives are proposed for the project: 
<ul>
<li>Detection of eagles flying in proximity of wind turbines including flight trajectory prediction</li>
<li>Eagle deterrence using inflatable ground visual deterrents</li>
<li>Automatic blade collision detection for continuous monitoring</li> 
</ul>",Active,,
LabFacility,Wind Turbine Dynamometer Upgrade,National Renewable Energy Laboratory,Testing,"$9,950,000 ",National Laboratory,Other,CO,American Recovery and Reinvestment Act,nrel.gov/wind,2009,/node/778426,"The National Renewable Energy Laboratory designed, fabricated, constructed, installed, and commissioned a 5-megawatt dynamometer at the laboratory's National Wind Technology Center (NWTC). This new facility more than doubled the NWTC's capacity (rated power) for testing wind turbine drivetrains and has sufficient capacity to test the largest wind turbine drivetrains envisioned for land-based markets. The dynamometer allows for more complete simulation of wind turbine operating conditions than had been previously available. ",Completed,brian.smith@nrel.gov,https://www.nrel.gov/wind/facilities-dynamometer.html
SBIR1.1,Development of a Concentrated Winding Permanent Magnet Alternator for a Small Wind Turbine,Bergey Windpower Co.,Distributed Wind; Next-Generation Technology Development and Manufacturing,"$147,488 ",Private Industry,Competitive Funding Opportunity Announcement,OK,"Small Business Innovation Research Phase I, Release 2",,2018,/node/778421; /node/778431,"This project will develop an advanced high-performance alternator for an American-made small wind turbine for residential, farm and small business applications. The new alternator design will apply advanced concepts developed for hybrid electric vehicles.",Active,,
STTR1.1,SMART Wind Health: Development of an Inexpensive Prognostic Condition Monitoring/Control System for Distributed Wind Turbines,eFormative Options,Distributed Wind,"$150,000 ",Private Industry,Competitive Funding Opportunity Announcement,WA,"Small Technology Transfer Phase I, Release 2",,2018,/node/778421,"Wind turbine maintenance, particularly in remote locations, is a substantial cost, and industry leaders have identified inexpensive fault monitoring as a top priority to increase competitiveness. This research will utilize low-cost readily available sensors and processors to develop a commercial “SMART Wind Health Watch and Control System” addressing this need.",Active,,
SBIR1-2.1,Abrasion/Impact Resistant Coatings for Wind Turbine Blade Protection,Resodyn Corporation,Next-Generation Technology Development and Manufacturing,"$1,150,000 ",Private Industry,Competitive Funding Opportunity Announcement,MT,"Small Business Innovation Research Phase I and II, Release 2",,2018,/node/778431,"This project will develop a tough and durable coating to address the erosion of wind turbine blades that can be caused by winds, rain, ice and sand. The proposed solution promises to fill a key technological gap and address a critical need in the wind turbine industry.",Active,,
SBIR2.1,Thermodynamic Profiler for the Marine Atmospheric Boundary Layer Observations,"Boulder Environmental Sciences & Technology, LLC",Offshore Wind; Atmosphere to electrons: Plant Optimization and Resource Characterization,"$2,160,000 ",Private Industry,Competitive Funding Opportunity Announcement,CO,"Small Business Innovation Research Release 2, Phase I and II",/node/4277337,2018,/node/778401; /node/778436,"The service life of offshore wind turbines is about 20 years and during their lifetime they must operate and survive a wide range of atmospheric conditions (hurricane winds, icing conditions, and other weather extremes). In addition, their performance during operational life should be optimal with respect to power production, minimization of mechanical stresses, plant wake distribution, and more. Microwave radiometers provide accurate assessments of atmospheric stability in the atmospheric boundary layer, affecting both the loads and power production of wind turbines. The proposed buoy-based Marine Profiling Radiometer will deliver thermodynamic profile data including temperature, humidity profiles, and integrated liquid and water vapor paths throughout the atmosphere. These data provide essential information about the marine atmospheric boundary layer status and are inputs for numerical weather simulation model initialization. The availability of this information improves long-term and short-term localized weather forecasts, provides information about atmospheric stability, can provide advance warning about thunderstorms, icing conditions, cloud liquid and ice content and rain rate measurements, and more.",Active,,
